equipment_id,mine_id,equipment_name,equipment_type,manufacturer,model,year_manufactured,operating_hours,last_maintenance_date,next_maintenance_date,fuel_type,fuel_consumption,breakdown_count,last_breakdown_date,breakdown_reason,sensor_anomalies,status
EQ-482,OD-001,Drill Rig 482,Drill Rig,Caterpillar,Cat-1875,2022,27180,2023-08-15,2023-09-25,Electric,0,4,2023-08-05,Hydraulic leak,9,Operational
EQ-483,CG-001,Loader 483,Loader,Metso,Met-7380,2020,5471,2023-09-07,2023-12-01,Diesel,27.21,7,2023-08-29,Hydraulic leak,12,Operational
EQ-484,JH-001,Loader 484,Loader,Volvo,Vol-7865,2020,23487,2023-05-25,2023-07-10,Electric,0,1,2023-05-24,Hydraulic leak,15,Operational
EQ-485,CG-001,Compressor 485,Compressor,Volvo,Vol-5511,2018,17414,2023-11-05,2024-01-14,Diesel,33.57,0,,,13,Operational
EQ-486,OD-002,Conveyor Belt 486,Conveyor Belt,Sandvik,San-1130,2018,5676,2023-09-01,2024-01-09,Diesel,56.1,3,2023-08-31,Hydraulic leak,4,Maintenance
EQ-487,JH-001,Drill Rig 487,Drill Rig,Atlas Copco,Atl-1758,2018,14389,2023-11-28,2024-01-07,Electric,0,10,2023-11-08,Electrical fault,0,Operational
EQ-488,CG-001,Excavator 488,Excavator,Tata,Tat-5301,2014,6201,2023-08-17,2023-09-20,Diesel,41.76,9,2023-08-15,Engine issue,5,Operational
EQ-489,CG-002,Compressor 489,Compressor,Sandvik,San-2495,2014,18260,2023-04-01,2023-05-19,Diesel,42.28,4,2023-03-27,Engine issue,3,Maintenance
EQ-490,OD-001,Compressor 490,Compressor,Ashok Leyland,Ash-9134,2014,12760,2023-08-17,2023-11-18,Electric,0,6,2023-08-02,Engine issue,1,Operational
EQ-491,OD-002,Drill Rig 491,Drill Rig,Caterpillar,Cat-4736,2011,19064,2023-03-21,2023-08-13,Electric,0,8,2023-03-02,Electrical fault,10,Operational
EQ-492,JH-002,Dumper 492,Dumper,Komatsu,Kom-7869,2015,10375,2023-03-01,2023-08-15,Diesel,53.38,7,2023-02-14,Electrical fault,8,Maintenance
EQ-493,JH-002,Excavator 493,Excavator,Ashok Leyland,Ash-3449,2015,11030,2023-05-03,2023-10-04,Diesel,36.9,4,2023-04-09,Electrical fault,1,Operational
EQ-494,JH-002,Loader 494,Loader,Atlas Copco,Atl-3028,2023,9987,2023-01-14,2023-03-24,Electric,0,4,2023-01-02,Electrical fault,12,Operational
EQ-495,CG-001,Loader 495,Loader,Atlas Copco,Atl-3643,2022,13457,2023-12-09,2024-02-04,Diesel,33.72,10,2023-11-14,Hydraulic leak,1,Retired
EQ-496,JH-002,Compressor 496,Compressor,Sandvik,San-5479,2018,16179,2023-06-08,2023-07-12,Diesel,58.62,5,2023-06-07,Electrical fault,10,Maintenance
EQ-497,JH-001,Loader 497,Loader,Atlas Copco,Atl-4578,2020,17414,2023-10-06,2023-12-28,Diesel,44.62,8,2023-10-04,Hydraulic leak,3,Operational
EQ-498,OD-001,Compressor 498,Compressor,Komatsu,Kom-2868,2017,7634,2023-11-09,2024-01-07,Diesel,54.48,0,,,0,Operational
EQ-499,JH-003,Drill Rig 499,Drill Rig,Ashok Leyland,Ash-4348,2016,12130,2023-01-15,2023-02-20,Electric,0,7,2022-12-18,Electrical fault,2,Operational
