mine_id,equipment_type,shift,maintenance_status,operating_hours,temperature_C,vibration,pressure_bar,dust_level_ug,rpm,oil_temp_C,load_percentage,humidity_pct,bearing_temp_C,machine_failure
OD-001,Crusher,Morning,Recent,1561.2,100.88,3.2868,106.53,292.04,1504.7,85.61,36.83,67.32,117.47,0
OD-002,Crusher,Night,On Schedule,9025.1,47.74,4.755,64.31,150.75,1888.5,77.17,60.16,71.08,53.24,1
JH-001,Drill Rig,Afternoon,Overdue,3025.8,51.64,6.5013,128.65,213.85,1353.6,83.63,52.21,34.9,57.54,1
CG-001,Loader,Night,On Schedule,9347.5,98.96,1.1377,109.98,20.64,1904.9,77.13,82.6,20.9,114.43,1
OD-001,Loader,Afternoon,Overdue,7246.7,63.04,,88.87,213.59,,87.97,96.94,36.28,82.9,0
CG-001,Excavator,Night,Overdue,3718.4,63.72,1.068,64.4,159.66,1264.1,88.02,62.06,82.1,70.83,0
OD-002,Dumper,Morning,Overdue,3713.2,57.4,1.0893,84.26,231.46,1100.7,72.9,29.71,69.44,71.65,0
CG-002,Drill Rig,Morning,Overdue,5513.1,51.63,1.9223,48.95,161.03,1841.7,56.93,110.86,38.78,66.7,0
JH-001,Excavator,Morning,Overdue,2004.3,41.83,1.0219,62.19,118.88,970.1,58.7,102.45,57.87,54.98,0
JH-001,Crusher,Morning,On Schedule,2625.7,43.76,7.4458,89.88,152.01,1866.6,82.1,37.21,63.31,52.0,0
OD-002,Dumper,Morning,On Schedule,9397.0,81.69,1.1021,78.09,209.75,1340.0,95.52,39.5,22.78,87.99,0
JH-002,Crusher,Afternoon,On Schedule,10195.2,55.08,3.3786,125.7,148.33,,74.36,26.31,27.13,67.27,1
CG-002,Excavator,Night,On Schedule,6722.1,76.07,1.9498,51.78,316.78,1971.8,63.85,31.37,75.09,85.76,0
JH-001,Excavator,Morning,On Schedule,6452.9,73.41,3.6867,,279.21,1582.9,70.51,97.81,66.89,82.01,1
CG-002,Drill Rig,Morning,On Schedule,3013.4,77.12,2.9558,,198.36,1569.3,89.29,49.62,64.46,83.77,0
JH-001,Conveyor,Afternoon,On Schedule,8690.7,102.82,2.0837,144.31,203.26,1416.9,90.96,84.99,93.86,,1
JH-001,Excavator,Morning,Overdue,6195.8,80.66,1.2932,63.44,161.24,1474.9,58.24,49.92,87.76,96.4,0
CG-001,Loader,Afternoon,Overdue,8358.6,,1.1975,98.49,67.42,1517.8,73.11,32.6,72.11,,0
JH-002,Excavator,Night,On Schedule,9907.7,63.71,1.876,87.47,316.64,,90.96,107.04,85.27,75.91,1
CG-001,Crusher,Morning,Overdue,4721.5,107.39,,67.09,95.78,1479.5,91.17,69.88,25.21,118.87,1
JH-002,Loader,Night,Overdue,2137.5,84.6,,97.94,31.2,1040.3,67.1,108.48,74.88,,0
JH-001,Crusher,Morning,Recent,4403.2,46.64,1.9466,94.76,180.82,1722.7,85.87,83.96,86.26,52.89,0
JH-001,Loader,Night,On Schedule,5077.0,68.91,1.4759,77.18,70.42,2030.1,71.77,79.78,52.33,87.1,0
CG-001,Dumper,Night,Overdue,1539.5,96.91,2.951,111.77,163.41,1047.1,93.42,79.69,84.97,107.89,0
OD-002,Excavator,Afternoon,On Schedule,3128.9,89.28,1.4959,80.8,276.33,1573.3,97.75,107.64,24.23,99.21,0
CG-001,Drill Rig,Morning,Overdue,8824.9,63.57,0.8249,,168.18,1732.8,70.68,98.5,21.83,76.84,1
JH-001,Drill Rig,Morning,On Schedule,9064.2,71.78,2.682,,162.8,1788.3,65.14,114.18,61.4,73.3,1
OD-001,Loader,Night,Overdue,6063.0,69.59,4.2602,262.85,307.0,1139.3,92.9,95.76,36.07,81.12,1
JH-002,Crusher,Night,On Schedule,3516.3,85.31,1.2084,96.24,138.39,1415.1,70.79,79.27,47.34,100.19,0
OD-002,Excavator,Morning,Recent,11181.9,64.84,0.8416,137.02,87.82,,79.14,31.06,66.51,76.87,1
OD-002,Drill Rig,Afternoon,Overdue,11396.9,89.85,3.0191,101.17,55.03,1204.9,69.9,33.27,38.38,112.14,1
OD-001,Dumper,Afternoon,On Schedule,10325.0,52.83,2.3582,98.03,317.85,1147.5,,100.79,52.95,62.43,1
JH-002,Drill Rig,Afternoon,Recent,3388.6,51.52,5.0297,144.75,171.04,1421.5,75.47,43.06,72.81,63.74,1
OD-001,Conveyor,Afternoon,Overdue,9582.0,35.55,2.3528,139.67,261.47,1568.6,62.01,33.75,58.64,42.62,1
OD-002,Loader,Morning,Overdue,7854.4,46.7,1.501,77.16,128.34,1617.3,81.4,97.41,27.43,51.7,1
OD-001,Drill Rig,Night,On Schedule,263.3,55.8,4.3501,97.79,178.47,2136.7,84.16,81.31,43.96,,0
CG-001,Drill Rig,Night,Overdue,7567.4,65.97,2.4248,,174.58,1116.2,86.23,70.91,32.25,73.88,0
CG-002,Crusher,Afternoon,Overdue,7935.9,61.92,2.1678,,30.39,1452.1,63.97,43.51,23.09,82.96,0
CG-002,Dumper,Morning,Overdue,4342.8,55.5,1.1793,,309.51,1592.6,79.91,35.34,56.15,70.06,1
JH-002,Drill Rig,Afternoon,On Schedule,1822.3,53.88,,123.85,225.55,1739.6,66.85,43.36,69.73,63.1,1
JH-001,Dumper,Afternoon,Overdue,2697.8,,1.6116,117.5,121.26,1316.0,91.68,33.64,20.57,56.4,0
OD-001,Excavator,Night,On Schedule,8449.6,93.99,1.5523,98.42,122.0,1395.0,69.77,88.55,89.57,114.31,1
CG-002,Excavator,Morning,Overdue,4151.4,85.98,1.5876,,87.42,1442.7,92.72,40.92,81.44,103.12,0
JH-001,Loader,Night,On Schedule,3987.0,68.05,4.1043,48.26,48.98,1488.7,82.46,71.33,88.89,81.53,0
CG-002,Dumper,Morning,Overdue,836.9,75.39,2.4702,,273.32,,74.7,75.42,74.62,,0
OD-002,Dumper,Night,Overdue,10910.3,80.31,2.842,115.24,138.87,1782.8,84.89,65.81,42.72,90.93,1
CG-001,Crusher,Morning,On Schedule,9412.2,73.67,1.1882,100.62,134.12,1429.8,76.14,56.44,44.45,82.87,0
OD-002,Dumper,Night,On Schedule,754.9,,1.6505,108.65,224.78,1706.6,55.45,41.92,33.04,57.39,0
JH-001,Dumper,Night,Overdue,8080.1,32.3,2.6079,138.67,240.84,1459.5,87.22,38.29,78.92,44.52,1
JH-001,Dumper,Afternoon,On Schedule,3134.9,31.04,1.8452,66.65,43.44,1734.2,67.76,77.83,39.67,41.9,0
JH-001,Loader,Night,On Schedule,2514.4,66.23,4.6492,88.4,131.64,1030.5,76.89,86.13,24.33,74.56,0
JH-001,Loader,Afternoon,Overdue,6533.9,39.91,3.5013,92.97,307.07,1530.3,52.66,36.71,64.44,46.73,1
OD-001,Crusher,Night,Overdue,7615.4,108.98,4.2143,121.33,177.28,803.8,62.85,77.61,60.55,89.7,1
CG-002,Excavator,Night,On Schedule,11761.1,65.02,1.7574,,90.95,1814.3,45.59,95.31,55.91,64.54,1
OD-002,Crusher,Afternoon,Recent,5672.9,73.15,1.4427,234.56,171.19,1554.1,61.57,35.63,45.18,72.56,0
CG-002,Conveyor,Afternoon,Overdue,7287.8,58.56,3.893,153.03,238.98,1699.4,73.44,45.21,22.87,62.79,1
CG-001,Drill Rig,Morning,On Schedule,1376.3,52.32,2.3626,,281.2,1489.0,59.07,68.57,60.42,60.06,0
CG-002,Dumper,Night,Overdue,6493.3,54.81,5.5273,109.85,95.46,1095.8,76.44,67.33,53.27,57.91,0
CG-002,Dumper,Afternoon,Overdue,5170.9,82.61,2.6291,84.61,220.5,1734.7,84.6,55.06,90.61,95.62,0
OD-002,Excavator,Night,Overdue,11719.3,49.73,9.649,,234.7,1762.1,,66.4,86.6,54.47,1
OD-002,Crusher,Morning,Overdue,2223.5,64.21,1.6587,126.65,188.03,1610.4,71.11,25.43,67.33,76.61,0
JH-001,Excavator,Night,Recent,5385.1,62.42,4.6916,74.04,253.26,1943.3,65.55,41.17,91.31,72.37,0
JH-002,Drill Rig,Morning,On Schedule,10731.1,64.19,1.966,124.52,209.07,1612.8,88.32,53.52,69.56,75.32,1
OD-001,Loader,Afternoon,On Schedule,505.1,,1.5348,98.33,116.49,1384.9,77.1,44.43,31.89,75.3,0
OD-001,Loader,Night,On Schedule,5041.8,42.49,3.1616,92.23,187.14,1578.5,87.83,81.67,29.64,57.46,0
OD-001,Conveyor,Afternoon,Overdue,7545.2,47.93,2.0917,136.54,213.99,926.3,79.15,105.94,84.54,53.8,1
CG-001,Conveyor,Afternoon,On Schedule,5045.7,53.03,7.5795,155.51,188.93,1387.0,,68.45,61.68,59.12,0
JH-001,Crusher,Morning,On Schedule,6592.0,,1.8203,128.84,128.16,1757.4,59.16,54.81,50.75,,1
JH-002,Drill Rig,Morning,On Schedule,8157.6,79.95,6.666,101.11,309.27,2067.2,57.3,46.03,38.35,86.35,0
OD-001,Loader,Afternoon,On Schedule,7906.8,41.96,4.5977,151.23,233.27,1232.2,79.44,110.58,47.63,48.14,1
OD-001,Conveyor,Morning,Recent,1689.9,,2.5935,108.32,166.47,1593.5,88.28,94.17,69.39,88.0,0
CG-002,Drill Rig,Afternoon,Recent,8014.6,61.25,,127.56,70.03,1690.6,84.77,94.69,47.69,74.09,1
OD-001,Excavator,Afternoon,Overdue,3727.9,54.14,2.5347,114.89,282.53,1276.5,77.82,75.57,39.35,63.44,0
JH-001,Loader,Morning,On Schedule,8896.0,50.93,1.3201,78.88,214.62,1517.9,81.06,63.1,84.75,66.74,0
JH-001,Loader,Morning,Overdue,1568.2,45.46,2.4936,106.06,313.49,1790.8,54.46,78.26,34.73,56.63,0
CG-002,Loader,Morning,Recent,6433.4,91.28,4.9812,48.0,228.74,1155.7,,77.84,90.21,103.63,0
CG-001,Conveyor,Afternoon,Overdue,1504.9,95.05,4.8981,91.01,300.9,1121.0,72.11,79.03,23.56,97.02,0
OD-002,Crusher,Morning,On Schedule,9184.1,60.68,2.8528,86.39,214.84,1338.4,111.33,33.24,51.24,51.34,0
OD-001,Drill Rig,Morning,On Schedule,6630.7,18.94,2.1989,139.59,30.69,1112.7,82.56,74.58,50.05,31.7,1
OD-002,Loader,Morning,Overdue,4287.6,65.13,3.5281,101.02,302.44,1620.8,98.34,89.51,72.8,71.84,0
CG-001,Dumper,Night,Recent,5987.0,,2.4328,106.25,18.15,1697.9,84.17,103.71,35.26,93.24,0
CG-002,Conveyor,Morning,Overdue,5947.3,81.03,5.1708,118.18,170.26,1440.2,92.83,61.52,34.4,90.45,1
CG-002,Drill Rig,Morning,Recent,4966.3,76.39,4.1307,141.54,68.54,1573.8,84.29,111.29,85.49,86.45,0
OD-001,Drill Rig,Afternoon,On Schedule,1496.4,72.49,0.5312,111.4,128.74,1143.7,62.99,42.8,92.73,,0
OD-001,Conveyor,Night,Recent,8802.5,65.86,4.405,,147.04,1387.0,75.73,55.29,64.84,75.75,0
JH-001,Drill Rig,Night,Recent,8168.3,39.36,1.5921,157.36,212.42,1172.5,52.86,66.85,59.92,45.92,1
JH-002,Drill Rig,Night,On Schedule,1645.1,83.83,4.9184,76.19,248.84,1422.7,102.61,49.82,35.78,93.21,0
OD-002,Crusher,Afternoon,On Schedule,10361.3,70.67,5.7999,112.85,92.57,1417.3,91.59,74.19,22.22,63.07,1
OD-002,Loader,Afternoon,On Schedule,9785.0,50.77,,85.99,101.03,854.2,66.59,89.51,63.06,67.53,1
OD-002,Crusher,Afternoon,On Schedule,8520.2,61.42,5.3024,88.51,29.88,1317.0,64.77,33.98,83.31,,1
JH-001,Crusher,Morning,On Schedule,7884.9,51.98,,98.45,85.83,1743.2,60.87,74.29,48.51,59.04,0
OD-001,Crusher,Afternoon,Overdue,10405.0,50.22,4.1809,,24.56,1076.2,93.62,39.67,36.64,63.62,1
CG-001,Dumper,Afternoon,On Schedule,11104.7,79.47,2.5992,99.39,237.26,1531.5,74.11,84.86,54.41,91.33,1
OD-002,Excavator,Morning,Overdue,8611.6,,4.8559,93.62,143.63,1144.5,88.67,114.87,58.31,86.26,0
JH-001,Drill Rig,Afternoon,On Schedule,4674.6,47.77,1.6731,115.59,250.88,1171.9,81.48,60.68,70.33,62.47,0
CG-002,Loader,Night,On Schedule,3563.9,38.36,1.2234,112.71,283.66,2147.6,77.91,96.24,39.98,53.23,0
OD-002,Drill Rig,Morning,On Schedule,4259.5,63.74,1.306,101.07,207.37,1201.4,83.19,26.51,31.98,74.76,0
OD-002,Dumper,Afternoon,On Schedule,10425.0,46.82,5.6503,99.88,230.7,1396.5,,66.06,87.38,55.74,1
JH-001,Conveyor,Afternoon,On Schedule,3524.4,34.9,2.828,182.3,166.0,1616.9,93.06,25.01,87.49,43.07,0
OD-001,Excavator,Morning,Overdue,10110.4,75.1,2.4492,135.39,273.98,1122.6,76.88,110.67,47.45,86.39,1
CG-001,Drill Rig,Afternoon,Overdue,8410.5,,,101.63,274.79,1886.3,94.43,103.18,80.38,,1
CG-002,Crusher,Morning,On Schedule,2426.7,73.72,4.0428,91.44,231.09,986.4,81.07,112.6,46.23,85.95,0
CG-002,Conveyor,Night,Overdue,6540.9,47.66,2.0815,95.6,229.77,1177.1,69.51,45.99,85.94,55.94,0
CG-001,Dumper,Morning,On Schedule,6168.5,15.58,2.7051,58.22,219.56,2110.2,,105.68,40.1,32.99,0
CG-002,Dumper,Night,On Schedule,371.5,67.26,4.1463,,229.19,1790.5,64.61,28.64,30.41,84.31,0
OD-002,Drill Rig,Afternoon,On Schedule,11928.3,62.33,,110.17,47.11,1450.9,84.9,70.2,47.64,69.13,1
JH-002,Conveyor,Night,On Schedule,3064.9,47.39,3.8216,86.42,161.27,2037.4,80.45,106.54,84.42,58.45,0
OD-002,Excavator,Morning,On Schedule,3981.1,63.31,1.6976,92.0,235.04,1457.6,80.55,47.47,65.58,69.2,0
OD-002,Loader,Night,Recent,8063.4,86.44,,,85.7,1044.6,98.52,55.31,54.25,,1
CG-002,Crusher,Afternoon,Recent,11745.0,37.96,4.1467,138.04,95.43,1815.2,72.91,42.87,74.86,48.51,1
JH-001,Loader,Night,On Schedule,11226.3,56.43,0.9631,67.61,222.44,1463.6,92.86,48.65,68.87,68.65,1
OD-001,Drill Rig,Morning,On Schedule,6704.7,,2.4786,110.77,288.47,905.7,78.9,48.57,35.55,56.63,0
CG-001,Crusher,Night,Overdue,1670.8,67.8,2.5169,,246.72,1587.6,76.27,69.88,70.5,82.65,0
JH-001,Crusher,Afternoon,Overdue,1105.3,102.56,5.2533,73.03,244.96,2166.4,79.48,32.91,32.11,106.72,0
OD-002,Drill Rig,Afternoon,On Schedule,5985.5,58.9,1.7039,54.36,291.8,1539.6,77.09,60.53,75.41,69.69,0
CG-002,Dumper,Night,Recent,11146.1,64.67,1.5491,100.81,60.34,1834.7,46.64,55.3,29.3,75.23,0
OD-001,Loader,Afternoon,On Schedule,6441.3,62.5,1.7115,110.55,181.58,1871.0,87.12,107.66,58.3,70.62,0
JH-001,Dumper,Night,Overdue,2949.0,57.95,2.2638,93.37,289.72,,63.46,73.35,56.74,72.08,0
OD-001,Crusher,Afternoon,Recent,5503.0,61.45,9.3786,134.03,48.17,1976.9,66.2,107.52,45.8,66.1,0
CG-001,Excavator,Morning,On Schedule,6027.7,39.37,3.2279,88.99,160.2,1566.4,81.74,65.39,31.82,60.14,1
JH-001,Dumper,Morning,On Schedule,8942.0,64.21,,127.5,268.72,,86.01,114.22,71.51,79.18,0
CG-002,Conveyor,Morning,Overdue,5200.3,,2.6863,72.54,261.43,1201.1,109.22,59.68,49.99,98.27,1
JH-002,Loader,Afternoon,On Schedule,11526.9,62.82,0.4755,100.72,133.92,1504.0,72.62,79.75,20.88,73.21,1
OD-002,Crusher,Night,Overdue,2349.3,54.48,1.3811,64.46,17.58,1471.4,81.86,54.92,76.4,57.11,0
CG-001,Loader,Morning,On Schedule,866.6,71.77,4.7073,90.56,242.38,1308.7,,49.12,59.82,,0
CG-001,Dumper,Morning,On Schedule,5538.3,69.82,2.5932,108.76,256.21,2432.1,66.39,87.28,27.29,76.74,0
OD-002,Loader,Morning,On Schedule,3492.6,,2.8893,99.7,249.45,2058.7,72.17,39.22,38.7,45.38,0
JH-001,Drill Rig,Morning,Recent,8135.3,67.88,2.8233,70.93,220.93,1993.0,85.81,99.78,27.69,82.81,0
OD-001,Excavator,Night,On Schedule,7273.4,61.9,8.4116,92.46,101.79,2049.8,68.06,59.02,45.52,70.55,1
OD-002,Dumper,Afternoon,Overdue,1166.3,53.52,0.6195,,303.35,1654.4,61.88,57.02,20.69,,1
JH-002,Conveyor,Morning,On Schedule,6178.8,38.27,3.3981,146.12,119.55,1890.9,83.68,49.58,82.08,45.76,1
JH-001,Drill Rig,Afternoon,Overdue,5444.1,,6.1525,85.7,99.43,1783.9,84.92,56.19,62.47,70.96,0
JH-001,Crusher,Night,On Schedule,6295.7,82.14,0.7662,96.37,291.24,1194.4,79.73,101.08,94.37,65.23,0
CG-001,Drill Rig,Morning,Overdue,9275.6,81.51,,65.78,141.8,1326.7,69.41,78.1,64.84,75.57,0
OD-002,Dumper,Morning,On Schedule,11838.7,69.67,5.2499,125.87,220.66,1598.6,96.99,83.14,91.23,81.0,1
OD-001,Conveyor,Night,Recent,2999.7,61.75,2.1414,95.16,316.98,2218.6,71.25,95.67,54.23,76.33,0
CG-001,Loader,Morning,Recent,1780.4,96.68,1.3211,94.61,96.7,1556.2,82.54,70.11,27.55,98.55,0
OD-001,Crusher,Night,Overdue,10493.4,73.54,2.2474,95.14,71.66,,76.33,81.61,28.53,87.48,0
JH-002,Crusher,Morning,Overdue,321.0,28.98,4.2346,52.38,246.54,1592.9,63.07,40.82,56.33,40.94,0
JH-002,Drill Rig,Night,Overdue,1413.1,52.5,2.143,89.27,209.36,1216.7,,74.63,30.66,63.42,0
OD-001,Excavator,Night,Recent,467.8,37.03,2.7155,112.78,32.09,1699.9,94.79,81.77,74.27,49.08,0
CG-001,Dumper,Night,Overdue,8255.1,80.09,3.6308,98.39,308.81,1769.5,75.34,74.67,87.77,87.53,0
CG-002,Loader,Morning,On Schedule,11539.2,43.4,2.3888,78.58,109.74,1909.8,77.7,50.05,59.73,49.09,1
OD-002,Dumper,Morning,On Schedule,11359.1,97.58,2.3458,,137.85,1377.4,95.83,103.57,25.86,104.26,1
JH-002,Excavator,Afternoon,Overdue,3876.9,56.08,2.5976,,316.16,1001.9,95.3,77.93,28.35,68.76,0
JH-002,Dumper,Night,Overdue,5223.7,42.21,1.5585,,34.96,1762.8,84.1,58.1,40.87,53.69,0
OD-002,Dumper,Morning,On Schedule,1322.6,69.55,2.5922,73.78,134.07,1002.1,71.35,71.35,81.43,92.99,0
CG-001,Drill Rig,Afternoon,Overdue,4087.2,73.46,1.4026,104.49,283.63,1848.7,73.45,104.69,25.08,84.27,0
JH-002,Loader,Night,Recent,11684.2,65.61,3.653,130.85,23.78,1182.9,73.04,105.67,53.27,78.95,1
CG-001,Excavator,Night,Overdue,9899.5,66.38,5.6373,110.61,29.16,,83.59,37.13,85.43,72.49,0
OD-001,Conveyor,Night,Overdue,9757.3,63.2,3.1201,155.19,131.56,2036.9,83.3,70.16,30.84,72.62,1
CG-001,Excavator,Night,Overdue,10915.6,62.47,0.9845,93.29,130.02,1277.4,71.78,41.19,87.36,70.4,0
CG-001,Dumper,Morning,On Schedule,9966.0,55.0,,60.18,108.73,1419.2,51.91,80.95,77.26,68.28,0
JH-001,Excavator,Night,Recent,4386.2,61.9,1.7763,81.59,105.13,1526.2,91.46,99.45,61.66,75.18,0
OD-001,Crusher,Night,Overdue,3474.4,,2.8729,85.01,225.28,2091.9,89.29,54.76,48.05,106.94,0
OD-001,Excavator,Night,Overdue,3026.4,84.03,0.9391,68.26,179.62,1506.1,69.87,71.89,77.23,,0
OD-002,Excavator,Night,On Schedule,2564.4,68.49,,107.62,138.57,2064.7,77.94,78.09,46.62,,0
JH-001,Conveyor,Afternoon,Overdue,2715.2,55.62,3.032,100.03,215.66,1926.1,86.86,30.32,90.92,60.1,0
CG-002,Dumper,Night,Recent,3442.1,79.42,2.2812,89.36,140.74,1705.1,63.77,48.21,55.99,87.16,0
OD-002,Crusher,Morning,On Schedule,6340.9,64.97,4.2668,133.39,76.15,1512.0,67.65,94.86,76.03,73.93,0
OD-002,Conveyor,Afternoon,On Schedule,370.6,95.11,13.1932,112.4,68.74,1116.4,78.06,56.15,67.31,86.85,0
OD-001,Dumper,Night,Recent,8501.2,54.2,7.4441,116.5,27.25,1259.4,90.64,53.01,66.73,58.95,1
OD-002,Drill Rig,Night,On Schedule,1658.8,78.15,,102.79,280.15,1828.7,,50.23,44.05,89.75,0
OD-001,Dumper,Afternoon,Overdue,8434.1,75.38,1.5745,92.18,179.47,1678.5,85.16,30.93,49.74,93.65,0
OD-002,Loader,Night,On Schedule,9233.1,44.04,4.0513,123.35,314.22,1323.4,74.88,112.89,22.82,65.29,1
CG-002,Drill Rig,Afternoon,Recent,11486.0,72.29,5.781,147.52,37.33,1954.7,85.65,44.28,74.91,84.16,1
CG-002,Crusher,Morning,On Schedule,3312.8,50.68,6.3523,95.25,282.01,1253.7,88.34,52.82,20.78,57.73,0
JH-002,Conveyor,Morning,Overdue,4387.1,63.28,1.8531,103.12,73.83,1525.6,86.0,42.18,52.63,76.99,0
JH-002,Conveyor,Afternoon,Overdue,5593.1,67.1,2.6229,116.94,180.26,1296.7,62.2,38.2,66.46,80.76,0
CG-001,Crusher,Night,Overdue,7105.6,62.76,2.2548,117.49,61.07,781.5,73.27,75.59,53.71,62.98,1
OD-002,Drill Rig,Afternoon,Overdue,8763.4,77.23,1.6775,76.06,227.63,1879.2,78.24,35.06,37.32,87.76,1
OD-001,Conveyor,Afternoon,On Schedule,821.2,69.0,6.1563,112.64,92.68,1086.0,75.3,53.86,35.76,,0
OD-002,Conveyor,Afternoon,Overdue,10321.5,63.23,3.6555,77.35,18.36,1171.8,72.15,79.92,50.71,84.18,0
JH-002,Dumper,Afternoon,Overdue,5098.0,56.37,3.3012,88.72,295.54,1248.2,69.84,93.25,87.44,63.33,0
CG-002,Crusher,Morning,Overdue,5953.8,42.55,3.1826,62.65,214.31,1605.7,76.94,26.65,38.62,55.26,0
CG-001,Crusher,Afternoon,On Schedule,3912.2,68.89,2.8556,109.34,195.27,1018.5,99.84,90.04,77.04,82.13,0
OD-001,Drill Rig,Night,On Schedule,8254.8,74.8,10.1816,122.47,303.47,1057.0,63.34,35.49,58.16,77.46,0
CG-001,Excavator,Night,Overdue,8363.2,41.56,6.6197,86.71,247.09,,67.72,114.87,75.3,57.51,1
OD-001,Excavator,Afternoon,On Schedule,5278.3,48.51,1.6727,91.44,293.81,1969.9,89.18,27.7,33.3,64.9,0
CG-001,Drill Rig,Morning,On Schedule,10492.2,32.93,4.641,108.32,100.95,1065.0,86.46,32.4,91.03,43.97,1
OD-001,Drill Rig,Afternoon,On Schedule,7722.2,84.12,6.248,88.5,102.05,1943.1,,61.62,71.54,,1
JH-002,Conveyor,Night,On Schedule,5924.8,90.09,1.3736,93.26,283.89,,,41.37,61.92,94.97,0
JH-001,Crusher,Night,Overdue,1319.5,43.59,3.1151,64.89,143.17,1527.3,69.94,54.62,65.01,55.51,0
JH-002,Conveyor,Morning,On Schedule,8417.2,69.89,1.8299,87.06,164.43,1528.1,49.11,88.83,62.41,,0
CG-001,Excavator,Morning,On Schedule,8875.8,76.28,4.5681,135.81,212.66,1595.4,81.13,33.2,32.59,80.43,1
JH-002,Crusher,Night,Overdue,5883.7,36.31,2.8241,93.11,177.2,1797.4,75.58,76.57,58.85,46.24,0
OD-002,Crusher,Morning,On Schedule,1400.2,59.8,3.937,102.99,287.85,1388.7,,75.72,64.29,,0
OD-002,Crusher,Afternoon,On Schedule,6791.7,42.42,2.1499,105.39,167.98,1869.7,84.3,103.64,90.1,48.39,1
CG-002,Crusher,Morning,Recent,1640.4,,2.8275,88.48,201.5,1386.7,88.91,88.55,52.33,61.82,0
JH-001,Conveyor,Night,Overdue,1822.2,,2.7737,91.42,185.68,2163.6,,82.28,29.41,,0
JH-001,Loader,Night,Recent,7634.0,80.94,4.1509,137.52,161.72,1238.8,71.61,38.36,78.14,89.87,1
JH-001,Dumper,Night,On Schedule,4325.4,38.91,2.5023,73.39,318.81,800.0,60.78,101.95,40.9,57.15,0
JH-002,Loader,Night,On Schedule,1286.1,60.55,,,49.58,1004.5,77.96,104.46,34.89,67.06,0
OD-001,Drill Rig,Morning,On Schedule,10785.8,,7.5074,111.7,27.99,1537.0,77.18,57.85,27.62,55.38,1
JH-001,Excavator,Night,Overdue,1961.1,43.72,1.956,107.37,264.58,1010.5,54.5,50.95,20.61,58.89,0
OD-001,Conveyor,Morning,On Schedule,7864.5,48.36,1.3449,,256.64,1877.0,62.41,110.13,44.94,56.52,1
CG-001,Drill Rig,Morning,On Schedule,11792.1,81.74,,,251.16,1218.8,85.68,40.74,20.98,91.11,1
CG-002,Loader,Morning,On Schedule,2753.4,44.72,1.6547,111.33,157.46,1702.6,81.11,94.97,75.05,,0
CG-002,Crusher,Morning,On Schedule,1929.4,71.54,2.9652,143.73,33.28,1315.4,69.62,68.4,78.82,77.08,0
OD-001,Excavator,Night,Overdue,6261.0,70.21,4.4294,97.56,278.64,1640.1,101.81,108.05,45.08,77.77,0
JH-002,Crusher,Night,Overdue,8443.7,50.66,3.1141,122.51,137.88,1611.4,,68.17,92.18,61.46,1
JH-001,Conveyor,Afternoon,Overdue,8717.0,39.59,2.7807,48.54,47.0,1664.4,56.65,65.79,33.26,48.7,1
OD-002,Dumper,Afternoon,Overdue,1803.5,68.08,1.9803,87.59,66.95,1144.5,75.52,58.07,65.34,80.38,0
CG-002,Crusher,Afternoon,Overdue,1075.4,85.69,1.9774,105.91,304.18,2015.6,73.94,56.4,60.66,99.04,0
OD-002,Drill Rig,Night,On Schedule,3927.6,49.63,5.8378,129.57,291.75,1266.3,56.53,77.55,53.12,57.45,1
JH-001,Crusher,Night,On Schedule,2589.1,47.32,9.3312,101.38,37.22,1820.8,69.48,59.39,76.23,64.42,0
JH-001,Drill Rig,Morning,Overdue,6341.0,70.22,1.8522,92.74,209.16,1728.5,89.03,88.11,62.21,80.9,0
JH-002,Conveyor,Night,Overdue,2106.4,72.75,3.3288,133.9,294.3,1817.8,81.98,62.95,39.79,79.11,0
JH-002,Excavator,Afternoon,Overdue,1193.5,89.08,8.9382,103.13,91.94,1748.2,55.64,32.07,55.45,92.93,0
JH-001,Excavator,Morning,On Schedule,7660.1,76.32,1.9892,91.62,41.72,1191.5,79.6,66.71,38.47,83.71,0
JH-001,Excavator,Night,Overdue,4763.4,92.0,2.6503,121.61,209.25,1577.2,84.37,79.57,79.68,96.72,0
OD-001,Excavator,Afternoon,On Schedule,1810.3,35.39,2.6256,81.34,146.19,1627.7,79.79,62.22,27.03,47.1,0
OD-002,Conveyor,Night,Recent,5985.5,65.5,3.6341,96.23,112.96,1560.4,92.48,28.27,39.52,89.3,0
CG-001,Dumper,Night,Overdue,3863.8,82.71,3.7252,150.08,200.14,1563.4,79.24,79.69,83.5,,0
OD-002,Loader,Morning,Overdue,11855.1,,5.1685,68.34,50.35,,76.04,94.31,38.84,79.25,0
OD-001,Conveyor,Afternoon,Recent,6372.7,50.04,2.5375,117.97,269.81,1256.8,68.1,102.22,55.56,53.05,0
OD-002,Dumper,Afternoon,Recent,4143.5,79.39,3.0937,54.27,134.36,1823.7,78.26,112.72,27.91,82.27,0
OD-002,Crusher,Afternoon,On Schedule,3148.6,59.16,2.9603,,292.29,1732.7,,76.03,32.75,68.4,0
CG-002,Crusher,Morning,On Schedule,5633.7,,,101.49,210.06,1324.7,69.31,49.33,38.53,71.51,0
CG-001,Excavator,Night,On Schedule,228.8,86.62,1.9285,105.59,185.06,1505.5,81.82,87.85,59.63,99.79,0
