attendance_id,worker_id,mine_id,shift_date,shift_type,attendance_status,check_in_time,check_out_time,training_status,training_expiry,medical_fitness,medical_expiry,ppe_status,ppe_issues
ATT-07080,WRK-4574,CG-002,2023-02-18,Afternoon,Present,14:08:00,22:58:00,Certified,2023-07-08,Fit,2023-06-28,Compliant,
ATT-07081,WRK-2053,OD-001,2023-03-11,Night,Present,23:03:00,08:48:00,Certified,2024-03-08,Fit,2024-02-19,Compliant,
ATT-07082,WRK-6331,OD-001,2023-01-16,Night,Present,22:06:00,06:39:00,Certified,2023-09-15,Fit,2023-06-11,Compliant,
ATT-07083,WRK-8091,JH-003,2023-02-26,Night,On Leave,,,Certified,2023-07-23,Fit,2024-01-17,Compliant,
ATT-07084,WRK-0475,CG-002,2023-01-09,Morning,Present,06:28:00,14:30:00,Pending,2022-12-26,Fit,2023-08-24,Compliant,
ATT-07085,WRK-9308,JH-002,2023-02-25,Morning,Late,,,Pending,2023-02-02,Fit,2023-12-02,Compliant,
ATT-07086,WRK-2797,OD-002,2023-02-23,Morning,Present,08:52:00,15:38:00,Pending,2023-01-30,Fit,2023-12-29,Partial,Helmet missing
ATT-07087,WRK-4142,CG-001,2023-01-23,Night,Present,22:55:00,06:25:00,Certified,2023-11-14,Unfit,2022-12-28,Compliant,
ATT-07088,WRK-4718,OD-002,2023-03-31,Afternoon,Present,15:37:00,22:35:00,Certified,2024-03-21,Fit,2023-12-08,Compliant,
ATT-07089,WRK-4447,OD-001,2023-03-09,Morning,Present,06:44:00,16:49:00,Certified,2023-07-20,Fit,2023-08-29,Partial,None
ATT-07090,WRK-9886,JH-001,2023-03-20,Night,Present,23:17:00,07:56:00,Certified,2023-10-24,Pending,2023-02-24,Compliant,
ATT-07091,WRK-9595,OD-001,2023-03-24,Morning,Present,06:32:00,15:27:00,Certified,2023-09-14,Pending,2023-03-21,Compliant,
ATT-07092,WRK-8432,CG-001,2023-01-13,Afternoon,Present,14:18:00,23:51:00,Certified,2023-08-23,Fit,2023-12-27,Non-Compliant,Boots missing
ATT-07093,WRK-6942,JH-003,2023-02-27,Night,Present,23:43:00,08:31:00,Certified,2024-01-22,Fit,2024-01-29,Partial,Boots missing
ATT-07094,WRK-0954,OD-001,2023-01-20,Afternoon,Present,15:57:00,23:19:00,Certified,2023-09-06,Fit,2023-12-06,Compliant,
ATT-07095,WRK-8986,CG-001,2023-03-15,Night,Present,23:08:00,07:09:00,Certified,2024-01-28,Pending,2023-03-04,Non-Compliant,None
ATT-07096,WRK-3892,CG-002,2023-02-24,Afternoon,Present,15:52:00,23:18:00,Certified,2024-01-30,Fit,2024-01-23,Compliant,
ATT-07097,WRK-7780,OD-001,2023-01-01,Morning,Present,06:56:00,16:50:00,Certified,2023-12-27,Fit,2023-06-13,Compliant,
ATT-07098,WRK-1222,JH-001,2023-02-02,Afternoon,Present,16:23:00,23:35:00,Pending,2023-01-27,Fit,2023-08-12,Non-Compliant,None
ATT-07099,WRK-1255,CG-002,2023-03-19,Night,Present,23:11:00,08:02:00,Certified,2023-09-27,Unfit,2023-03-12,Partial,Boots missing
ATT-07100,WRK-6464,JH-002,2023-01-21,Night,Present,23:42:00,06:45:00,Certified,2023-05-31,Pending,2022-12-25,Non-Compliant,Helmet missing
ATT-07101,WRK-2737,JH-003,2023-02-24,Morning,Absent,,,Certified,2023-07-19,Fit,2023-10-09,Compliant,
ATT-07102,WRK-8081,JH-002,2023-02-05,Afternoon,Present,16:35:00,23:25:00,Certified,2024-01-01,Fit,2023-05-21,Compliant,
ATT-07103,WRK-9697,OD-002,2023-01-18,Afternoon,Present,16:16:00,23:15:00,Certified,2024-01-06,Unfit,2022-12-21,Compliant,
ATT-07104,WRK-7164,JH-002,2023-02-11,Night,Present,22:42:00,06:56:00,Certified,2023-08-15,Fit,2024-02-03,Compliant,
ATT-07105,WRK-9029,CG-002,2023-03-04,Afternoon,Present,15:06:00,22:22:00,Certified,2023-10-17,Fit,2023-06-24,Compliant,
ATT-07106,WRK-5993,CG-001,2023-01-22,Afternoon,Present,16:46:00,22:58:00,Certified,2023-09-29,Fit,2023-06-02,Compliant,
ATT-07107,WRK-7467,JH-003,2023-02-03,Afternoon,Present,15:26:00,22:26:00,Expired,2023-01-17,Fit,2023-09-17,Compliant,
ATT-07108,WRK-6530,CG-002,2023-03-22,Afternoon,On Leave,,,Certified,2023-09-13,Fit,2024-01-17,Partial,None
ATT-07109,WRK-2730,OD-002,2023-01-12,Night,Present,22:57:00,06:27:00,Certified,2023-09-03,Fit,2023-09-18,Compliant,
ATT-07110,WRK-0834,JH-001,2023-02-01,Morning,On Leave,,,Expired,2023-01-02,Fit,2023-10-31,Compliant,
ATT-07111,WRK-5567,JH-002,2023-01-13,Morning,Present,07:35:00,14:13:00,Certified,2023-09-05,Pending,2022-12-14,Compliant,
ATT-07112,WRK-8591,CG-001,2023-02-23,Night,Present,23:30:00,07:49:00,Expired,2023-02-03,Fit,2023-10-22,Non-Compliant,Boots missing
ATT-07113,WRK-9274,JH-002,2023-02-13,Morning,Present,08:23:00,14:01:00,Pending,2023-01-24,Fit,2023-08-21,Compliant,
ATT-07114,WRK-5598,JH-002,2023-03-24,Night,Present,22:54:00,08:04:00,Expired,2023-02-25,Fit,2023-10-17,Compliant,
ATT-07115,WRK-8600,CG-002,2023-03-29,Morning,Present,08:40:00,15:47:00,Pending,2023-03-09,Pending,2023-03-06,Non-Compliant,None
ATT-07116,WRK-2050,OD-001,2023-03-27,Night,Present,23:58:00,07:17:00,Pending,2023-03-15,Pending,2023-03-14,Compliant,
ATT-07117,WRK-5241,JH-003,2023-01-01,Afternoon,Present,14:37:00,23:04:00,Certified,2023-12-23,Unfit,2022-12-16,Compliant,
ATT-07118,WRK-4625,JH-002,2023-02-13,Morning,Present,06:12:00,16:54:00,Pending,2023-01-26,Fit,2023-11-06,Compliant,
ATT-07119,WRK-8991,OD-001,2023-03-01,Morning,Present,08:21:00,15:04:00,Certified,2023-06-08,Pending,2023-02-01,Compliant,
ATT-07120,WRK-4210,CG-001,2023-02-11,Morning,Absent,,,Certified,2024-02-05,Fit,2023-09-25,Compliant,
ATT-07121,WRK-6335,JH-001,2023-01-06,Afternoon,Present,14:44:00,23:49:00,Certified,2023-07-07,Fit,2024-01-02,Compliant,
ATT-07122,WRK-6049,OD-002,2023-01-15,Night,Present,22:58:00,06:34:00,Certified,2024-01-11,Fit,2023-05-23,Compliant,
ATT-07123,WRK-7912,OD-001,2023-02-25,Afternoon,Present,15:44:00,22:09:00,Certified,2023-08-24,Fit,2023-06-27,Compliant,
ATT-07124,WRK-8353,CG-001,2023-01-14,Afternoon,Present,14:11:00,23:56:00,Certified,2023-08-06,Fit,2023-06-27,Partial,None
ATT-07125,WRK-1984,OD-001,2023-02-17,Afternoon,Present,14:47:00,22:37:00,Certified,2023-10-14,Fit,2023-08-10,Non-Compliant,None
ATT-07126,WRK-5603,OD-001,2023-02-26,Afternoon,Present,16:59:00,23:08:00,Pending,2023-02-01,Unfit,2023-01-27,Compliant,
ATT-07127,WRK-5949,JH-001,2023-01-18,Afternoon,Late,,,Certified,2023-04-26,Fit,2023-08-23,Compliant,
ATT-07128,WRK-3909,JH-001,2023-03-01,Morning,Present,06:01:00,16:50:00,Expired,2023-02-24,Fit,2023-09-17,Compliant,
ATT-07129,WRK-9982,CG-001,2023-01-06,Morning,Present,06:39:00,16:06:00,Certified,2023-04-23,Fit,2023-06-12,Compliant,
ATT-07130,WRK-4613,CG-002,2023-02-05,Night,Present,23:03:00,07:31:00,Pending,2023-01-13,Fit,2023-08-23,Compliant,
ATT-07131,WRK-2823,JH-002,2023-03-15,Night,Present,22:03:00,06:02:00,Pending,2023-03-02,Fit,2023-10-30,Compliant,
ATT-07132,WRK-6219,OD-002,2023-02-02,Afternoon,Present,14:45:00,23:49:00,Pending,2023-01-20,Fit,2023-12-10,Partial,Helmet missing
ATT-07133,WRK-1464,CG-002,2023-01-28,Afternoon,Present,16:13:00,22:07:00,Expired,2023-01-21,Fit,2024-01-22,Partial,None
ATT-07134,WRK-6893,JH-002,2023-01-11,Night,Present,22:46:00,08:54:00,Expired,2022-12-31,Unfit,2022-12-15,Non-Compliant,Boots missing
ATT-07135,WRK-2326,JH-002,2023-02-08,Afternoon,Late,,,Certified,2023-11-14,Pending,2023-01-31,Compliant,
ATT-07136,WRK-6336,JH-003,2023-02-15,Night,Present,22:22:00,06:13:00,Certified,2023-05-17,Fit,2024-02-05,Compliant,
ATT-07137,WRK-9458,JH-001,2023-02-25,Morning,Present,06:58:00,15:18:00,Certified,2023-11-01,Pending,2023-02-07,Compliant,
ATT-07138,WRK-1582,CG-001,2023-02-07,Night,Present,23:25:00,06:58:00,Pending,2023-01-19,Fit,2023-12-24,Compliant,
ATT-07139,WRK-8403,CG-002,2023-01-28,Night,Present,23:38:00,07:13:00,Certified,2023-06-02,Fit,2023-04-29,Compliant,
ATT-07140,WRK-5494,OD-001,2023-01-30,Afternoon,Present,16:26:00,23:45:00,Certified,2023-09-04,Fit,2023-06-21,Compliant,
ATT-07141,WRK-0420,JH-002,2023-03-05,Night,Present,23:40:00,07:30:00,Expired,2023-02-05,Unfit,2023-02-17,Partial,Boots missing
ATT-07142,WRK-0369,OD-002,2023-03-31,Afternoon,Present,16:02:00,23:57:00,Pending,2023-03-07,Fit,2023-07-07,Compliant,
ATT-07143,WRK-3578,OD-001,2023-02-18,Afternoon,Present,15:34:00,22:49:00,Certified,2024-01-02,Fit,2023-10-12,Compliant,
ATT-07144,WRK-1989,OD-001,2023-01-15,Afternoon,Present,16:45:00,23:01:00,Pending,2023-01-07,Fit,2023-08-01,Partial,None
ATT-07145,WRK-7194,OD-001,2023-02-03,Morning,Present,08:43:00,14:28:00,Certified,2024-01-06,Unfit,2023-01-29,Compliant,
ATT-07146,WRK-8160,CG-002,2023-01-23,Afternoon,Present,15:00:00,22:56:00,Certified,2023-09-01,Pending,2023-01-17,Partial,Boots missing
ATT-07147,WRK-9194,CG-001,2023-03-18,Night,Present,23:03:00,06:22:00,Certified,2023-12-04,Fit,2023-08-29,Compliant,
ATT-07148,WRK-7474,OD-002,2023-02-22,Afternoon,Present,14:04:00,22:39:00,Pending,2023-02-09,Fit,2023-05-27,Compliant,
ATT-07149,WRK-5607,OD-001,2023-03-15,Afternoon,Present,16:03:00,23:26:00,Pending,2023-03-08,Fit,2024-02-11,Compliant,
ATT-07150,WRK-6005,JH-003,2023-01-08,Afternoon,Present,16:32:00,23:42:00,Pending,2022-12-23,Fit,2023-07-26,Partial,Boots missing
ATT-07151,WRK-8929,CG-001,2023-01-25,Afternoon,Present,15:36:00,23:32:00,Certified,2023-05-03,Fit,2024-01-11,Compliant,
ATT-07152,WRK-0347,JH-002,2023-02-15,Afternoon,Present,14:47:00,23:29:00,Certified,2023-08-24,Fit,2023-09-03,Compliant,
ATT-07153,WRK-2428,JH-001,2023-02-09,Afternoon,Present,14:15:00,22:31:00,Certified,2024-02-08,Fit,2024-01-25,Partial,Helmet missing
ATT-07154,WRK-9644,OD-002,2023-02-01,Afternoon,Present,15:31:00,22:37:00,Certified,2024-01-28,Fit,2023-09-28,Compliant,
ATT-07155,WRK-9227,JH-003,2023-03-13,Night,Present,23:27:00,06:59:00,Certified,2023-08-21,Unfit,2023-03-05,Partial,Boots missing
ATT-07156,WRK-3953,OD-001,2023-02-18,Morning,Present,06:59:00,16:26:00,Expired,2023-02-03,Unfit,2023-02-11,Partial,None
ATT-07157,WRK-2964,CG-001,2023-03-12,Night,Present,22:21:00,06:19:00,Certified,2023-09-20,Fit,2023-08-19,Compliant,
ATT-07158,WRK-0690,JH-001,2023-03-23,Night,Present,23:30:00,08:25:00,Pending,2023-02-26,Fit,2024-01-27,Partial,None
ATT-07159,WRK-7380,CG-002,2023-03-21,Afternoon,Present,16:20:00,22:11:00,Expired,2023-03-12,Fit,2023-08-11,Compliant,
ATT-07160,WRK-7846,JH-002,2023-01-28,Afternoon,Present,16:59:00,23:00:00,Certified,2023-10-15,Pending,2023-01-24,Compliant,
ATT-07161,WRK-3462,JH-003,2023-01-12,Night,Present,23:53:00,06:25:00,Certified,2023-07-20,Fit,2023-07-03,Compliant,
ATT-07162,WRK-7484,JH-003,2023-01-18,Afternoon,Present,15:09:00,23:31:00,Certified,2023-08-29,Fit,2023-11-22,Compliant,
ATT-07163,WRK-5252,OD-001,2023-01-11,Night,Present,22:19:00,06:19:00,Certified,2023-09-22,Pending,2022-12-16,Compliant,
ATT-07164,WRK-9085,JH-002,2023-03-25,Morning,Present,07:47:00,15:05:00,Certified,2023-10-22,Fit,2023-11-12,Compliant,
ATT-07165,WRK-4406,JH-002,2023-02-16,Morning,Present,06:40:00,16:56:00,Certified,2023-10-07,Fit,2023-07-10,Compliant,
ATT-07166,WRK-0535,JH-003,2023-02-18,Night,Present,22:43:00,06:43:00,Pending,2023-01-24,Pending,2023-02-05,Partial,Helmet missing
ATT-07167,WRK-5561,JH-003,2023-01-11,Afternoon,Present,16:53:00,23:56:00,Certified,2023-12-04,Unfit,2022-12-30,Partial,Boots missing
ATT-07168,WRK-2337,JH-002,2023-01-19,Night,Present,22:51:00,08:03:00,Certified,2023-09-21,Unfit,2023-01-17,Compliant,
ATT-07169,WRK-7755,JH-002,2023-03-27,Night,Present,23:09:00,07:41:00,Certified,2023-07-22,Fit,2023-11-05,Compliant,
ATT-07170,WRK-8451,JH-001,2023-03-21,Morning,Present,08:12:00,16:37:00,Certified,2023-11-22,Fit,2023-08-06,Partial,None
ATT-07171,WRK-0658,CG-002,2023-02-07,Morning,Absent,,,Pending,2023-02-06,Fit,2023-10-13,Partial,Helmet missing
ATT-07172,WRK-8205,CG-002,2023-01-19,Afternoon,Absent,,,Certified,2023-10-15,Fit,2023-09-15,Compliant,
ATT-07173,WRK-9836,JH-002,2023-03-12,Morning,Present,06:19:00,15:12:00,Certified,2023-09-01,Fit,2023-08-01,Compliant,
ATT-07174,WRK-0763,CG-001,2023-04-01,Night,Present,23:34:00,08:33:00,Certified,2023-10-28,Fit,2023-10-21,Compliant,
ATT-07175,WRK-8083,OD-002,2023-02-17,Morning,Present,08:47:00,14:23:00,Certified,2023-10-31,Fit,2023-06-16,Compliant,
ATT-07176,WRK-6218,CG-002,2023-02-12,Afternoon,Present,14:47:00,22:14:00,Certified,2023-07-10,Fit,2023-12-06,Non-Compliant,None
ATT-07177,WRK-1152,OD-002,2023-02-07,Night,Present,23:20:00,08:52:00,Pending,2023-01-16,Fit,2023-06-04,Compliant,
ATT-07178,WRK-1204,OD-002,2023-02-17,Afternoon,On Leave,,,Expired,2023-01-31,Fit,2023-10-15,Compliant,
ATT-07179,WRK-5883,JH-001,2023-02-17,Afternoon,Present,16:16:00,23:53:00,Certified,2023-09-18,Fit,2023-11-09,Compliant,
ATT-07180,WRK-7291,JH-002,2023-01-27,Afternoon,Present,16:07:00,22:07:00,Pending,2023-01-07,Fit,2023-12-06,Compliant,
ATT-07181,WRK-2008,OD-002,2023-01-31,Morning,Present,07:26:00,15:19:00,Pending,2023-01-28,Fit,2023-07-24,Non-Compliant,Helmet missing
ATT-07182,WRK-1542,OD-001,2023-02-10,Morning,Present,08:49:00,14:37:00,Pending,2023-02-07,Fit,2023-06-11,Compliant,
ATT-07183,WRK-7252,JH-001,2023-03-08,Morning,Present,07:41:00,14:06:00,Pending,2023-03-01,Fit,2023-08-18,Non-Compliant,None
ATT-07184,WRK-0971,JH-003,2023-01-27,Morning,Present,07:58:00,14:33:00,Certified,2023-10-11,Fit,2023-11-28,Non-Compliant,Boots missing
ATT-07185,WRK-3073,JH-003,2023-02-02,Morning,Present,06:20:00,15:25:00,Expired,2023-01-03,Fit,2023-10-28,Partial,Boots missing
ATT-07186,WRK-3687,JH-001,2023-03-15,Morning,Absent,,,Certified,2023-06-25,Fit,2024-01-27,Compliant,
ATT-07187,WRK-5587,CG-002,2023-01-14,Afternoon,Present,15:05:00,23:43:00,Certified,2023-07-18,Fit,2023-12-07,Compliant,
ATT-07188,WRK-1698,JH-002,2023-02-10,Night,Present,22:22:00,08:20:00,Certified,2023-06-01,Unfit,2023-01-16,Compliant,
ATT-07189,WRK-7722,CG-002,2023-01-11,Night,Late,,,Certified,2023-08-16,Fit,2023-09-24,Compliant,
ATT-07190,WRK-4756,JH-002,2023-01-15,Afternoon,Present,14:49:00,23:14:00,Pending,2023-01-06,Pending,2022-12-21,Compliant,
ATT-07191,WRK-6969,CG-001,2023-03-29,Morning,Present,07:05:00,16:00:00,Certified,2024-03-21,Fit,2023-10-14,Compliant,
ATT-07192,WRK-0287,CG-002,2023-03-02,Afternoon,Present,16:04:00,22:02:00,Certified,2023-07-26,Unfit,2023-02-07,Partial,Helmet missing
ATT-07193,WRK-9829,CG-002,2023-03-05,Morning,Present,06:45:00,16:00:00,Certified,2023-11-18,Unfit,2023-02-13,Compliant,
ATT-07194,WRK-4458,OD-002,2023-03-31,Morning,Present,08:30:00,14:56:00,Expired,2023-03-14,Fit,2023-09-12,Partial,Helmet missing
ATT-07195,WRK-2911,JH-002,2023-03-31,Afternoon,Late,,,Certified,2023-12-30,Fit,2023-08-19,Compliant,
ATT-07196,WRK-5922,CG-002,2023-01-28,Night,Present,23:35:00,07:44:00,Pending,2023-01-26,Fit,2023-12-08,Non-Compliant,None
ATT-07197,WRK-9470,JH-002,2023-02-21,Afternoon,Present,15:16:00,22:07:00,Certified,2023-10-26,Fit,2023-06-12,Compliant,
ATT-07198,WRK-9160,JH-001,2023-02-02,Afternoon,Present,16:53:00,23:45:00,Expired,2023-01-10,Fit,2023-08-27,Partial,None
ATT-07199,WRK-3366,OD-002,2023-03-22,Afternoon,Present,16:22:00,22:18:00,Certified,2023-11-08,Fit,2023-10-12,Compliant,
ATT-07200,WRK-0689,OD-001,2023-01-16,Night,Present,23:43:00,08:46:00,Pending,2022-12-25,Fit,2023-08-04,Compliant,
ATT-07201,WRK-0404,JH-002,2023-02-24,Morning,Present,07:26:00,14:21:00,Certified,2023-12-24,Fit,2023-09-19,Compliant,
ATT-07202,WRK-8958,JH-003,2023-02-22,Morning,Present,08:23:00,14:46:00,Certified,2023-08-16,Fit,2023-07-14,Compliant,
ATT-07203,WRK-3829,JH-001,2023-01-03,Night,On Leave,,,Expired,2023-01-02,Fit,2023-06-19,Compliant,
ATT-07204,WRK-8599,JH-001,2023-03-28,Night,Present,23:49:00,08:51:00,Certified,2023-12-21,Fit,2023-08-09,Partial,Boots missing
ATT-07205,WRK-7975,JH-001,2023-04-01,Afternoon,Present,16:59:00,23:43:00,Pending,2023-03-07,Fit,2024-01-27,Compliant,
ATT-07206,WRK-2439,OD-002,2023-03-01,Morning,Present,07:22:00,15:42:00,Certified,2024-01-16,Unfit,2023-02-28,Partial,Helmet missing
ATT-07207,WRK-7223,OD-001,2023-03-11,Night,Present,22:45:00,07:54:00,Expired,2023-02-17,Fit,2023-12-11,Compliant,
ATT-07208,WRK-5047,OD-002,2023-03-05,Morning,Present,06:10:00,14:17:00,Certified,2023-12-22,Fit,2023-07-18,Partial,Helmet missing
ATT-07209,WRK-4509,JH-002,2023-02-20,Night,Present,23:46:00,08:03:00,Certified,2023-09-17,Fit,2023-09-29,Compliant,
ATT-07210,WRK-2799,OD-001,2023-03-03,Afternoon,Present,14:27:00,23:46:00,Certified,2024-02-02,Fit,2023-10-25,Partial,Helmet missing
ATT-07211,WRK-6988,CG-002,2023-01-10,Afternoon,Present,14:59:00,23:59:00,Certified,2023-09-06,Fit,2023-05-22,Compliant,
ATT-07212,WRK-9064,OD-002,2023-02-19,Night,Present,23:55:00,08:54:00,Certified,2023-08-16,Fit,2023-07-10,Compliant,
ATT-07213,WRK-6252,OD-001,2023-03-29,Afternoon,Present,15:06:00,22:42:00,Certified,2023-10-22,Fit,2023-12-18,Non-Compliant,Helmet missing
ATT-07214,WRK-5724,JH-003,2023-03-05,Morning,Present,08:03:00,14:51:00,Certified,2024-01-13,Fit,2023-11-12,Compliant,
ATT-07215,WRK-1364,JH-001,2023-02-04,Afternoon,Absent,,,Pending,2023-01-10,Unfit,2023-02-01,Compliant,
ATT-07216,WRK-4189,CG-002,2023-03-10,Morning,Present,06:04:00,16:49:00,Pending,2023-03-01,Fit,2024-01-04,Compliant,
ATT-07217,WRK-4950,OD-001,2023-02-05,Morning,Present,08:04:00,14:56:00,Certified,2023-08-08,Fit,2023-07-10,Compliant,
ATT-07218,WRK-5108,JH-003,2023-01-26,Morning,Present,07:54:00,15:30:00,Pending,2023-01-05,Unfit,2023-01-06,Partial,None
ATT-07219,WRK-5344,CG-001,2023-03-28,Afternoon,Present,15:28:00,23:18:00,Pending,2023-03-01,Fit,2024-02-05,Compliant,
ATT-07220,WRK-4665,OD-001,2023-02-07,Afternoon,Absent,,,Pending,2023-01-17,Pending,2023-01-15,Compliant,
ATT-07221,WRK-1197,JH-002,2023-03-28,Morning,Present,08:58:00,14:53:00,Certified,2023-10-29,Fit,2023-08-28,Compliant,
ATT-07222,WRK-0753,JH-001,2023-02-24,Morning,Present,07:56:00,15:23:00,Certified,2024-01-16,Fit,2023-06-10,Non-Compliant,None
ATT-07223,WRK-1003,JH-002,2023-02-23,Night,Present,23:30:00,06:50:00,Certified,2023-12-10,Fit,2023-08-21,Partial,Helmet missing
ATT-07224,WRK-1214,OD-002,2023-02-24,Afternoon,On Leave,,,Pending,2023-02-16,Fit,2023-10-29,Partial,Boots missing
ATT-07225,WRK-1082,JH-001,2023-01-01,Night,Present,23:02:00,08:00:00,Certified,2023-08-12,Fit,2023-05-23,Compliant,
ATT-07226,WRK-8571,OD-002,2023-01-29,Morning,Absent,,,Pending,2023-01-12,Fit,2023-10-11,Compliant,
ATT-07227,WRK-4828,JH-001,2023-02-08,Morning,Present,08:37:00,15:26:00,Certified,2023-09-11,Fit,2023-05-26,Partial,Boots missing
ATT-07228,WRK-3283,OD-001,2023-01-24,Afternoon,Late,,,Certified,2023-06-12,Pending,2023-01-03,Partial,Boots missing
ATT-07229,WRK-4206,JH-002,2023-02-25,Afternoon,Present,16:42:00,23:08:00,Pending,2023-02-21,Fit,2023-07-22,Non-Compliant,Boots missing
ATT-07230,WRK-4876,JH-002,2023-01-03,Night,Present,23:04:00,06:55:00,Certified,2023-09-23,Fit,2023-10-15,Non-Compliant,None
ATT-07231,WRK-1953,OD-001,2023-02-15,Morning,Present,06:19:00,15:00:00,Certified,2023-12-18,Fit,2023-07-21,Partial,Helmet missing
ATT-07232,WRK-6918,OD-002,2023-02-28,Night,Present,22:41:00,07:45:00,Certified,2023-12-23,Fit,2023-07-16,Compliant,
ATT-07233,WRK-1102,JH-002,2023-02-17,Morning,Present,08:49:00,15:18:00,Certified,2023-08-18,Fit,2023-11-22,Compliant,
ATT-07234,WRK-6430,CG-002,2023-02-04,Night,Present,23:27:00,06:01:00,Certified,2023-12-07,Fit,2023-09-10,Compliant,
ATT-07235,WRK-8093,OD-001,2023-02-28,Night,Present,23:20:00,08:12:00,Certified,2023-12-26,Fit,2023-08-07,Compliant,
ATT-07236,WRK-8228,JH-001,2023-03-07,Morning,Present,07:18:00,14:00:00,Pending,2023-03-05,Fit,2023-08-12,Non-Compliant,None
ATT-07237,WRK-3734,JH-003,2023-01-19,Afternoon,Present,14:55:00,22:26:00,Certified,2023-07-16,Fit,2023-09-10,Compliant,
ATT-07238,WRK-1105,JH-001,2023-01-02,Morning,Present,06:53:00,15:22:00,Certified,2023-04-29,Fit,2023-12-15,Compliant,
ATT-07239,WRK-3496,JH-001,2023-02-23,Morning,On Leave,,,Certified,2024-01-20,Fit,2024-01-13,Compliant,
ATT-07240,WRK-5446,CG-002,2023-01-26,Afternoon,Present,14:56:00,22:33:00,Certified,2023-05-10,Fit,2023-04-29,Compliant,
ATT-07241,WRK-9592,JH-002,2023-02-12,Morning,Late,,,Pending,2023-01-29,Fit,2023-07-15,Compliant,
ATT-07242,WRK-6571,CG-002,2023-03-11,Night,Present,22:55:00,07:39:00,Certified,2023-12-19,Fit,2023-09-26,Compliant,
ATT-07243,WRK-0724,JH-001,2023-02-03,Morning,Present,06:59:00,14:11:00,Certified,2023-12-04,Fit,2024-01-10,Compliant,
ATT-07244,WRK-4562,JH-001,2023-03-06,Afternoon,Late,,,Expired,2023-02-11,Fit,2023-06-21,Compliant,
ATT-07245,WRK-6479,JH-003,2023-02-26,Afternoon,Present,14:32:00,22:52:00,Certified,2023-08-07,Fit,2023-07-08,Non-Compliant,Helmet missing
ATT-07246,WRK-2350,CG-002,2023-02-04,Night,Absent,,,Certified,2023-08-26,Fit,2023-07-27,Compliant,
ATT-07247,WRK-8314,CG-001,2023-02-10,Afternoon,Present,16:37:00,22:00:00,Expired,2023-01-11,Fit,2023-09-27,Compliant,
ATT-07248,WRK-1811,CG-002,2023-01-08,Night,Present,23:04:00,06:14:00,Certified,2023-06-24,Fit,2023-06-14,Compliant,
ATT-07249,WRK-4565,CG-002,2023-03-09,Morning,Present,06:21:00,14:57:00,Certified,2023-08-21,Fit,2023-10-28,Compliant,
ATT-07250,WRK-4475,JH-003,2023-01-17,Afternoon,On Leave,,,Pending,2023-01-02,Pending,2023-01-03,Compliant,
ATT-07251,WRK-2067,JH-002,2023-03-21,Afternoon,Present,14:20:00,22:27:00,Certified,2024-03-17,Fit,2024-03-06,Compliant,
ATT-07252,WRK-6483,JH-003,2023-01-05,Night,Present,22:26:00,08:54:00,Certified,2023-12-23,Fit,2023-10-03,Partial,Boots missing
ATT-07253,WRK-6425,JH-003,2023-03-01,Morning,Present,07:13:00,15:58:00,Certified,2023-06-22,Unfit,2023-01-31,Compliant,
ATT-07254,WRK-1169,CG-001,2023-01-06,Night,On Leave,,,Certified,2023-04-11,Pending,2022-12-31,Compliant,
ATT-07255,WRK-0174,OD-002,2023-02-20,Afternoon,Present,16:18:00,23:33:00,Certified,2024-02-13,Unfit,2023-02-05,Compliant,
ATT-07256,WRK-5480,OD-002,2023-01-09,Night,Present,22:55:00,07:42:00,Certified,2023-07-18,Fit,2023-07-09,Compliant,
ATT-07257,WRK-9440,JH-002,2023-02-14,Morning,Present,06:56:00,16:22:00,Certified,2023-09-17,Fit,2023-10-22,Compliant,
ATT-07258,WRK-8095,CG-001,2023-02-09,Afternoon,Late,,,Certified,2023-10-11,Fit,2023-08-17,Compliant,
ATT-07259,WRK-7579,OD-001,2023-03-15,Afternoon,Present,15:03:00,23:38:00,Certified,2023-10-12,Fit,2023-08-24,Partial,None
ATT-07260,WRK-9710,CG-002,2023-01-14,Morning,Present,08:56:00,16:36:00,Pending,2023-01-01,Fit,2023-12-15,Compliant,
ATT-07261,WRK-3838,JH-001,2023-02-07,Morning,Present,08:10:00,16:41:00,Certified,2024-01-10,Unfit,2023-02-01,Compliant,
ATT-07262,WRK-7210,OD-001,2023-03-15,Morning,Present,07:40:00,14:05:00,Certified,2024-02-12,Fit,2023-09-21,Compliant,
ATT-07263,WRK-5445,CG-001,2023-03-01,Night,Present,22:31:00,08:19:00,Certified,2023-11-17,Fit,2023-10-25,Non-Compliant,Helmet missing
ATT-07264,WRK-6816,JH-003,2023-02-06,Night,Present,23:00:00,07:36:00,Expired,2023-01-21,Fit,2023-06-29,Compliant,
ATT-07265,WRK-3334,CG-002,2023-02-20,Afternoon,Present,16:34:00,22:53:00,Pending,2023-02-02,Fit,2024-02-15,Compliant,
ATT-07266,WRK-0978,OD-002,2023-01-19,Afternoon,Present,15:51:00,22:45:00,Pending,2023-01-15,Fit,2024-01-15,Partial,Boots missing
ATT-07267,WRK-2968,JH-003,2023-01-21,Afternoon,Present,15:52:00,22:22:00,Certified,2023-06-26,Fit,2023-06-22,Compliant,
ATT-07268,WRK-7193,OD-002,2023-01-22,Afternoon,Present,15:33:00,23:50:00,Certified,2023-07-30,Fit,2024-01-05,Compliant,
