inspection_id,mine_id,inspection_date,inspection_time,inspector_id,inspector_name,inspector_role,requirement_id,checklist_item,response,observations,observations_hindi,severity,photo_reference,latitude,longitude,sync_status,sync_timestamp
INS-CG-001-3934,CG-001,2023-07-30,06:48:00,INS-001,Rajesh Kumar,Safety Officer,REQ-076,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Medium,PHOTO-CG-001-3934.jpg,23.6746282,86.269438,Synced,2023-07-30 09:00:00
INS-JH-002-3935,JH-002,2023-09-09,08:05:00,INS-003,Amit Patel,Labour Inspector,REQ-021,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Low,PHOTO-JH-002-3935.jpg,23.5420227,85.7690216,Synced,2023-09-09 00:00:00
INS-OD-002-3936,OD-002,2023-07-31,03:39:00,INS-003,Amit Patel,Labour Inspector,REQ-060,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Medium,PHOTO-OD-002-3936.jpg,23.3733248,85.5300777,Synced,2023-07-31 19:00:00
INS-JH-003-3937,JH-003,2023-01-17,05:43:00,INS-002,Sita Devi,Environmental Officer,REQ-047,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Medium,PHOTO-JH-003-3937.jpg,23.2095063,86.3373509,Pending,
INS-JH-003-3938,JH-003,2023-08-18,11:23:00,INS-002,Sita Devi,Environmental Officer,REQ-061,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Critical,PHOTO-JH-003-3938.jpg,23.3151614,85.5212418,Synced,2023-08-18 21:00:00
INS-CG-001-3939,CG-001,2023-09-11,21:47:00,INS-001,Rajesh Kumar,Safety Officer,REQ-044,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,High,PHOTO-CG-001-3939.jpg,23.645545,85.9733709,Failed,
INS-CG-002-3940,CG-002,2023-05-26,03:03:00,INS-003,Amit Patel,Labour Inspector,REQ-052,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Critical,PHOTO-CG-002-3940.jpg,23.994748,85.8580202,Failed,
INS-CG-002-3941,CG-002,2023-02-04,21:21:00,INS-001,Rajesh Kumar,Safety Officer,REQ-011,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Critical,,23.8596133,85.7432829,Failed,
INS-JH-003-3942,JH-003,2023-07-12,19:29:00,INS-003,Amit Patel,Labour Inspector,REQ-076,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,PHOTO-JH-003-3942.jpg,23.3968432,86.1404736,Pending,
INS-CG-002-3943,CG-002,2023-11-14,14:21:00,INS-002,Sita Devi,Environmental Officer,REQ-043,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Critical,PHOTO-CG-002-3943.jpg,23.5512055,85.6405379,Synced,2023-11-14 13:00:00
INS-JH-001-3944,JH-001,2023-07-10,06:15:00,INS-003,Amit Patel,Labour Inspector,REQ-070,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,High,PHOTO-JH-001-3944.jpg,23.7555208,85.8852346,Pending,
INS-OD-001-3945,OD-001,2023-01-26,17:45:00,INS-003,Amit Patel,Labour Inspector,REQ-088,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Critical,PHOTO-OD-001-3945.jpg,23.6842284,85.4861973,Synced,2023-01-26 09:00:00
INS-CG-001-3946,CG-001,2023-01-11,06:26:00,INS-001,Rajesh Kumar,Safety Officer,REQ-040,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,High,PHOTO-CG-001-3946.jpg,23.3048136,86.1931335,Synced,2023-01-11 18:00:00
INS-JH-002-3947,JH-002,2023-08-19,19:03:00,INS-001,Rajesh Kumar,Safety Officer,REQ-021,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,Low,PHOTO-JH-002-3947.jpg,23.8545463,85.7443062,Synced,2023-08-19 21:00:00
INS-JH-002-3948,JH-002,2023-02-13,06:17:00,INS-003,Amit Patel,Labour Inspector,REQ-042,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,PHOTO-JH-002-3948.jpg,23.6421625,85.7926384,Pending,
INS-CG-002-3949,CG-002,2023-10-13,15:08:00,INS-001,Rajesh Kumar,Safety Officer,REQ-008,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Medium,PHOTO-CG-002-3949.jpg,23.515158,86.3135184,Synced,2023-10-13 14:00:00
INS-CG-001-3950,CG-001,2023-02-07,20:43:00,INS-002,Sita Devi,Environmental Officer,REQ-014,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,PHOTO-CG-001-3950.jpg,23.6523819,85.9332756,Pending,
INS-OD-001-3951,OD-001,2023-11-07,11:51:00,INS-003,Amit Patel,Labour Inspector,REQ-085,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Medium,PHOTO-OD-001-3951.jpg,23.2993002,86.3202765,Pending,
INS-OD-001-3952,OD-001,2023-04-22,14:05:00,INS-003,Amit Patel,Labour Inspector,REQ-054,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,High,PHOTO-OD-001-3952.jpg,23.749321,85.56827,Synced,2023-04-22 00:00:00
INS-CG-002-3953,CG-002,2023-11-06,09:21:00,INS-002,Sita Devi,Environmental Officer,REQ-086,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,High,PHOTO-CG-002-3953.jpg,23.3700776,86.3757652,Failed,
INS-JH-002-3954,JH-002,2023-07-13,18:28:00,INS-002,Sita Devi,Environmental Officer,REQ-074,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Medium,PHOTO-JH-002-3954.jpg,23.5535819,85.7195362,Failed,
INS-OD-002-3955,OD-002,2023-08-07,16:38:00,INS-003,Amit Patel,Labour Inspector,REQ-051,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,Critical,PHOTO-OD-002-3955.jpg,23.3986451,86.3629119,Pending,
INS-JH-001-3956,JH-001,2023-10-04,22:15:00,INS-002,Sita Devi,Environmental Officer,REQ-075,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,High,PHOTO-JH-001-3956.jpg,23.8536987,86.2399536,Pending,
INS-OD-001-3957,OD-001,2023-05-23,05:29:00,INS-001,Rajesh Kumar,Safety Officer,REQ-058,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,High,PHOTO-OD-001-3957.jpg,23.8930424,85.9304228,Pending,
INS-JH-001-3958,JH-001,2023-02-01,19:21:00,INS-002,Sita Devi,Environmental Officer,REQ-059,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Critical,PHOTO-JH-001-3958.jpg,23.2215131,85.7676058,Synced,2023-02-01 19:00:00
INS-JH-002-3959,JH-002,2023-11-09,03:59:00,INS-002,Sita Devi,Environmental Officer,REQ-049,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Critical,PHOTO-JH-002-3959.jpg,24.1482818,86.390628,Synced,2023-11-09 07:00:00
INS-JH-003-3960,JH-003,2023-07-31,16:38:00,INS-003,Amit Patel,Labour Inspector,REQ-089,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,PHOTO-JH-003-3960.jpg,23.8134289,85.9849406,Pending,
INS-OD-001-3961,OD-001,2023-01-01,23:30:00,INS-002,Sita Devi,Environmental Officer,REQ-004,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Medium,PHOTO-OD-001-3961.jpg,23.7673304,85.6233427,Pending,
INS-OD-001-3962,OD-001,2023-08-20,19:59:00,INS-002,Sita Devi,Environmental Officer,REQ-089,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Critical,PHOTO-OD-001-3962.jpg,23.2586905,86.4324235,Pending,
INS-JH-001-3963,JH-001,2023-09-23,12:11:00,INS-002,Sita Devi,Environmental Officer,REQ-053,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Critical,,24.0687366,86.2455308,Failed,
INS-OD-001-3964,OD-001,2023-04-17,17:07:00,INS-001,Rajesh Kumar,Safety Officer,REQ-002,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Critical,,23.8515396,86.0649722,Pending,
INS-JH-003-3965,JH-003,2023-01-14,19:16:00,INS-002,Sita Devi,Environmental Officer,REQ-051,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Critical,PHOTO-JH-003-3965.jpg,23.9444321,85.6749979,Pending,
INS-JH-003-3966,JH-003,2023-05-08,08:36:00,INS-003,Amit Patel,Labour Inspector,REQ-044,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Medium,,23.6317775,85.6203871,Failed,
INS-CG-001-3967,CG-001,2023-01-17,02:44:00,INS-001,Rajesh Kumar,Safety Officer,REQ-068,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,High,PHOTO-CG-001-3967.jpg,23.3302201,85.4591518,Synced,2023-01-17 21:00:00
INS-OD-002-3968,OD-002,2023-03-25,00:22:00,INS-001,Rajesh Kumar,Safety Officer,REQ-050,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,High,PHOTO-OD-002-3968.jpg,23.5660868,85.8763163,Pending,
INS-OD-002-3969,OD-002,2023-01-21,01:59:00,INS-001,Rajesh Kumar,Safety Officer,REQ-077,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Medium,,24.0728313,85.5830329,Pending,
INS-JH-001-3970,JH-001,2023-05-20,03:59:00,INS-002,Sita Devi,Environmental Officer,REQ-082,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,High,PHOTO-JH-001-3970.jpg,23.3120914,85.8731549,Pending,
INS-CG-002-3971,CG-002,2023-02-17,20:51:00,INS-001,Rajesh Kumar,Safety Officer,REQ-062,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Medium,PHOTO-CG-002-3971.jpg,23.3929002,86.278965,Pending,
INS-CG-002-3972,CG-002,2023-11-12,09:57:00,INS-001,Rajesh Kumar,Safety Officer,REQ-003,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,High,PHOTO-CG-002-3972.jpg,23.4871824,85.8437382,Pending,
INS-JH-001-3973,JH-001,2023-08-01,22:42:00,INS-001,Rajesh Kumar,Safety Officer,REQ-074,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Critical,PHOTO-JH-001-3973.jpg,23.1805898,85.5278132,Pending,
INS-JH-001-3974,JH-001,2023-11-22,20:56:00,INS-002,Sita Devi,Environmental Officer,REQ-032,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Critical,PHOTO-JH-001-3974.jpg,23.3072535,85.7056318,Pending,
INS-JH-003-3975,JH-003,2023-12-25,11:18:00,INS-002,Sita Devi,Environmental Officer,REQ-096,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Low,PHOTO-JH-003-3975.jpg,23.9260094,85.7304465,Pending,
INS-OD-001-3976,OD-001,2023-12-12,05:27:00,INS-002,Sita Devi,Environmental Officer,REQ-039,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Medium,PHOTO-OD-001-3976.jpg,23.6768353,86.0516151,Pending,
INS-CG-001-3977,CG-001,2023-04-18,10:13:00,INS-002,Sita Devi,Environmental Officer,REQ-082,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,High,PHOTO-CG-001-3977.jpg,24.1307008,85.8797764,Failed,
INS-CG-001-3978,CG-001,2023-08-05,23:41:00,INS-001,Rajesh Kumar,Safety Officer,REQ-064,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,Medium,PHOTO-CG-001-3978.jpg,24.1658212,85.7337255,Failed,
INS-OD-001-3979,OD-001,2023-06-20,02:15:00,INS-003,Amit Patel,Labour Inspector,REQ-098,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Critical,PHOTO-OD-001-3979.jpg,23.7851377,85.9529907,Failed,
INS-JH-003-3980,JH-003,2023-01-10,11:44:00,INS-003,Amit Patel,Labour Inspector,REQ-018,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,High,PHOTO-JH-003-3980.jpg,23.481968,85.7194351,Failed,
INS-JH-003-3981,JH-003,2023-02-09,04:03:00,INS-002,Sita Devi,Environmental Officer,REQ-079,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Critical,,23.790936,86.232258,Pending,
INS-CG-002-3982,CG-002,2023-10-31,14:13:00,INS-003,Amit Patel,Labour Inspector,REQ-057,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,Medium,PHOTO-CG-002-3982.jpg,23.3987347,85.765594,Pending,
INS-OD-001-3983,OD-001,2023-06-08,07:48:00,INS-003,Amit Patel,Labour Inspector,REQ-033,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Low,PHOTO-OD-001-3983.jpg,23.4208753,85.466865,Failed,
INS-JH-002-3984,JH-002,2023-04-18,03:36:00,INS-002,Sita Devi,Environmental Officer,REQ-007,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Critical,PHOTO-JH-002-3984.jpg,24.0472158,85.7922699,Synced,2023-04-18 18:00:00
INS-JH-001-3985,JH-001,2023-01-20,07:48:00,INS-002,Sita Devi,Environmental Officer,REQ-082,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Medium,PHOTO-JH-001-3985.jpg,23.3088881,86.3436064,Failed,
INS-JH-003-3986,JH-003,2023-12-30,11:45:00,INS-002,Sita Devi,Environmental Officer,REQ-093,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,High,PHOTO-JH-003-3986.jpg,23.5381676,86.2466579,Failed,
INS-OD-001-3987,OD-001,2023-10-07,22:14:00,INS-001,Rajesh Kumar,Safety Officer,REQ-077,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,High,PHOTO-OD-001-3987.jpg,23.1961844,86.1320387,Synced,2023-10-07 17:00:00
INS-OD-002-3988,OD-002,2023-09-18,11:48:00,INS-002,Sita Devi,Environmental Officer,REQ-071,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Medium,PHOTO-OD-002-3988.jpg,23.6960484,86.3053722,Failed,
INS-CG-002-3989,CG-002,2023-10-17,10:30:00,INS-001,Rajesh Kumar,Safety Officer,REQ-093,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,Critical,PHOTO-CG-002-3989.jpg,23.1788171,86.3039391,Failed,
INS-OD-002-3990,OD-002,2023-10-15,13:52:00,INS-002,Sita Devi,Environmental Officer,REQ-081,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,High,PHOTO-OD-002-3990.jpg,23.9601696,86.1418261,Synced,2023-10-15 14:00:00
INS-CG-002-3991,CG-002,2023-05-30,10:55:00,INS-002,Sita Devi,Environmental Officer,REQ-021,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Critical,PHOTO-CG-002-3991.jpg,23.1702442,85.6591989,Synced,2023-05-30 14:00:00
INS-JH-001-3992,JH-001,2023-10-01,20:32:00,INS-002,Sita Devi,Environmental Officer,REQ-046,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,High,,23.7464656,86.3206847,Failed,
INS-JH-002-3993,JH-002,2023-01-18,15:21:00,INS-003,Amit Patel,Labour Inspector,REQ-017,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Critical,PHOTO-JH-002-3993.jpg,23.7521202,85.4969959,Pending,
INS-JH-003-3994,JH-003,2023-04-17,18:01:00,INS-003,Amit Patel,Labour Inspector,REQ-052,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,High,PHOTO-JH-003-3994.jpg,23.661631,86.0638775,Synced,2023-04-17 04:00:00
INS-JH-003-3995,JH-003,2023-11-19,08:52:00,INS-002,Sita Devi,Environmental Officer,REQ-002,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,Low,PHOTO-JH-003-3995.jpg,23.2474066,85.9914197,Failed,
INS-CG-001-3996,CG-001,2023-12-11,00:07:00,INS-001,Rajesh Kumar,Safety Officer,REQ-024,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Critical,PHOTO-CG-001-3996.jpg,23.3465032,86.13113,Failed,
INS-JH-001-3997,JH-001,2023-07-22,19:51:00,INS-003,Amit Patel,Labour Inspector,REQ-033,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,Low,PHOTO-JH-001-3997.jpg,23.9433263,85.8423065,Failed,
INS-OD-001-3998,OD-001,2023-05-21,15:04:00,INS-001,Rajesh Kumar,Safety Officer,REQ-063,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,High,,23.5083514,85.816669,Failed,
INS-CG-001-3999,CG-001,2023-01-13,17:15:00,INS-001,Rajesh Kumar,Safety Officer,REQ-088,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Low,,23.5529563,86.0855392,Failed,
INS-JH-002-4000,JH-002,2023-04-02,02:21:00,INS-001,Rajesh Kumar,Safety Officer,REQ-073,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Critical,PHOTO-JH-002-4000.jpg,23.9740385,85.8331848,Pending,
INS-CG-001-4001,CG-001,2023-12-23,08:13:00,INS-001,Rajesh Kumar,Safety Officer,REQ-071,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,High,,24.0240268,85.6851412,Pending,
INS-OD-001-4002,OD-001,2023-03-13,06:08:00,INS-002,Sita Devi,Environmental Officer,REQ-049,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Critical,,23.5474798,86.2407278,Synced,2023-03-13 13:00:00
INS-OD-001-4003,OD-001,2023-11-26,07:31:00,INS-002,Sita Devi,Environmental Officer,REQ-068,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Medium,,23.2889488,85.5678783,Synced,2023-11-26 14:00:00
INS-JH-002-4004,JH-002,2023-11-08,00:32:00,INS-003,Amit Patel,Labour Inspector,REQ-033,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Low,PHOTO-JH-002-4004.jpg,23.8220023,85.9061002,Failed,
INS-JH-003-4005,JH-003,2023-07-20,08:29:00,INS-003,Amit Patel,Labour Inspector,REQ-087,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,High,PHOTO-JH-003-4005.jpg,23.5370644,86.2063457,Pending,
INS-OD-002-4006,OD-002,2023-01-11,07:51:00,INS-003,Amit Patel,Labour Inspector,REQ-029,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Critical,PHOTO-OD-002-4006.jpg,23.4869,86.0390703,Failed,
INS-JH-003-4007,JH-003,2023-09-08,19:05:00,INS-001,Rajesh Kumar,Safety Officer,REQ-075,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Medium,PHOTO-JH-003-4007.jpg,24.1082719,85.9792537,Failed,
INS-CG-001-4008,CG-001,2023-07-25,10:10:00,INS-001,Rajesh Kumar,Safety Officer,REQ-099,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,PHOTO-CG-001-4008.jpg,24.006109,85.6435965,Synced,2023-07-25 00:00:00
INS-JH-003-4009,JH-003,2023-11-10,17:11:00,INS-001,Rajesh Kumar,Safety Officer,REQ-060,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Low,,24.1196611,85.9186117,Pending,
INS-JH-003-4010,JH-003,2023-08-17,11:12:00,INS-003,Amit Patel,Labour Inspector,REQ-100,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,High,PHOTO-JH-003-4010.jpg,23.2560602,85.8743871,Failed,
INS-JH-002-4011,JH-002,2023-06-24,02:06:00,INS-002,Sita Devi,Environmental Officer,REQ-019,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Medium,PHOTO-JH-002-4011.jpg,23.515658,85.613854,Pending,
INS-CG-002-4012,CG-002,2023-03-31,12:14:00,INS-003,Amit Patel,Labour Inspector,REQ-032,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,PHOTO-CG-002-4012.jpg,23.9153819,85.708235,Failed,
INS-CG-001-4013,CG-001,2023-01-07,17:56:00,INS-003,Amit Patel,Labour Inspector,REQ-066,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Low,,23.9384727,85.9521176,Pending,
INS-JH-003-4014,JH-003,2023-12-26,07:03:00,INS-002,Sita Devi,Environmental Officer,REQ-041,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Medium,,23.3002384,85.5570176,Pending,
INS-OD-002-4015,OD-002,2023-02-24,00:36:00,INS-003,Amit Patel,Labour Inspector,REQ-013,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Critical,PHOTO-OD-002-4015.jpg,24.0795593,85.5786955,Pending,
INS-JH-002-4016,JH-002,2023-08-03,15:12:00,INS-003,Amit Patel,Labour Inspector,REQ-058,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Low,PHOTO-JH-002-4016.jpg,23.1732702,85.8449363,Pending,
INS-OD-002-4017,OD-002,2023-11-27,13:17:00,INS-002,Sita Devi,Environmental Officer,REQ-095,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,High,PHOTO-OD-002-4017.jpg,23.4019293,86.3248666,Pending,
INS-OD-001-4018,OD-001,2023-10-09,18:21:00,INS-001,Rajesh Kumar,Safety Officer,REQ-082,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Medium,PHOTO-OD-001-4018.jpg,23.4842084,85.8942579,Pending,
INS-OD-002-4019,OD-002,2023-10-26,18:40:00,INS-003,Amit Patel,Labour Inspector,REQ-063,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,High,,23.7931884,85.8357463,Synced,2023-10-26 23:00:00
INS-JH-002-4020,JH-002,2023-12-09,20:15:00,INS-003,Amit Patel,Labour Inspector,REQ-062,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,High,PHOTO-JH-002-4020.jpg,23.1836684,86.0650347,Failed,
INS-CG-001-4021,CG-001,2023-02-01,21:28:00,INS-003,Amit Patel,Labour Inspector,REQ-010,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,PHOTO-CG-001-4021.jpg,24.1126813,86.178395,Failed,
INS-CG-001-4022,CG-001,2023-04-24,04:14:00,INS-001,Rajesh Kumar,Safety Officer,REQ-084,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Critical,,23.8844321,85.8685639,Failed,
INS-JH-001-4023,JH-001,2023-07-05,20:41:00,INS-003,Amit Patel,Labour Inspector,REQ-091,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Medium,PHOTO-JH-001-4023.jpg,23.9444749,86.2235624,Synced,2023-07-05 12:00:00
INS-JH-002-4024,JH-002,2023-12-16,18:43:00,INS-001,Rajesh Kumar,Safety Officer,REQ-056,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Low,PHOTO-JH-002-4024.jpg,23.8622906,85.85863,Synced,2023-12-16 21:00:00
INS-CG-002-4025,CG-002,2023-04-09,00:59:00,INS-003,Amit Patel,Labour Inspector,REQ-069,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,PHOTO-CG-002-4025.jpg,23.3821655,86.3810576,Pending,
INS-CG-002-4026,CG-002,2023-10-18,06:26:00,INS-001,Rajesh Kumar,Safety Officer,REQ-042,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Low,PHOTO-CG-002-4026.jpg,24.0995234,85.9487744,Failed,
INS-CG-001-4027,CG-001,2023-05-08,09:31:00,INS-001,Rajesh Kumar,Safety Officer,REQ-038,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Critical,PHOTO-CG-001-4027.jpg,23.3109457,86.2507377,Pending,
INS-CG-001-4028,CG-001,2023-05-29,07:01:00,INS-003,Amit Patel,Labour Inspector,REQ-053,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,High,,23.8069804,85.590059,Failed,
INS-JH-002-4029,JH-002,2023-06-04,16:30:00,INS-001,Rajesh Kumar,Safety Officer,REQ-078,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,High,,23.8387176,86.0101508,Failed,
INS-JH-001-4030,JH-001,2023-10-12,09:22:00,INS-002,Sita Devi,Environmental Officer,REQ-068,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,Medium,PHOTO-JH-001-4030.jpg,24.0724791,85.673245,Synced,2023-10-12 10:00:00
INS-OD-002-4031,OD-002,2023-02-19,04:42:00,INS-003,Amit Patel,Labour Inspector,REQ-060,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Medium,PHOTO-OD-002-4031.jpg,23.4228054,85.5542859,Pending,
INS-CG-002-4032,CG-002,2023-05-10,08:58:00,INS-002,Sita Devi,Environmental Officer,REQ-055,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Medium,PHOTO-CG-002-4032.jpg,23.2957573,85.8509354,Failed,
INS-OD-001-4033,OD-001,2023-09-22,10:48:00,INS-001,Rajesh Kumar,Safety Officer,REQ-053,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,Low,PHOTO-OD-001-4033.jpg,23.2388503,85.5543121,Pending,
INS-CG-001-4034,CG-001,2023-12-03,04:40:00,INS-003,Amit Patel,Labour Inspector,REQ-039,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Critical,,23.7928796,85.7770903,Failed,
INS-JH-001-4035,JH-001,2023-07-01,14:16:00,INS-003,Amit Patel,Labour Inspector,REQ-043,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,Critical,PHOTO-JH-001-4035.jpg,23.4791032,85.9096285,Pending,
