document_id,mine_id,document_type,document_number,issue_date,expiry_date,issuing_authority,ocr_text_status,verification_status,file_path,file_size_kb,uploaded_by,uploaded_date
DOC-01519,OD-002,Fire Safety Certificate,Fir-1519-2023,2022-08-13,2024-08-12,State Government,Extracted,Expired,/documents/fire_safety_certificate/OD-002/1519.pdf,4347,Sita Devi,2022-08-30 00:00:00
DOC-01520,OD-002,Audit Report,Aud-1520-2023,2022-10-10,2027-10-09,State Government,Extracted,Verified,/documents/audit_report/OD-002/1520.pdf,1866,Sita Devi,2022-10-22 00:00:00
DOC-01521,,First Aid Certificate,Fir-1521-2023,2022-10-24,2023-10-24,Insurance Company,Extracted,Expired,/documents/first_aid_certificate/global/1521.pdf,4134,Amit Patel,2022-11-15 00:00:00
DOC-01522,OD-001,Safety Certificate,Saf-1522-2023,2022-11-18,2024-11-17,CPCB,Extracted,Expired,/documents/safety_certificate/OD-001/1522.pdf,4596,Sita Devi,2022-11-24 00:00:00
DOC-01523,JH-003,Environmental Clearance,Env-1523-2023,2023-05-09,2027-05-08,Insurance Company,Extracted,Rejected,/documents/environmental_clearance/JH-003/1523.pdf,619,Sita Devi,2023-05-26 00:00:00
DOC-01524,JH-003,Fire Safety Certificate,Fir-1524-2023,2022-01-02,2024-01-02,State PCB,Extracted,Expired,/documents/fire_safety_certificate/JH-003/1524.pdf,542,Rajesh Kumar,2022-01-31 00:00:00
DOC-01525,,Explosives Licence,Exp-1525-2023,2022-02-25,2023-02-25,State Government,Extracted,Expired,/documents/explosives_licence/global/1525.pdf,4150,Rajesh Kumar,2022-03-27 00:00:00
DOC-01526,OD-002,Safety Certificate,Saf-1526-2023,2023-06-26,2027-06-25,DGMS,Pending,Pending,/documents/safety_certificate/OD-002/1526.pdf,2515,Rajesh Kumar,2023-07-20 00:00:00
DOC-01527,CG-002,First Aid Certificate,Fir-1527-2023,2023-03-18,2027-03-17,DGMS,Failed,Verified,/documents/first_aid_certificate/CG-002/1527.pdf,3075,Sita Devi,2023-04-12 00:00:00
DOC-01528,OD-002,Fire Safety Certificate,Fir-1528-2023,2023-05-28,2027-05-27,DGMS,Extracted,Verified,/documents/fire_safety_certificate/OD-002/1528.pdf,1839,Rajesh Kumar,2023-06-01 00:00:00
DOC-01529,OD-001,Training Certificate,Tra-1529-2023,2022-10-24,2025-10-23,Insurance Company,Extracted,Expired,/documents/training_certificate/OD-001/1529.pdf,3700,Rajesh Kumar,2022-10-25 00:00:00
DOC-01530,JH-003,Audit Report,Aud-1530-2023,2022-08-20,2027-08-19,Insurance Company,Extracted,Verified,/documents/audit_report/JH-003/1530.pdf,4602,Amit Patel,2022-09-06 00:00:00
DOC-01531,CG-001,First Aid Certificate,Fir-1531-2023,2022-12-04,2023-12-04,Insurance Company,Extracted,Expired,/documents/first_aid_certificate/CG-001/1531.pdf,2419,Amit Patel,2022-12-22 00:00:00
DOC-01532,JH-002,Insurance Certificate,Ins-1532-2023,2022-02-27,2025-02-26,DGMS,Extracted,Expired,/documents/insurance_certificate/JH-002/1532.pdf,805,Rajesh Kumar,2022-03-14 00:00:00
DOC-01533,OD-001,Explosives Licence,Exp-1533-2023,2022-07-28,2026-07-27,DGMS,Extracted,Expired,/documents/explosives_licence/OD-001/1533.pdf,1029,Amit Patel,2022-08-27 00:00:00
DOC-01534,JH-002,Training Certificate,Tra-1534-2023,2023-09-09,2026-09-08,CPCB,Extracted,Verified,/documents/training_certificate/JH-002/1534.pdf,4278,Sita Devi,2023-10-01 00:00:00
DOC-01535,JH-003,Training Certificate,Tra-1535-2023,2022-02-16,2027-02-15,Insurance Company,Extracted,Verified,/documents/training_certificate/JH-003/1535.pdf,1469,Rajesh Kumar,2022-03-03 00:00:00
DOC-01536,,Training Certificate,Tra-1536-2023,2023-07-30,2028-07-28,State Government,Extracted,Verified,/documents/training_certificate/global/1536.pdf,1531,Rajesh Kumar,2023-08-17 00:00:00
DOC-01537,CG-002,Fire Safety Certificate,Fir-1537-2023,2022-03-02,2023-03-02,Insurance Company,Extracted,Expired,/documents/fire_safety_certificate/CG-002/1537.pdf,2374,Rajesh Kumar,2022-03-06 00:00:00
DOC-01538,JH-001,Mining Lease,Min-1538-2023,2022-11-03,2026-11-02,State PCB,Pending,Verified,/documents/mining_lease/JH-001/1538.pdf,903,Sita Devi,2022-11-27 00:00:00
DOC-01539,CG-002,Fire Safety Certificate,Fir-1539-2023,2023-04-02,2024-04-01,CPCB,Extracted,Expired,/documents/fire_safety_certificate/CG-002/1539.pdf,4911,Rajesh Kumar,2023-04-26 00:00:00
DOC-01540,OD-001,Fire Safety Certificate,Fir-1540-2023,2023-04-15,2027-04-14,State PCB,Extracted,Verified,/documents/fire_safety_certificate/OD-001/1540.pdf,3492,Rajesh Kumar,2023-04-20 00:00:00
DOC-01541,CG-002,Explosives Licence,Exp-1541-2023,2022-02-08,2026-02-07,State PCB,Pending,Expired,/documents/explosives_licence/CG-002/1541.pdf,3935,Rajesh Kumar,2022-02-14 00:00:00
DOC-01542,JH-001,Insurance Certificate,Ins-1542-2023,2023-06-09,2026-06-08,CPCB,Extracted,Expired,/documents/insurance_certificate/JH-001/1542.pdf,1765,Sita Devi,2023-06-28 00:00:00
DOC-01543,CG-001,Fire Safety Certificate,Fir-1543-2023,2023-10-14,2026-10-13,Insurance Company,Extracted,Verified,/documents/fire_safety_certificate/CG-001/1543.pdf,2771,Sita Devi,2023-11-08 00:00:00
DOC-01544,CG-001,Insurance Certificate,Ins-1544-2023,2023-07-01,2026-06-30,State PCB,Extracted,Expired,/documents/insurance_certificate/CG-001/1544.pdf,3122,Sita Devi,2023-07-14 00:00:00
DOC-01545,JH-003,Audit Report,Aud-1545-2023,2022-03-20,2026-03-19,CPCB,Extracted,Expired,/documents/audit_report/JH-003/1545.pdf,4488,Amit Patel,2022-04-09 00:00:00
DOC-01546,,Mining Lease,Min-1546-2023,2023-03-25,2024-03-24,DGMS,Extracted,Expired,/documents/mining_lease/global/1546.pdf,1457,Rajesh Kumar,2023-04-07 00:00:00
DOC-01547,CG-002,Environmental Clearance,Env-1547-2023,2023-01-16,2024-01-16,DGMS,Extracted,Expired,/documents/environmental_clearance/CG-002/1547.pdf,4283,Sita Devi,2023-02-14 00:00:00
DOC-01548,CG-001,First Aid Certificate,Fir-1548-2023,2022-09-26,2023-09-26,State PCB,Pending,Expired,/documents/first_aid_certificate/CG-001/1548.pdf,2768,Rajesh Kumar,2022-10-25 00:00:00
DOC-01549,OD-002,Training Certificate,Tra-1549-2023,2023-12-04,2027-12-03,CPCB,Extracted,Verified,/documents/training_certificate/OD-002/1549.pdf,4431,Amit Patel,2023-12-24 00:00:00
DOC-01550,OD-002,Training Certificate,Tra-1550-2023,2023-10-24,2025-10-23,CPCB,Extracted,Expired,/documents/training_certificate/OD-002/1550.pdf,2232,Rajesh Kumar,2023-11-23 00:00:00
DOC-01551,JH-002,Audit Report,Aud-1551-2023,2023-12-22,2026-12-21,State PCB,Extracted,Pending,/documents/audit_report/JH-002/1551.pdf,2602,Rajesh Kumar,2023-12-23 00:00:00
DOC-01552,OD-001,Explosives Licence,Exp-1552-2023,2022-07-20,2025-07-19,State PCB,Extracted,Expired,/documents/explosives_licence/OD-001/1552.pdf,2255,Sita Devi,2022-08-03 00:00:00
DOC-01553,OD-001,Safety Certificate,Saf-1553-2023,2023-10-22,2025-10-21,DGMS,Extracted,Expired,/documents/safety_certificate/OD-001/1553.pdf,4780,Rajesh Kumar,2023-11-08 00:00:00
DOC-01554,JH-002,Environmental Clearance,Env-1554-2023,2022-07-18,2025-07-17,State PCB,Extracted,Expired,/documents/environmental_clearance/JH-002/1554.pdf,2523,Rajesh Kumar,2022-08-03 00:00:00
DOC-01555,CG-001,Audit Report,Aud-1555-2023,2022-04-03,2023-04-03,State PCB,Failed,Expired,/documents/audit_report/CG-001/1555.pdf,780,Amit Patel,2022-04-12 00:00:00
DOC-01556,OD-001,Mining Lease,Min-1556-2023,2022-12-26,2024-12-25,CPCB,Extracted,Expired,/documents/mining_lease/OD-001/1556.pdf,1533,Rajesh Kumar,2023-01-13 00:00:00
DOC-01557,OD-001,First Aid Certificate,Fir-1557-2023,2023-07-22,2027-07-21,DGMS,Extracted,Pending,/documents/first_aid_certificate/OD-001/1557.pdf,632,Sita Devi,2023-08-02 00:00:00
DOC-01558,CG-002,Insurance Certificate,Ins-1558-2023,2023-10-23,2026-10-22,State Government,Extracted,Verified,/documents/insurance_certificate/CG-002/1558.pdf,2586,Sita Devi,2023-11-17 00:00:00
DOC-01559,,Insurance Certificate,Ins-1559-2023,2022-10-10,2027-10-09,State PCB,Extracted,Verified,/documents/insurance_certificate/global/1559.pdf,2841,Rajesh Kumar,2022-11-01 00:00:00
DOC-01560,CG-002,Training Certificate,Tra-1560-2023,2022-08-25,2024-08-24,Insurance Company,Extracted,Expired,/documents/training_certificate/CG-002/1560.pdf,4716,Amit Patel,2022-09-18 00:00:00
DOC-01561,OD-002,First Aid Certificate,Fir-1561-2023,2023-07-18,2027-07-17,CPCB,Extracted,Rejected,/documents/first_aid_certificate/OD-002/1561.pdf,725,Sita Devi,2023-08-08 00:00:00
DOC-01562,OD-002,Environmental Clearance,Env-1562-2023,2022-12-12,2024-12-11,CPCB,Failed,Expired,/documents/environmental_clearance/OD-002/1562.pdf,4653,Sita Devi,2023-01-11 00:00:00
DOC-01563,JH-003,Explosives Licence,Exp-1563-2023,2022-12-06,2025-12-05,State PCB,Extracted,Expired,/documents/explosives_licence/JH-003/1563.pdf,4834,Rajesh Kumar,2022-12-31 00:00:00
DOC-01564,OD-001,Mining Lease,Min-1564-2023,2022-01-27,2025-01-26,State PCB,Extracted,Expired,/documents/mining_lease/OD-001/1564.pdf,2661,Rajesh Kumar,2022-02-06 00:00:00
DOC-01565,JH-003,Safety Certificate,Saf-1565-2023,2022-10-16,2024-10-15,CPCB,Extracted,Expired,/documents/safety_certificate/JH-003/1565.pdf,2750,Amit Patel,2022-10-22 00:00:00
DOC-01566,CG-001,Audit Report,Aud-1566-2023,2023-10-07,2025-10-06,Insurance Company,Extracted,Expired,/documents/audit_report/CG-001/1566.pdf,830,Rajesh Kumar,2023-10-15 00:00:00
DOC-01567,OD-002,Audit Report,Aud-1567-2023,2023-03-24,2027-03-23,DGMS,Extracted,Verified,/documents/audit_report/OD-002/1567.pdf,2381,Sita Devi,2023-04-22 00:00:00
DOC-01568,JH-001,Fire Safety Certificate,Fir-1568-2023,2022-08-02,2026-08-01,Insurance Company,Extracted,Expired,/documents/fire_safety_certificate/JH-001/1568.pdf,4015,Amit Patel,2022-08-07 00:00:00
DOC-01569,JH-001,Training Certificate,Tra-1569-2023,2022-03-03,2024-03-02,CPCB,Pending,Expired,/documents/training_certificate/JH-001/1569.pdf,3073,Amit Patel,2022-03-09 00:00:00
DOC-01570,OD-001,First Aid Certificate,Fir-1570-2023,2022-06-14,2023-06-14,DGMS,Extracted,Expired,/documents/first_aid_certificate/OD-001/1570.pdf,3615,Amit Patel,2022-06-27 00:00:00
DOC-01571,JH-001,Environmental Clearance,Env-1571-2023,2022-05-18,2027-05-17,DGMS,Extracted,Verified,/documents/environmental_clearance/JH-001/1571.pdf,3137,Sita Devi,2022-05-24 00:00:00
DOC-01572,JH-001,Explosives Licence,Exp-1572-2023,2023-09-21,2027-09-20,State Government,Extracted,Verified,/documents/explosives_licence/JH-001/1572.pdf,4042,Amit Patel,2023-10-08 00:00:00
DOC-01573,CG-001,Training Certificate,Tra-1573-2023,2023-05-04,2025-05-03,State PCB,Extracted,Expired,/documents/training_certificate/CG-001/1573.pdf,2699,Sita Devi,2023-05-14 00:00:00
DOC-01574,OD-002,Mining Lease,Min-1574-2023,2022-01-06,2025-01-05,State PCB,Pending,Expired,/documents/mining_lease/OD-002/1574.pdf,823,Rajesh Kumar,2022-01-13 00:00:00
DOC-01575,OD-002,Explosives Licence,Exp-1575-2023,2023-06-20,2028-06-18,Insurance Company,Failed,Verified,/documents/explosives_licence/OD-002/1575.pdf,1828,Rajesh Kumar,2023-06-28 00:00:00
DOC-01576,OD-001,Insurance Certificate,Ins-1576-2023,2023-08-20,2025-08-19,DGMS,Extracted,Expired,/documents/insurance_certificate/OD-001/1576.pdf,3177,Rajesh Kumar,2023-08-31 00:00:00
DOC-01577,,Audit Report,Aud-1577-2023,2022-01-22,2025-01-21,State PCB,Extracted,Expired,/documents/audit_report/global/1577.pdf,4716,Amit Patel,2022-02-21 00:00:00
DOC-01578,OD-002,Training Certificate,Tra-1578-2023,2023-02-13,2024-02-13,State PCB,Failed,Expired,/documents/training_certificate/OD-002/1578.pdf,1282,Sita Devi,2023-02-25 00:00:00
DOC-01579,OD-002,First Aid Certificate,Fir-1579-2023,2023-10-20,2028-10-18,Insurance Company,Extracted,Verified,/documents/first_aid_certificate/OD-002/1579.pdf,547,Rajesh Kumar,2023-10-26 00:00:00
DOC-01580,JH-001,First Aid Certificate,Fir-1580-2023,2022-10-07,2023-10-07,Insurance Company,Failed,Expired,/documents/first_aid_certificate/JH-001/1580.pdf,1746,Rajesh Kumar,2022-11-06 00:00:00
DOC-01581,CG-002,Safety Certificate,Saf-1581-2023,2023-10-11,2028-10-09,State PCB,Extracted,Verified,/documents/safety_certificate/CG-002/1581.pdf,2463,Rajesh Kumar,2023-10-25 00:00:00
DOC-01582,JH-002,Mining Lease,Min-1582-2023,2023-09-12,2025-09-11,DGMS,Pending,Expired,/documents/mining_lease/JH-002/1582.pdf,4473,Sita Devi,2023-09-28 00:00:00
DOC-01583,JH-003,Fire Safety Certificate,Fir-1583-2023,2023-12-07,2028-12-05,CPCB,Extracted,Rejected,/documents/fire_safety_certificate/JH-003/1583.pdf,3855,Amit Patel,2023-12-24 00:00:00
DOC-01584,JH-003,Explosives Licence,Exp-1584-2023,2022-01-22,2023-01-22,State Government,Extracted,Expired,/documents/explosives_licence/JH-003/1584.pdf,4643,Amit Patel,2022-02-06 00:00:00
DOC-01585,OD-002,Environmental Clearance,Env-1585-2023,2023-01-29,2027-01-28,Insurance Company,Extracted,Verified,/documents/environmental_clearance/OD-002/1585.pdf,2299,Rajesh Kumar,2023-02-14 00:00:00
DOC-01586,OD-002,Training Certificate,Tra-1586-2023,2023-05-18,2025-05-17,State PCB,Extracted,Expired,/documents/training_certificate/OD-002/1586.pdf,1463,Sita Devi,2023-05-22 00:00:00
DOC-01587,CG-002,Environmental Clearance,Env-1587-2023,2023-07-05,2025-07-04,State PCB,Extracted,Expired,/documents/environmental_clearance/CG-002/1587.pdf,3964,Rajesh Kumar,2023-07-26 00:00:00
DOC-01588,OD-001,First Aid Certificate,Fir-1588-2023,2022-01-19,2024-01-19,State Government,Pending,Expired,/documents/first_aid_certificate/OD-001/1588.pdf,1515,Sita Devi,2022-01-20 00:00:00
DOC-01589,OD-002,Audit Report,Aud-1589-2023,2022-05-11,2027-05-10,State PCB,Extracted,Verified,/documents/audit_report/OD-002/1589.pdf,910,Sita Devi,2022-05-26 00:00:00
DOC-01590,CG-002,Environmental Clearance,Env-1590-2023,2023-09-10,2024-09-09,Insurance Company,Extracted,Expired,/documents/environmental_clearance/CG-002/1590.pdf,3791,Rajesh Kumar,2023-10-04 00:00:00
DOC-01591,OD-001,Insurance Certificate,Ins-1591-2023,2022-02-17,2027-02-16,DGMS,Extracted,Verified,/documents/insurance_certificate/OD-001/1591.pdf,1523,Rajesh Kumar,2022-03-19 00:00:00
DOC-01592,JH-002,Environmental Clearance,Env-1592-2023,2023-01-09,2027-01-08,DGMS,Extracted,Verified,/documents/environmental_clearance/JH-002/1592.pdf,4860,Rajesh Kumar,2023-01-15 00:00:00
DOC-01593,JH-003,Mining Lease,Min-1593-2023,2023-12-19,2024-12-18,State Government,Extracted,Expired,/documents/mining_lease/JH-003/1593.pdf,631,Rajesh Kumar,2024-01-14 00:00:00
DOC-01594,OD-002,First Aid Certificate,Fir-1594-2023,2022-05-10,2027-05-09,DGMS,Extracted,Verified,/documents/first_aid_certificate/OD-002/1594.pdf,3985,Rajesh Kumar,2022-05-26 00:00:00
DOC-01595,JH-003,Safety Certificate,Saf-1595-2023,2022-09-17,2024-09-16,State PCB,Pending,Expired,/documents/safety_certificate/JH-003/1595.pdf,1508,Amit Patel,2022-10-14 00:00:00
DOC-01596,JH-001,Training Certificate,Tra-1596-2023,2023-11-02,2028-10-31,CPCB,Extracted,Verified,/documents/training_certificate/JH-001/1596.pdf,1124,Sita Devi,2023-11-30 00:00:00
DOC-01597,JH-003,Mining Lease,Min-1597-2023,2023-08-16,2026-08-15,State Government,Extracted,Expired,/documents/mining_lease/JH-003/1597.pdf,3854,Amit Patel,2023-08-29 00:00:00
DOC-01598,JH-002,Environmental Clearance,Env-1598-2023,2022-12-12,2023-12-12,CPCB,Extracted,Expired,/documents/environmental_clearance/JH-002/1598.pdf,1523,Rajesh Kumar,2022-12-15 00:00:00
DOC-01599,JH-001,Environmental Clearance,Env-1599-2023,2023-09-06,2025-09-05,DGMS,Extracted,Expired,/documents/environmental_clearance/JH-001/1599.pdf,2628,Amit Patel,2023-09-26 00:00:00
DOC-01600,,First Aid Certificate,Fir-1600-2023,2022-10-04,2026-10-03,DGMS,Extracted,Verified,/documents/first_aid_certificate/global/1600.pdf,4210,Amit Patel,2022-10-06 00:00:00
DOC-01601,CG-001,Audit Report,Aud-1601-2023,2023-08-27,2028-08-25,State PCB,Extracted,Verified,/documents/audit_report/CG-001/1601.pdf,4703,Sita Devi,2023-09-03 00:00:00
DOC-01602,OD-001,First Aid Certificate,Fir-1602-2023,2023-07-06,2026-07-05,CPCB,Extracted,Expired,/documents/first_aid_certificate/OD-001/1602.pdf,2835,Rajesh Kumar,2023-07-22 00:00:00
DOC-01603,JH-003,Environmental Clearance,Env-1603-2023,2022-12-15,2026-12-14,Insurance Company,Extracted,Verified,/documents/environmental_clearance/JH-003/1603.pdf,524,Amit Patel,2023-01-11 00:00:00
DOC-01604,,Safety Certificate,Saf-1604-2023,2022-02-13,2024-02-13,DGMS,Pending,Expired,/documents/safety_certificate/global/1604.pdf,4515,Amit Patel,2022-03-12 00:00:00
DOC-01605,OD-002,Explosives Licence,Exp-1605-2023,2023-07-17,2026-07-16,State PCB,Extracted,Expired,/documents/explosives_licence/OD-002/1605.pdf,4826,Sita Devi,2023-08-04 00:00:00
DOC-01606,JH-003,Fire Safety Certificate,Fir-1606-2023,2022-09-22,2023-09-22,CPCB,Extracted,Expired,/documents/fire_safety_certificate/JH-003/1606.pdf,4986,Rajesh Kumar,2022-10-05 00:00:00
DOC-01607,CG-002,Environmental Clearance,Env-1607-2023,2022-09-29,2026-09-28,State PCB,Extracted,Verified,/documents/environmental_clearance/CG-002/1607.pdf,3776,Amit Patel,2022-10-10 00:00:00
DOC-01608,JH-003,Fire Safety Certificate,Fir-1608-2023,2023-06-15,2028-06-13,Insurance Company,Extracted,Verified,/documents/fire_safety_certificate/JH-003/1608.pdf,1775,Sita Devi,2023-07-10 00:00:00
DOC-01609,CG-001,Insurance Certificate,Ins-1609-2023,2023-05-20,2024-05-19,DGMS,Extracted,Expired,/documents/insurance_certificate/CG-001/1609.pdf,546,Rajesh Kumar,2023-05-22 00:00:00
DOC-01610,OD-002,Insurance Certificate,Ins-1610-2023,2022-11-28,2023-11-28,State PCB,Extracted,Expired,/documents/insurance_certificate/OD-002/1610.pdf,964,Amit Patel,2022-12-23 00:00:00
DOC-01611,JH-003,Insurance Certificate,Ins-1611-2023,2022-01-24,2025-01-23,DGMS,Extracted,Expired,/documents/insurance_certificate/JH-003/1611.pdf,2361,Amit Patel,2022-01-28 00:00:00
DOC-01612,CG-002,Fire Safety Certificate,Fir-1612-2023,2022-01-05,2023-01-05,DGMS,Extracted,Expired,/documents/fire_safety_certificate/CG-002/1612.pdf,3938,Amit Patel,2022-01-13 00:00:00
DOC-01613,OD-002,Training Certificate,Tra-1613-2023,2022-02-10,2026-02-09,State PCB,Pending,Expired,/documents/training_certificate/OD-002/1613.pdf,960,Amit Patel,2022-03-12 00:00:00
DOC-01614,JH-003,Safety Certificate,Saf-1614-2023,2022-04-30,2024-04-29,State Government,Extracted,Expired,/documents/safety_certificate/JH-003/1614.pdf,3217,Rajesh Kumar,2022-05-13 00:00:00
DOC-01615,OD-001,Fire Safety Certificate,Fir-1615-2023,2022-11-08,2025-11-07,State PCB,Extracted,Expired,/documents/fire_safety_certificate/OD-001/1615.pdf,3265,Sita Devi,2022-12-08 00:00:00
DOC-01616,JH-002,Environmental Clearance,Env-1616-2023,2022-09-04,2027-09-03,State PCB,Extracted,Pending,/documents/environmental_clearance/JH-002/1616.pdf,1289,Rajesh Kumar,2022-09-14 00:00:00
DOC-01617,CG-002,Explosives Licence,Exp-1617-2023,2022-06-07,2024-06-06,DGMS,Extracted,Expired,/documents/explosives_licence/CG-002/1617.pdf,4426,Sita Devi,2022-06-29 00:00:00
DOC-01618,JH-003,First Aid Certificate,Fir-1618-2023,2023-05-10,2026-05-09,Insurance Company,Extracted,Expired,/documents/first_aid_certificate/JH-003/1618.pdf,1292,Amit Patel,2023-05-30 00:00:00
DOC-01619,JH-003,First Aid Certificate,Fir-1619-2023,2023-07-14,2027-07-13,DGMS,Extracted,Verified,/documents/first_aid_certificate/JH-003/1619.pdf,2827,Rajesh Kumar,2023-07-29 00:00:00
DOC-01620,CG-002,Fire Safety Certificate,Fir-1620-2023,2022-01-31,2023-01-31,CPCB,Pending,Expired,/documents/fire_safety_certificate/CG-002/1620.pdf,2232,Sita Devi,2022-03-01 00:00:00
DOC-01621,CG-001,Explosives Licence,Exp-1621-2023,2022-08-28,2023-08-28,CPCB,Extracted,Expired,/documents/explosives_licence/CG-001/1621.pdf,4819,Amit Patel,2022-09-10 00:00:00
DOC-01622,JH-003,Environmental Clearance,Env-1622-2023,2022-12-24,2023-12-24,CPCB,Extracted,Expired,/documents/environmental_clearance/JH-003/1622.pdf,1606,Amit Patel,2023-01-21 00:00:00
DOC-01623,CG-001,Fire Safety Certificate,Fir-1623-2023,2023-09-01,2027-08-31,CPCB,Extracted,Verified,/documents/fire_safety_certificate/CG-001/1623.pdf,1993,Amit Patel,2023-09-22 00:00:00
DOC-01624,JH-001,Fire Safety Certificate,Fir-1624-2023,2023-03-10,2027-03-09,Insurance Company,Pending,Verified,/documents/fire_safety_certificate/JH-001/1624.pdf,4422,Sita Devi,2023-03-11 00:00:00
DOC-01625,OD-002,Explosives Licence,Exp-1625-2023,2022-08-03,2023-08-03,Insurance Company,Pending,Expired,/documents/explosives_licence/OD-002/1625.pdf,4394,Amit Patel,2022-08-04 00:00:00
DOC-01626,OD-001,Training Certificate,Tra-1626-2023,2022-02-01,2026-01-31,CPCB,Extracted,Expired,/documents/training_certificate/OD-001/1626.pdf,3286,Rajesh Kumar,2022-02-28 00:00:00
DOC-01627,CG-002,Insurance Certificate,Ins-1627-2023,2022-08-21,2023-08-21,CPCB,Extracted,Expired,/documents/insurance_certificate/CG-002/1627.pdf,1081,Sita Devi,2022-09-12 00:00:00
DOC-01628,JH-002,Safety Certificate,Saf-1628-2023,2023-08-15,2027-08-14,State Government,Extracted,Verified,/documents/safety_certificate/JH-002/1628.pdf,928,Sita Devi,2023-09-06 00:00:00
DOC-01629,CG-002,Mining Lease,Min-1629-2023,2023-09-29,2027-09-28,State PCB,Extracted,Verified,/documents/mining_lease/CG-002/1629.pdf,1394,Amit Patel,2023-10-04 00:00:00
DOC-01630,,Safety Certificate,Saf-1630-2023,2022-03-07,2024-03-06,DGMS,Extracted,Expired,/documents/safety_certificate/global/1630.pdf,2854,Sita Devi,2022-03-15 00:00:00
DOC-01631,CG-001,First Aid Certificate,Fir-1631-2023,2023-02-08,2026-02-07,State Government,Extracted,Expired,/documents/first_aid_certificate/CG-001/1631.pdf,3642,Amit Patel,2023-02-21 00:00:00
DOC-01632,JH-001,Insurance Certificate,Ins-1632-2023,2022-10-24,2027-10-23,State Government,Extracted,Verified,/documents/insurance_certificate/JH-001/1632.pdf,3064,Amit Patel,2022-10-25 00:00:00
DOC-01633,,Insurance Certificate,Ins-1633-2023,2022-01-31,2023-01-31,CPCB,Extracted,Expired,/documents/insurance_certificate/global/1633.pdf,1416,Sita Devi,2022-02-14 00:00:00
DOC-01634,JH-003,Audit Report,Aud-1634-2023,2023-01-13,2026-01-12,State PCB,Extracted,Expired,/documents/audit_report/JH-003/1634.pdf,1297,Amit Patel,2023-01-19 00:00:00
DOC-01635,OD-001,Safety Certificate,Saf-1635-2023,2022-11-05,2026-11-04,State PCB,Extracted,Verified,/documents/safety_certificate/OD-001/1635.pdf,3946,Rajesh Kumar,2022-11-11 00:00:00
DOC-01636,CG-002,Explosives Licence,Exp-1636-2023,2023-12-22,2028-12-20,State PCB,Extracted,Verified,/documents/explosives_licence/CG-002/1636.pdf,4196,Sita Devi,2023-12-23 00:00:00
DOC-01637,JH-001,Audit Report,Aud-1637-2023,2023-01-07,2026-01-06,CPCB,Extracted,Expired,/documents/audit_report/JH-001/1637.pdf,865,Sita Devi,2023-02-06 00:00:00
DOC-01638,OD-002,Mining Lease,Min-1638-2023,2023-05-09,2028-05-07,DGMS,Extracted,Verified,/documents/mining_lease/OD-002/1638.pdf,2896,Rajesh Kumar,2023-05-24 00:00:00
DOC-01639,CG-002,Safety Certificate,Saf-1639-2023,2022-03-13,2027-03-12,State PCB,Extracted,Verified,/documents/safety_certificate/CG-002/1639.pdf,1127,Rajesh Kumar,2022-04-06 00:00:00
DOC-01640,CG-001,Training Certificate,Tra-1640-2023,2022-08-14,2023-08-14,DGMS,Extracted,Expired,/documents/training_certificate/CG-001/1640.pdf,3098,Rajesh Kumar,2022-08-24 00:00:00
DOC-01641,OD-002,Environmental Clearance,Env-1641-2023,2022-02-04,2027-02-03,State PCB,Extracted,Verified,/documents/environmental_clearance/OD-002/1641.pdf,2754,Sita Devi,2022-02-18 00:00:00
DOC-01642,JH-002,Safety Certificate,Saf-1642-2023,2023-03-05,2025-03-04,DGMS,Extracted,Expired,/documents/safety_certificate/JH-002/1642.pdf,3129,Rajesh Kumar,2023-03-29 00:00:00
DOC-01643,JH-002,Training Certificate,Tra-1643-2023,2022-02-06,2026-02-05,Insurance Company,Extracted,Expired,/documents/training_certificate/JH-002/1643.pdf,4869,Sita Devi,2022-02-15 00:00:00
DOC-01644,OD-002,Insurance Certificate,Ins-1644-2023,2022-11-02,2025-11-01,Insurance Company,Extracted,Expired,/documents/insurance_certificate/OD-002/1644.pdf,2397,Sita Devi,2022-11-26 00:00:00
DOC-01645,OD-001,Safety Certificate,Saf-1645-2023,2022-09-01,2024-08-31,State PCB,Extracted,Expired,/documents/safety_certificate/OD-001/1645.pdf,1490,Rajesh Kumar,2022-09-26 00:00:00
DOC-01646,JH-002,Mining Lease,Min-1646-2023,2023-02-03,2026-02-02,CPCB,Extracted,Expired,/documents/mining_lease/JH-002/1646.pdf,1159,Amit Patel,2023-02-17 00:00:00
DOC-01647,JH-003,Insurance Certificate,Ins-1647-2023,2023-01-14,2024-01-14,CPCB,Extracted,Expired,/documents/insurance_certificate/JH-003/1647.pdf,559,Rajesh Kumar,2023-02-07 00:00:00
DOC-01648,JH-001,Insurance Certificate,Ins-1648-2023,2022-07-05,2026-07-04,Insurance Company,Extracted,Expired,/documents/insurance_certificate/JH-001/1648.pdf,2504,Sita Devi,2022-07-19 00:00:00
DOC-01649,OD-002,Training Certificate,Tra-1649-2023,2022-10-04,2023-10-04,State PCB,Extracted,Expired,/documents/training_certificate/OD-002/1649.pdf,3756,Sita Devi,2022-10-05 00:00:00
DOC-01650,OD-001,First Aid Certificate,Fir-1650-2023,2023-11-29,2027-11-28,DGMS,Extracted,Verified,/documents/first_aid_certificate/OD-001/1650.pdf,4007,Sita Devi,2023-12-04 00:00:00
