reading_id,mine_id,reading_date,reading_time,parameter,sub_parameter,value,unit,permissible_limit,exceedance,location,latitude,longitude,equipment_id,recorded_by
ER-039550,OD-001,2023-04-24,14:30:00,Air Quality,SO2,79.4,mg/m³,80,False,Crusher Area,23.2758799,85.5563987,SENS-SO2-028,Amit Patel
ER-039551,JH-002,2023-02-10,23:53:00,Water,pH,5.1,,9,False,Pit Area,23.8905921,85.5326509,SENS-pH-018,Rajesh Kumar
ER-039552,CG-002,2023-05-21,03:39:00,Noise,SPL,56.6,dB,85,False,Drill Site,23.299228,85.4774364,SENS-SPL-088,Rajesh Kumar
ER-039553,CG-001,2023-02-19,21:28:00,Vibration,Whole Body,5.6,m/s²,5,True,Drill Site,24.0243131,86.3797382,SENS-Who-065,Sita Devi
ER-039554,CG-002,2023-01-11,03:37:00,Dust,PM10,119.5,mg/m³,100,True,Effluent Treatment,23.4145154,86.3627008,SENS-PM1-017,Sita Devi
ER-039555,JH-001,2023-10-21,09:40:00,Noise,SPL,86.9,dB,85,True,Effluent Treatment,23.8250221,85.6755227,SENS-SPL-062,Sita Devi
ER-039556,OD-001,2023-05-27,12:11:00,Dust,PM10,114.8,mg/m³,100,True,Drill Site,23.4066403,86.4145785,SENS-PM1-059,Amit Patel
ER-039557,OD-002,2023-12-09,06:07:00,Water,TSS,62.1,mg/m³,100,False,Crusher Area,23.7867408,85.8790452,SENS-TSS-056,Rajesh Kumar
ER-039558,OD-002,2023-01-17,08:57:00,Air Quality,SO2,86.9,mg/m³,80,True,Pit Area,24.0677575,86.3452011,SENS-SO2-060,Sita Devi
ER-039559,OD-001,2023-12-10,23:23:00,Air Quality,SO2,90.8,mg/m³,80,True,Pit Area,23.2672843,86.4023654,SENS-SO2-047,Sita Devi
ER-039560,JH-001,2023-03-03,15:30:00,Vibration,Whole Body,3.2,m/s²,5,False,Effluent Treatment,23.860891,86.0277157,SENS-Who-091,Amit Patel
ER-039561,OD-002,2023-10-06,22:11:00,Air Quality,NOx,66.0,mg/m³,80,False,Drill Site,23.8402476,86.4267899,SENS-NOx-067,Sita Devi
ER-039562,JH-002,2023-07-22,05:59:00,Water,pH,8.1,,9,False,Drill Site,23.3287776,85.601771,SENS-pH-038,Rajesh Kumar
ER-039563,JH-003,2023-02-13,00:35:00,Noise,SPL,83.7,dB,85,False,Drill Site,24.0601568,85.8516345,SENS-SPL-093,Sita Devi
ER-039564,CG-002,2023-09-04,01:12:00,Noise,SPL,68.1,dB,85,False,Pit Area,23.2497703,85.6460014,SENS-SPL-081,Sita Devi
ER-039565,CG-002,2023-05-04,05:23:00,Groundwater,Level,80.9,m,100,False,Pit Area,23.9235212,85.472732,SENS-Lev-079,Sita Devi
ER-039566,JH-002,2023-12-14,04:05:00,Groundwater,Level,69.8,m,100,False,Pit Area,23.1915515,85.5640047,SENS-Lev-023,Sita Devi
ER-039567,CG-002,2023-01-02,05:08:00,Air Quality,SO2,88.2,mg/m³,80,True,Drill Site,23.9076931,86.1096504,SENS-SO2-014,Amit Patel
ER-039568,CG-002,2023-06-19,08:37:00,Dust,PM2.5,46.7,mg/m³,60,False,Drill Site,23.6295956,86.3423032,SENS-PM2-014,Sita Devi
ER-039569,JH-001,2023-02-08,06:23:00,Groundwater,Level,95.2,m,100,False,Drill Site,23.7453361,85.4713861,SENS-Lev-039,Rajesh Kumar
ER-039570,CG-002,2023-10-12,12:19:00,Water,TSS,95.0,mg/m³,100,False,Drill Site,23.8963224,86.2329949,SENS-TSS-012,Amit Patel
ER-039571,JH-001,2023-06-19,03:54:00,Groundwater,Level,94.8,m,100,False,Pit Area,23.4461691,85.5083051,SENS-Lev-030,Amit Patel
ER-039572,CG-002,2023-09-20,05:45:00,Air Quality,SO2,90.9,mg/m³,80,True,Crusher Area,23.3551927,86.1493608,SENS-SO2-057,Amit Patel
ER-039573,CG-002,2023-03-18,09:40:00,Dust,PM2.5,43.6,mg/m³,60,False,Crusher Area,23.6187004,85.9525843,SENS-PM2-098,Sita Devi
ER-039574,OD-001,2023-11-02,01:37:00,Noise,SPL,100.0,dB,85,True,Drill Site,23.4142511,86.3488501,SENS-SPL-024,Amit Patel
ER-039575,JH-003,2023-01-12,10:42:00,Noise,SPL,73.5,dB,85,False,Drill Site,23.6221182,85.5050404,SENS-SPL-046,Rajesh Kumar
ER-039576,JH-003,2023-11-07,13:16:00,Vibration,Whole Body,3.4,m/s²,5,False,Pit Area,23.4153627,85.9124007,SENS-Who-098,Sita Devi
ER-039577,JH-003,2023-03-16,10:57:00,Air Quality,NOx,92.0,mg/m³,80,True,Pit Area,24.0503242,86.0544248,SENS-NOx-051,Rajesh Kumar
ER-039578,JH-001,2023-08-12,21:56:00,Groundwater,Level,88.7,m,100,False,Pit Area,23.9582851,86.2219832,SENS-Lev-075,Amit Patel
ER-039579,JH-003,2023-04-15,03:01:00,Dust,PM10,95.9,mg/m³,100,False,Pit Area,24.0632429,85.7203751,SENS-PM1-035,Rajesh Kumar
ER-039580,JH-002,2023-10-17,17:01:00,Water,pH,10.0,,9,True,Effluent Treatment,23.8619008,85.6285835,SENS-pH-094,Sita Devi
ER-039581,OD-002,2023-03-25,18:15:00,Groundwater,Level,70.1,m,100,False,Effluent Treatment,23.9834808,85.9531198,SENS-Lev-095,Amit Patel
ER-039582,CG-002,2023-04-08,18:35:00,Noise,SPL,94.9,dB,85,True,Drill Site,24.1446289,85.5511384,SENS-SPL-028,Amit Patel
ER-039583,CG-001,2023-06-21,12:15:00,Noise,SPL,65.3,dB,85,False,Crusher Area,23.4466321,85.6566846,SENS-SPL-007,Amit Patel
ER-039584,JH-001,2023-11-08,05:35:00,Vibration,Whole Body,2.9,m/s²,5,False,Drill Site,23.4317325,86.2866183,SENS-Who-086,Amit Patel
ER-039585,JH-002,2023-08-03,12:37:00,Vibration,Whole Body,3.6,m/s²,5,False,Crusher Area,23.6643879,85.7905649,SENS-Who-066,Sita Devi
ER-039586,CG-002,2023-03-31,15:10:00,Vibration,Whole Body,3.5,m/s²,5,False,Effluent Treatment,24.0643293,86.3955495,SENS-Who-079,Rajesh Kumar
ER-039587,JH-001,2023-01-08,23:39:00,Vibration,Whole Body,3.2,m/s²,5,False,Crusher Area,23.2514435,85.5751605,SENS-Who-019,Rajesh Kumar
ER-039588,JH-002,2023-09-28,02:20:00,Dust,PM10,57.5,mg/m³,100,False,Drill Site,23.1875069,85.4915948,SENS-PM1-017,Amit Patel
ER-039589,JH-003,2023-04-14,19:19:00,Water,TSS,110.3,mg/m³,100,True,Crusher Area,24.1387204,86.4370984,SENS-TSS-022,Amit Patel
ER-039590,CG-001,2023-01-11,12:21:00,Dust,PM10,117.6,mg/m³,100,True,Crusher Area,23.9095097,85.7367281,SENS-PM1-051,Rajesh Kumar
ER-039591,CG-002,2023-08-04,09:51:00,Vibration,Whole Body,5.9,m/s²,5,True,Effluent Treatment,23.5997607,85.9003508,SENS-Who-040,Rajesh Kumar
ER-039592,CG-002,2023-10-10,19:18:00,Dust,PM10,108.8,mg/m³,100,True,Crusher Area,23.845592,86.434649,SENS-PM1-096,Sita Devi
ER-039593,CG-001,2023-04-25,23:25:00,Noise,SPL,58.5,dB,85,False,Effluent Treatment,24.1086928,85.8118458,SENS-SPL-073,Rajesh Kumar
ER-039594,CG-001,2023-11-18,14:00:00,Noise,SPL,78.0,dB,85,False,Effluent Treatment,23.5782587,85.6217316,SENS-SPL-092,Amit Patel
ER-039595,JH-003,2023-07-26,03:28:00,Water,pH,9.6,,9,True,Drill Site,23.4572004,86.3839408,SENS-pH-004,Amit Patel
ER-039596,CG-001,2023-08-05,02:58:00,Vibration,Whole Body,4.1,m/s²,5,False,Effluent Treatment,23.4506174,86.0551159,SENS-Who-099,Amit Patel
ER-039597,OD-001,2023-10-03,22:37:00,Water,TSS,114.4,mg/m³,100,True,Pit Area,23.1699346,86.3362782,SENS-TSS-011,Amit Patel
ER-039598,JH-002,2023-09-08,01:58:00,Water,pH,9.5,,9,True,Effluent Treatment,23.4100295,85.4727949,SENS-pH-097,Sita Devi
ER-039599,JH-002,2023-11-29,21:20:00,Groundwater,Level,97.0,m,100,False,Drill Site,24.1362129,85.7446223,SENS-Lev-048,Sita Devi
ER-039600,JH-001,2023-01-22,02:05:00,Air Quality,NOx,76.2,mg/m³,80,False,Pit Area,23.5031995,86.1969756,SENS-NOx-096,Sita Devi
ER-039601,OD-001,2023-03-17,11:30:00,Vibration,Whole Body,3.4,m/s²,5,False,Crusher Area,23.5413191,85.4889471,SENS-Who-047,Amit Patel
ER-039602,JH-002,2023-01-21,05:10:00,Air Quality,SO2,88.1,mg/m³,80,True,Effluent Treatment,23.9582945,85.7764502,SENS-SO2-040,Amit Patel
ER-039603,JH-003,2023-03-23,15:04:00,Water,pH,4.7,,9,False,Drill Site,23.2398287,86.3449108,SENS-pH-073,Sita Devi
ER-039604,JH-003,2023-11-27,15:27:00,Vibration,Whole Body,5.8,m/s²,5,True,Drill Site,24.048651,86.2713209,SENS-Who-095,Rajesh Kumar
ER-039605,JH-003,2023-09-25,14:47:00,Water,pH,9.8,,9,True,Drill Site,23.2689763,86.2058207,SENS-pH-043,Amit Patel
ER-039606,JH-003,2023-01-20,11:44:00,Dust,PM2.5,48.4,mg/m³,60,False,Effluent Treatment,23.6726993,85.9925667,SENS-PM2-082,Sita Devi
ER-039607,OD-001,2023-02-05,05:05:00,Air Quality,SO2,41.7,mg/m³,80,False,Crusher Area,23.8638099,85.5100108,SENS-SO2-039,Amit Patel
ER-039608,JH-003,2023-07-21,21:15:00,Groundwater,Level,110.5,m,100,True,Drill Site,23.2808824,85.4571191,SENS-Lev-061,Sita Devi
ER-039609,OD-001,2023-03-31,15:36:00,Noise,SPL,100.5,dB,85,True,Pit Area,23.7890094,85.6081957,SENS-SPL-073,Sita Devi
ER-039610,OD-002,2023-11-19,23:24:00,Water,TSS,72.3,mg/m³,100,False,Drill Site,24.0800732,85.6397761,SENS-TSS-038,Sita Devi
ER-039611,OD-002,2023-04-25,23:33:00,Noise,SPL,87.6,dB,85,True,Pit Area,23.996625,86.2614315,SENS-SPL-010,Amit Patel
ER-039612,OD-002,2023-08-06,14:49:00,Noise,SPL,91.6,dB,85,True,Drill Site,24.0230963,86.1652348,SENS-SPL-030,Rajesh Kumar
ER-039613,JH-003,2023-02-15,22:32:00,Water,TSS,91.2,mg/m³,100,False,Drill Site,23.7606705,85.9086401,SENS-TSS-069,Rajesh Kumar
ER-039614,CG-001,2023-03-05,14:03:00,Air Quality,SO2,95.9,mg/m³,80,True,Effluent Treatment,24.1376597,85.7944534,SENS-SO2-080,Rajesh Kumar
ER-039615,JH-001,2023-08-25,02:19:00,Dust,PM10,95.6,mg/m³,100,False,Drill Site,23.9600037,86.1925807,SENS-PM1-070,Sita Devi
ER-039616,JH-003,2023-06-21,01:21:00,Noise,SPL,82.1,dB,85,False,Effluent Treatment,24.1221242,86.0501504,SENS-SPL-005,Sita Devi
ER-039617,JH-002,2023-01-04,07:44:00,Water,TSS,90.4,mg/m³,100,False,Drill Site,23.7121566,85.978329,SENS-TSS-001,Sita Devi
ER-039618,OD-001,2023-01-04,18:51:00,Air Quality,SO2,92.6,mg/m³,80,True,Crusher Area,23.9492167,85.6349749,SENS-SO2-030,Amit Patel
ER-039619,JH-003,2023-11-26,23:45:00,Groundwater,Level,114.7,m,100,True,Effluent Treatment,23.7661278,85.789158,SENS-Lev-026,Amit Patel
ER-039620,JH-003,2023-09-22,01:00:00,Groundwater,Level,87.1,m,100,False,Drill Site,23.5986064,85.824727,SENS-Lev-056,Amit Patel
ER-039621,CG-002,2023-12-24,07:06:00,Vibration,Whole Body,4.8,m/s²,5,False,Drill Site,24.1485523,85.6396111,SENS-Who-033,Amit Patel
ER-039622,CG-001,2023-07-26,22:51:00,Vibration,Whole Body,3.9,m/s²,5,False,Crusher Area,24.0579679,85.6600979,SENS-Who-045,Rajesh Kumar
ER-039623,JH-002,2023-12-24,11:18:00,Groundwater,Level,98.7,m,100,False,Drill Site,23.6227498,85.7117096,SENS-Lev-004,Amit Patel
ER-039624,OD-001,2023-04-10,06:38:00,Air Quality,SO2,51.4,mg/m³,80,False,Pit Area,24.0311172,86.3797895,SENS-SO2-081,Amit Patel
ER-039625,OD-002,2023-08-21,17:51:00,Noise,SPL,100.7,dB,85,True,Effluent Treatment,24.159324,85.6532889,SENS-SPL-075,Sita Devi
ER-039626,JH-002,2023-06-02,03:21:00,Water,pH,9.3,,9,True,Crusher Area,23.2692472,86.2324119,SENS-pH-020,Sita Devi
ER-039627,JH-002,2023-08-20,20:44:00,Noise,SPL,71.5,dB,85,False,Crusher Area,23.2335182,86.2723131,SENS-SPL-001,Rajesh Kumar
ER-039628,JH-001,2023-12-22,12:18:00,Vibration,Whole Body,4.5,m/s²,5,False,Drill Site,23.9517188,86.2489006,SENS-Who-022,Rajesh Kumar
ER-039629,JH-002,2023-11-17,03:10:00,Air Quality,NOx,78.1,mg/m³,80,False,Pit Area,24.0744248,86.3888858,SENS-NOx-052,Amit Patel
ER-039630,OD-002,2023-09-18,18:20:00,Vibration,Whole Body,3.0,m/s²,5,False,Pit Area,24.0613152,86.4456579,SENS-Who-046,Amit Patel
ER-039631,CG-002,2023-09-21,03:56:00,Noise,SPL,100.4,dB,85,True,Crusher Area,24.0129105,86.0922674,SENS-SPL-093,Amit Patel
ER-039632,CG-001,2023-11-17,03:56:00,Groundwater,Level,111.8,m,100,True,Effluent Treatment,23.485105,85.5239339,SENS-Lev-021,Sita Devi
ER-039633,OD-002,2023-03-30,08:06:00,Noise,SPL,62.2,dB,85,False,Pit Area,23.2816116,86.1743745,SENS-SPL-071,Sita Devi
ER-039634,JH-001,2023-06-12,06:19:00,Air Quality,SO2,58.8,mg/m³,80,False,Pit Area,23.3684876,85.9325156,SENS-SO2-022,Amit Patel
ER-039635,CG-001,2023-01-08,11:27:00,Water,TSS,54.1,mg/m³,100,False,Drill Site,23.3533219,86.0567802,SENS-TSS-067,Rajesh Kumar
ER-039636,CG-002,2023-05-08,22:43:00,Groundwater,Level,71.8,m,100,False,Drill Site,23.5694362,86.3045088,SENS-Lev-071,Sita Devi
ER-039637,OD-002,2023-07-27,02:06:00,Air Quality,SO2,93.8,mg/m³,80,True,Pit Area,23.5332428,85.9895461,SENS-SO2-021,Sita Devi
ER-039638,JH-002,2023-05-07,05:27:00,Groundwater,Level,87.9,m,100,False,Effluent Treatment,23.8150059,85.5746209,SENS-Lev-066,Rajesh Kumar
ER-039639,OD-001,2023-12-12,00:13:00,Air Quality,SO2,78.8,mg/m³,80,False,Drill Site,23.348751,86.0712243,SENS-SO2-070,Amit Patel
ER-039640,OD-002,2023-02-07,10:17:00,Noise,SPL,79.6,dB,85,False,Pit Area,23.5569041,85.6576715,SENS-SPL-086,Sita Devi
ER-039641,JH-002,2023-06-13,14:29:00,Noise,SPL,68.4,dB,85,False,Drill Site,23.3369141,85.5814822,SENS-SPL-098,Rajesh Kumar
ER-039642,JH-002,2023-06-09,15:17:00,Groundwater,Level,112.7,m,100,True,Crusher Area,23.975461,85.7471981,SENS-Lev-009,Rajesh Kumar
ER-039643,JH-001,2023-10-17,05:57:00,Vibration,Whole Body,5.5,m/s²,5,True,Crusher Area,23.928465,86.1367822,SENS-Who-056,Rajesh Kumar
ER-039644,CG-002,2023-04-28,22:29:00,Dust,PM2.5,45.4,mg/m³,60,False,Crusher Area,23.8013269,85.6142695,SENS-PM2-030,Amit Patel
ER-039645,CG-002,2023-08-24,19:45:00,Vibration,Whole Body,2.7,m/s²,5,False,Effluent Treatment,23.2244195,85.4652188,SENS-Who-005,Sita Devi
ER-039646,JH-001,2023-12-08,04:21:00,Groundwater,Level,89.8,m,100,False,Crusher Area,23.6618561,85.9086914,SENS-Lev-009,Amit Patel
ER-039647,OD-001,2023-10-13,22:24:00,Vibration,Whole Body,4.0,m/s²,5,False,Pit Area,23.4630648,86.3194591,SENS-Who-062,Sita Devi
ER-039648,JH-003,2023-11-30,02:07:00,Vibration,Whole Body,4.1,m/s²,5,False,Crusher Area,23.78276,86.265071,SENS-Who-002,Sita Devi
ER-039649,JH-002,2023-08-23,21:51:00,Dust,PM2.5,57.5,mg/m³,60,False,Crusher Area,24.1159957,86.2747283,SENS-PM2-015,Rajesh Kumar
ER-039650,CG-002,2023-08-16,08:16:00,Water,TSS,93.0,mg/m³,100,False,Crusher Area,24.0766915,86.3471356,SENS-TSS-017,Amit Patel
ER-039651,JH-002,2023-03-03,11:13:00,Dust,PM2.5,36.8,mg/m³,60,False,Effluent Treatment,23.1877846,85.8431672,SENS-PM2-052,Rajesh Kumar
ER-039652,JH-003,2023-11-25,06:31:00,Groundwater,Level,62.3,m,100,False,Crusher Area,23.7585057,85.6255807,SENS-Lev-032,Amit Patel
ER-039653,OD-001,2023-09-08,23:32:00,Vibration,Whole Body,4.2,m/s²,5,False,Pit Area,23.6050048,86.192984,SENS-Who-043,Sita Devi
ER-039654,CG-002,2023-08-12,10:24:00,Groundwater,Level,96.3,m,100,False,Effluent Treatment,23.2100484,85.7024336,SENS-Lev-024,Rajesh Kumar
ER-039655,JH-002,2023-01-07,11:36:00,Water,pH,8.5,,9,False,Effluent Treatment,23.601476,85.6278597,SENS-pH-019,Sita Devi
ER-039656,CG-001,2023-09-12,15:54:00,Vibration,Whole Body,5.6,m/s²,5,True,Pit Area,23.7824346,86.2377371,SENS-Who-026,Rajesh Kumar
ER-039657,OD-002,2023-10-20,18:55:00,Vibration,Whole Body,3.2,m/s²,5,False,Pit Area,23.3210987,86.2287572,SENS-Who-004,Sita Devi
ER-039658,JH-002,2023-05-21,23:52:00,Groundwater,Level,104.3,m,100,True,Crusher Area,23.872093,86.010143,SENS-Lev-045,Amit Patel
ER-039659,JH-003,2023-01-28,11:58:00,Vibration,Whole Body,6.0,m/s²,5,True,Effluent Treatment,23.6320834,86.2387484,SENS-Who-037,Sita Devi
ER-039660,JH-003,2023-03-30,14:43:00,Noise,SPL,51.6,dB,85,False,Effluent Treatment,23.5936532,86.0986571,SENS-SPL-069,Amit Patel
ER-039661,JH-002,2023-01-05,22:32:00,Water,TSS,76.7,mg/m³,100,False,Effluent Treatment,24.0062687,85.7359805,SENS-TSS-095,Amit Patel
ER-039662,OD-001,2023-05-30,07:57:00,Water,TSS,85.4,mg/m³,100,False,Crusher Area,23.8829236,85.8302218,SENS-TSS-022,Sita Devi
ER-039663,JH-001,2023-06-26,13:48:00,Water,pH,7.2,,9,False,Crusher Area,23.8960563,85.8318781,SENS-pH-095,Amit Patel
ER-039664,OD-002,2023-01-06,11:47:00,Vibration,Whole Body,3.2,m/s²,5,False,Pit Area,23.8036684,85.5021189,SENS-Who-033,Rajesh Kumar
ER-039665,CG-001,2023-05-07,21:29:00,Air Quality,NOx,73.1,mg/m³,80,False,Drill Site,23.330617,86.1314843,SENS-NOx-079,Sita Devi
ER-039666,JH-002,2023-08-18,10:40:00,Groundwater,Level,101.5,m,100,True,Crusher Area,23.9627344,85.4757284,SENS-Lev-094,Sita Devi
ER-039667,JH-001,2023-05-18,16:25:00,Air Quality,NOx,52.9,mg/m³,80,False,Crusher Area,23.9657558,85.5186652,SENS-NOx-096,Sita Devi
ER-039668,CG-001,2023-06-07,08:59:00,Vibration,Whole Body,3.5,m/s²,5,False,Crusher Area,23.8295912,86.1738612,SENS-Who-031,Amit Patel
ER-039669,OD-001,2023-08-14,21:40:00,Water,TSS,64.4,mg/m³,100,False,Effluent Treatment,24.1312173,86.4370091,SENS-TSS-021,Amit Patel
ER-039670,JH-003,2023-07-21,07:10:00,Water,TSS,73.8,mg/m³,100,False,Crusher Area,23.4208953,86.0425285,SENS-TSS-063,Rajesh Kumar
ER-039671,JH-003,2023-11-18,19:48:00,Water,TSS,50.3,mg/m³,100,False,Effluent Treatment,23.6640089,86.1689668,SENS-TSS-061,Rajesh Kumar
ER-039672,OD-002,2023-07-05,09:19:00,Vibration,Whole Body,5.4,m/s²,5,True,Effluent Treatment,24.0131267,85.5780282,SENS-Who-094,Amit Patel
ER-039673,CG-001,2023-09-07,15:55:00,Vibration,Whole Body,3.0,m/s²,5,False,Pit Area,23.8070992,85.9348405,SENS-Who-025,Sita Devi
ER-039674,JH-003,2023-08-10,13:35:00,Water,TSS,56.8,mg/m³,100,False,Drill Site,23.2657077,86.3932576,SENS-TSS-062,Sita Devi
ER-039675,JH-003,2023-02-09,19:15:00,Air Quality,SO2,93.7,mg/m³,80,True,Pit Area,24.1559257,86.1137822,SENS-SO2-027,Amit Patel
ER-039676,JH-001,2023-10-02,01:11:00,Water,TSS,56.4,mg/m³,100,False,Drill Site,23.1914755,85.4791547,SENS-TSS-087,Sita Devi
ER-039677,JH-002,2023-01-08,21:07:00,Dust,PM2.5,46.1,mg/m³,60,False,Pit Area,23.7441567,85.4569038,SENS-PM2-016,Sita Devi
ER-039678,CG-001,2023-04-24,20:12:00,Dust,PM2.5,60.2,mg/m³,60,True,Pit Area,23.6036043,86.2419015,SENS-PM2-061,Amit Patel
ER-039679,JH-003,2023-03-01,14:10:00,Noise,SPL,100.3,dB,85,True,Effluent Treatment,23.6042815,85.953,SENS-SPL-011,Amit Patel
ER-039680,JH-002,2023-08-30,12:07:00,Dust,PM2.5,50.4,mg/m³,60,False,Drill Site,23.920147,85.8119881,SENS-PM2-079,Amit Patel
ER-039681,OD-002,2023-07-25,04:13:00,Vibration,Whole Body,4.3,m/s²,5,False,Crusher Area,24.0396719,85.4590906,SENS-Who-090,Sita Devi
ER-039682,JH-001,2023-12-29,23:37:00,Vibration,Whole Body,5.5,m/s²,5,True,Drill Site,23.8202475,85.744488,SENS-Who-012,Amit Patel
ER-039683,CG-001,2023-06-18,17:07:00,Groundwater,Level,117.5,m,100,True,Crusher Area,23.6020387,86.0108665,SENS-Lev-047,Sita Devi
ER-039684,CG-001,2023-08-29,02:57:00,Vibration,Whole Body,4.8,m/s²,5,False,Effluent Treatment,23.8289798,85.4554611,SENS-Who-009,Amit Patel
ER-039685,JH-002,2023-09-16,15:00:00,Water,pH,10.6,,9,True,Crusher Area,23.4219102,85.5009029,SENS-pH-039,Amit Patel
ER-039686,JH-002,2023-01-26,20:54:00,Water,TSS,111.0,mg/m³,100,True,Pit Area,23.2026228,85.6366109,SENS-TSS-097,Sita Devi
ER-039687,OD-002,2023-12-19,08:00:00,Water,pH,4.7,,9,False,Drill Site,23.7051582,86.1501754,SENS-pH-058,Amit Patel
ER-039688,JH-003,2023-05-01,20:02:00,Noise,SPL,96.1,dB,85,True,Pit Area,23.2550272,85.9664832,SENS-SPL-078,Rajesh Kumar
ER-039689,CG-001,2023-03-30,00:19:00,Groundwater,Level,84.4,m,100,False,Pit Area,23.8131208,85.7343257,SENS-Lev-073,Sita Devi
ER-039690,CG-002,2023-07-12,06:15:00,Groundwater,Level,103.8,m,100,True,Crusher Area,24.0857358,86.3408433,SENS-Lev-048,Rajesh Kumar
ER-039691,JH-001,2023-02-19,10:55:00,Vibration,Whole Body,5.5,m/s²,5,True,Pit Area,23.6393814,85.5656868,SENS-Who-069,Sita Devi
ER-039692,CG-002,2023-08-28,13:40:00,Vibration,Whole Body,3.0,m/s²,5,False,Crusher Area,23.6273738,86.0891295,SENS-Who-003,Sita Devi
ER-039693,OD-002,2023-11-04,22:30:00,Noise,SPL,64.4,dB,85,False,Drill Site,23.2870723,85.6640484,SENS-SPL-076,Rajesh Kumar
ER-039694,JH-003,2023-10-18,04:59:00,Noise,SPL,94.2,dB,85,True,Effluent Treatment,23.5754704,86.4360752,SENS-SPL-035,Rajesh Kumar
ER-039695,JH-002,2023-02-09,19:29:00,Noise,SPL,79.1,dB,85,False,Drill Site,23.6292554,85.6536961,SENS-SPL-073,Sita Devi
ER-039696,OD-001,2023-03-21,05:36:00,Noise,SPL,57.0,dB,85,False,Effluent Treatment,23.8951251,86.00003,SENS-SPL-053,Amit Patel
ER-039697,JH-003,2023-02-22,15:28:00,Noise,SPL,87.4,dB,85,True,Pit Area,23.6355669,85.9594301,SENS-SPL-050,Rajesh Kumar
ER-039698,OD-001,2023-12-27,19:28:00,Groundwater,Level,57.2,m,100,False,Effluent Treatment,23.531662,85.4983298,SENS-Lev-069,Rajesh Kumar
ER-039699,CG-001,2023-06-04,12:13:00,Noise,SPL,90.4,dB,85,True,Crusher Area,23.9131359,86.4277735,SENS-SPL-087,Rajesh Kumar
ER-039700,JH-001,2023-07-30,06:39:00,Vibration,Whole Body,5.2,m/s²,5,True,Drill Site,23.6158338,85.6954316,SENS-Who-001,Rajesh Kumar
ER-039701,JH-001,2023-10-13,13:51:00,Vibration,Whole Body,3.8,m/s²,5,False,Drill Site,23.5374981,85.5799227,SENS-Who-038,Rajesh Kumar
ER-039702,CG-002,2023-07-19,08:54:00,Dust,PM2.5,40.2,mg/m³,60,False,Drill Site,23.4839412,85.8616158,SENS-PM2-024,Amit Patel
ER-039703,JH-001,2023-06-16,07:34:00,Groundwater,Level,105.2,m,100,True,Drill Site,23.8013775,86.2994099,SENS-Lev-052,Rajesh Kumar
ER-039704,CG-002,2023-04-10,09:05:00,Dust,PM2.5,56.0,mg/m³,60,False,Crusher Area,24.0318958,85.7259881,SENS-PM2-013,Sita Devi
ER-039705,OD-002,2023-04-28,05:11:00,Water,pH,5.4,,9,False,Drill Site,23.2972292,85.9476055,SENS-pH-038,Rajesh Kumar
ER-039706,JH-002,2023-11-30,10:47:00,Air Quality,NOx,60.0,mg/m³,80,False,Effluent Treatment,23.8166478,86.2845235,SENS-NOx-004,Sita Devi
ER-039707,JH-001,2023-04-03,16:12:00,Water,pH,7.2,,9,False,Drill Site,23.5369406,86.1819643,SENS-pH-007,Amit Patel
ER-039708,JH-003,2023-03-22,17:47:00,Dust,PM2.5,50.2,mg/m³,60,False,Crusher Area,24.0936213,85.8459784,SENS-PM2-046,Rajesh Kumar
ER-039709,CG-002,2023-06-24,02:12:00,Air Quality,SO2,53.1,mg/m³,80,False,Effluent Treatment,23.9392739,85.6197655,SENS-SO2-057,Amit Patel
ER-039710,JH-001,2023-03-04,20:50:00,Noise,SPL,46.1,dB,85,False,Pit Area,24.0187436,85.8991365,SENS-SPL-093,Sita Devi
ER-039711,CG-002,2023-07-13,13:28:00,Dust,PM10,108.8,mg/m³,100,True,Drill Site,23.9488307,86.1845994,SENS-PM1-030,Sita Devi
ER-039712,JH-001,2023-10-21,09:24:00,Air Quality,SO2,86.7,mg/m³,80,True,Crusher Area,23.7645075,85.9501173,SENS-SO2-080,Amit Patel
ER-039713,JH-001,2023-03-29,12:51:00,Air Quality,NOx,55.7,mg/m³,80,False,Pit Area,23.1910207,86.1331066,SENS-NOx-099,Rajesh Kumar
ER-039714,CG-002,2023-05-26,05:13:00,Groundwater,Level,61.2,m,100,False,Drill Site,23.5215295,86.343137,SENS-Lev-054,Sita Devi
ER-039715,JH-001,2023-11-14,15:06:00,Dust,PM2.5,42.2,mg/m³,60,False,Crusher Area,24.0594329,85.8195397,SENS-PM2-050,Rajesh Kumar
ER-039716,OD-002,2023-01-09,21:40:00,Air Quality,NOx,94.6,mg/m³,80,True,Pit Area,23.1791977,85.5849398,SENS-NOx-009,Sita Devi
ER-039717,JH-001,2023-01-23,08:27:00,Noise,SPL,62.6,dB,85,False,Effluent Treatment,23.3649446,85.8276281,SENS-SPL-061,Amit Patel
ER-039718,CG-002,2023-08-21,01:31:00,Water,pH,5.3,,9,False,Crusher Area,23.5938949,85.5910529,SENS-pH-071,Rajesh Kumar
ER-039719,JH-002,2023-08-10,21:08:00,Vibration,Whole Body,4.4,m/s²,5,False,Crusher Area,23.414858,86.0531839,SENS-Who-034,Rajesh Kumar
ER-039720,JH-003,2023-11-17,11:37:00,Noise,SPL,74.9,dB,85,False,Drill Site,24.0312875,86.1001524,SENS-SPL-056,Amit Patel
