mine_id,equipment_type,shift,operating_hours,temperature_C,vibration,pressure_bar,dust_level_ug,rpm,oil_temp_C,load_percentage,machine_failure
CG-002,Drill Rig,Afternoon,8753.05,45.88,2.2981,108.85,217.4,1524.41,76.44,105.92,0
JH-001,Dumper,Afternoon,7347.99,68.35,3.2856,65.49,237.22,1573.31,76.17,49.23,0
JH-002,Excavator,Morning,7444.52,65.95,9.4865,64.3,29.57,1668.67,94.09,56.48,0
CG-002,Drill Rig,Morning,9965.91,33.09,2.0489,97.25,24.02,1839.9,79.59,99.08,0
OD-001,Excavator,Morning,8045.01,50.23,1.2035,89.17,150.46,1715.23,83.87,40.6,0
JH-001,Loader,Afternoon,8308.6,62.85,3.1414,122.34,215.67,2012.86,76.9,36.16,0
OD-002,Crusher,Morning,9518.91,81.69,3.8264,92.55,125.06,1872.07,80.44,100.78,0
JH-002,Loader,Afternoon,1596.23,70.47,2.1876,73.87,248.67,2245.45,70.86,56.79,0
JH-002,Crusher,Afternoon,5027.5,51.54,2.0201,79.64,250.35,1954.75,71.09,48.69,0
JH-001,Crusher,Night,5847.61,49.38,1.4396,123.77,56.41,1066.05,74.96,63.09,0
CG-002,Dumper,Morning,3359.83,71.97,3.2172,85.41,30.58,1657.85,88.88,75.12,0
CG-001,Loader,Night,8410.09,23.61,7.1862,93.11,100.22,1845.73,72.76,90.33,0
JH-002,Dumper,Afternoon,7647.95,47.89,6.3996,93.95,66.37,1310.12,70.34,55.07,0
CG-002,Drill Rig,Night,7236.74,81.14,3.1595,88.35,242.24,1234.55,91.01,84.61,0
CG-001,Dumper,Night,9971.78,64.45,2.2076,106.11,164.53,1341.91,66.53,46.74,0
JH-001,Crusher,Afternoon,2667.88,48.62,3.2903,135.44,201.35,1575.66,62.91,30.76,1
JH-002,Dumper,Morning,7381.03,41.97,2.3107,111.03,229.8,1947.49,68.49,104.87,0
JH-002,Drill Rig,Afternoon,5558.9,72.6,1.9733,116.43,260.95,1985.4,72.29,99.07,0
CG-001,Dumper,Morning,3198.59,61.17,2.9489,80.72,176.79,1394.16,72.49,103.62,0
OD-002,Loader,Morning,1689.81,56.72,5.1498,107.43,183.58,1289.55,87.36,94.3,0
OD-001,Dumper,Morning,8969.25,65.61,2.4728,127.36,205.84,1685.98,82.59,32.56,0
OD-001,Excavator,Night,5995.01,62.47,2.4583,95.36,191.25,1263.46,79.07,33.06,0
OD-001,Drill Rig,Night,8266.84,61.32,2.3812,99.92,270.01,1036.46,83.03,81.63,1
OD-001,Drill Rig,Afternoon,5498.92,40.14,4.0403,115.27,31.98,1439.5,83.23,100.37,0
JH-002,Dumper,Morning,2277.77,44.6,4.1623,130.6,94.22,996.9,84.53,91.04,0
CG-001,Crusher,Morning,3441.73,71.22,1.5869,123.74,17.98,1818.43,90.74,65.1,0
OD-001,Dumper,Afternoon,3877.23,68.39,2.4886,74.65,262.08,1483.72,92.81,33.79,0
JH-002,Dumper,Morning,9732.05,65.73,4.7262,106.73,153.32,1318.45,81.24,53.66,0
OD-002,Excavator,Morning,155.77,51.2,2.2995,87.87,249.98,1728.98,86.96,99.89,0
JH-002,Dumper,Night,9858.09,71.48,5.4535,93.57,179.7,1507.06,59.89,41.35,0
CG-001,Excavator,Afternoon,9806.57,54.44,3.8314,73.93,42.46,1016.56,85.74,34.86,0
CG-002,Excavator,Afternoon,9961.89,79.52,6.5417,94.67,32.39,1382.79,96.75,82.79,1
OD-002,Dumper,Afternoon,4818.22,48.8,2.3265,82.99,21.4,1075.51,75.68,41.86,0
JH-002,Dumper,Morning,9641.71,52.12,3.8608,96.79,92.52,1544.69,78.2,48.55,0
JH-001,Crusher,Afternoon,4016.43,57.73,3.9214,109.85,277.97,1608.86,72.94,103.55,0
CG-001,Dumper,Morning,360.31,72.71,4.6587,105.65,227.53,1979.16,78.9,44.01,0
CG-001,Crusher,Afternoon,2321.04,59.47,3.2436,117.7,99.45,1534.6,53.51,107.79,0
CG-001,Loader,Afternoon,9458.43,60.57,4.7432,90.26,113.59,1215.43,81.83,38.67,0
OD-002,Loader,Afternoon,236.27,54.13,1.983,66.21,177.4,1236.59,78.4,43.54,0
JH-002,Loader,Afternoon,5505.34,64.02,2.6435,131.93,264.08,1316.28,98.15,42.92,0
OD-001,Dumper,Night,848.46,58.94,1.2917,110.96,231.37,1657.49,68.72,104.27,0
CG-001,Drill Rig,Morning,2935.33,48.24,2.3753,111.89,266.3,1644.55,90.38,98.04,0
OD-002,Loader,Morning,972.12,61.91,1.7762,110.79,14.43,1283.65,84.83,32.84,0
JH-002,Drill Rig,Morning,8609.33,62.26,3.2076,105.16,293.29,1973.45,70.25,108.67,0
OD-002,Loader,Morning,5951.6,95.25,4.4506,119.83,80.71,1888.26,75.94,43.85,0
OD-001,Crusher,Night,9030.85,50.83,3.605,86.87,104.46,1730.13,93.11,88.8,0
JH-002,Loader,Afternoon,6914.7,47.41,4.0153,115.78,197.01,1345.65,55.97,44.91,0
CG-001,Excavator,Afternoon,9713.19,64.19,2.8513,107.12,247.63,940.75,78.78,35.55,0
CG-002,Excavator,Night,5147.79,45.11,2.5336,102.63,108.93,1221.67,84.22,109.76,0
JH-002,Drill Rig,Night,6423.23,43.9,1.5121,90.19,210.91,1534.81,84.13,101.01,0
OD-002,Loader,Morning,5805.46,38.45,1.0384,105.02,278.14,1285.09,87.02,36.84,0
OD-001,Crusher,Afternoon,4894.18,48.38,1.2789,95.84,166.69,1493.94,74.67,65.93,0
JH-001,Dumper,Afternoon,8475.0,48.75,1.9512,117.12,170.11,1437.27,81.11,55.48,0
CG-002,Drill Rig,Morning,6480.8,40.75,4.2896,90.76,214.37,1536.98,70.77,32.15,0
OD-001,Dumper,Morning,8032.99,56.25,1.4705,79.39,47.19,1245.78,74.6,75.0,0
CG-002,Dumper,Afternoon,7885.0,24.51,1.8025,111.3,216.68,1922.15,85.9,76.47,0
OD-002,Excavator,Afternoon,1991.35,67.38,2.1485,142.14,56.35,1946.14,90.06,63.24,1
CG-001,Crusher,Afternoon,6536.62,51.65,5.1764,105.13,288.65,1752.16,69.08,95.76,0
JH-001,Dumper,Morning,2076.52,53.85,2.6668,97.1,62.31,1754.69,81.68,69.13,0
OD-002,Drill Rig,Afternoon,5874.87,68.8,2.9081,135.77,142.47,1948.45,89.81,41.23,0
JH-002,Excavator,Afternoon,6806.6,65.58,3.3379,109.19,240.42,1006.01,69.36,59.23,0
JH-001,Crusher,Night,9972.63,50.55,5.4601,97.03,102.14,832.98,83.84,49.29,0
JH-002,Excavator,Morning,402.37,66.78,2.8345,134.32,161.85,1721.02,74.9,103.8,0
JH-002,Crusher,Afternoon,1003.3,83.23,1.1245,85.25,29.8,2033.09,77.74,92.33,0
CG-002,Dumper,Afternoon,862.56,44.82,2.8964,93.34,223.46,1409.4,86.61,31.29,0
CG-002,Crusher,Morning,4043.78,71.31,5.5859,106.78,40.52,1553.08,69.99,78.55,0
OD-002,Drill Rig,Morning,8233.72,43.3,3.7453,156.51,221.23,1359.42,70.36,73.53,1
OD-002,Crusher,Night,8456.16,77.63,3.0268,81.49,45.25,1546.47,80.69,57.16,0
CG-001,Excavator,Afternoon,7396.1,49.32,3.2442,77.32,48.22,1632.64,103.38,67.36,0
JH-002,Drill Rig,Night,8979.09,48.75,1.0848,104.53,220.81,1910.87,75.64,64.68,1
CG-002,Drill Rig,Morning,3296.31,77.24,1.0118,129.79,104.42,1901.26,94.86,109.1,0
JH-001,Crusher,Afternoon,972.73,70.82,4.2506,118.07,95.12,1533.65,85.82,31.74,0
JH-002,Excavator,Night,675.71,49.81,5.1698,86.54,94.51,1287.4,100.39,83.66,0
JH-002,Excavator,Morning,8536.11,61.91,1.9843,77.03,180.43,1424.36,72.28,32.08,0
OD-001,Drill Rig,Afternoon,7331.32,49.35,2.9941,86.89,156.84,1457.11,98.29,76.25,0
JH-001,Drill Rig,Morning,7016.29,36.11,3.7076,102.09,32.86,1919.43,75.3,57.86,0
JH-001,Drill Rig,Morning,3462.8,62.84,6.2341,106.27,198.58,1476.61,86.85,60.84,0
JH-002,Drill Rig,Afternoon,3861.06,54.65,2.6118,95.17,228.87,1779.91,87.26,64.94,0
JH-002,Excavator,Night,9585.32,45.81,3.931,94.67,55.79,2006.55,116.57,78.57,0
JH-002,Excavator,Night,731.67,79.57,7.3639,94.51,76.69,1563.54,84.72,75.37,1
OD-002,Loader,Night,7759.94,46.32,2.3626,112.1,240.44,1660.94,78.74,83.99,0
OD-001,Drill Rig,Morning,3165.37,62.16,2.8078,106.97,146.83,1400.32,71.37,93.51,0
JH-001,Crusher,Afternoon,486.64,76.2,1.5639,112.45,104.75,1681.32,71.05,60.96,0
JH-002,Loader,Morning,7451.44,56.16,1.6038,106.84,104.37,1725.29,74.87,63.75,0
OD-001,Drill Rig,Afternoon,3376.03,48.99,4.2111,62.6,290.88,1623.1,77.22,62.91,0
CG-002,Crusher,Night,7249.26,64.47,4.9379,100.21,129.53,1103.95,77.64,46.22,0
OD-001,Drill Rig,Night,7105.78,66.84,4.8638,86.6,220.43,1755.66,82.14,59.51,0
JH-001,Drill Rig,Night,5394.39,73.15,1.6216,131.64,79.06,1992.86,85.32,74.78,0
JH-002,Crusher,Night,7795.99,88.07,2.4526,77.06,147.44,1492.23,75.34,58.39,0
OD-001,Loader,Night,5852.28,53.14,3.453,61.76,278.21,1054.72,83.66,44.37,0
OD-001,Crusher,Afternoon,2937.7,62.94,0.871,115.81,30.43,1794.03,89.98,72.58,0
CG-002,Loader,Night,7367.74,40.96,3.4161,104.91,35.68,2224.89,85.92,49.63,0
OD-002,Crusher,Morning,5932.48,70.0,6.9604,102.76,203.24,1646.45,82.11,48.84,0
CG-001,Crusher,Night,226.0,62.76,4.7987,108.1,26.8,827.84,73.86,48.84,0
OD-001,Loader,Night,9026.28,57.32,0.8145,98.16,142.21,2016.54,71.9,31.5,0
CG-002,Loader,Afternoon,5501.87,50.73,3.3157,90.79,140.54,1286.13,87.24,87.66,0
JH-002,Loader,Morning,8699.41,54.77,3.0282,103.34,77.88,1542.87,80.05,76.79,0
CG-001,Crusher,Morning,8839.09,63.54,3.1138,78.78,176.27,1816.73,66.44,50.77,0
JH-002,Dumper,Night,4505.17,45.51,2.8679,129.65,188.45,1866.64,65.93,100.04,0
OD-002,Dumper,Night,5125.83,55.39,2.3089,86.95,35.0,1671.82,87.74,60.5,0
JH-001,Crusher,Morning,4215.97,60.25,0.8499,75.69,200.74,1679.33,89.94,106.35,0
JH-002,Dumper,Night,4549.42,36.91,3.1755,107.75,260.33,1654.31,85.29,83.36,0
JH-001,Dumper,Morning,8961.96,44.23,3.7199,83.47,125.45,1221.52,75.86,74.39,0
CG-001,Loader,Night,7902.63,50.1,2.0592,123.89,13.35,1276.16,85.33,108.44,0
CG-002,Drill Rig,Afternoon,1352.6,83.52,5.1002,60.11,157.91,1702.03,73.93,75.02,1
CG-002,Crusher,Afternoon,6142.05,47.54,1.1971,67.0,16.14,1741.6,83.45,72.09,0
CG-002,Crusher,Night,9959.48,59.16,1.1472,92.56,273.19,1400.15,96.07,59.66,1
OD-002,Drill Rig,Morning,5995.95,44.39,2.8363,102.61,139.19,1403.33,60.07,78.22,0
OD-002,Excavator,Morning,7880.13,48.35,1.9331,85.21,15.3,1412.33,73.03,39.99,0
JH-001,Drill Rig,Morning,7713.71,38.38,4.4195,94.68,148.09,1342.46,68.62,48.55,0
CG-001,Excavator,Night,3568.14,70.05,2.1951,134.59,177.15,1713.47,103.37,95.51,1
CG-001,Drill Rig,Morning,3781.31,40.12,5.3603,85.98,272.93,1621.13,85.71,81.22,0
CG-002,Excavator,Morning,7268.36,73.61,1.8946,67.8,75.32,1141.23,68.47,71.19,0
JH-002,Loader,Night,5049.84,67.02,2.9208,95.34,176.08,1338.43,79.75,51.64,0
JH-002,Crusher,Afternoon,5748.65,58.87,1.0078,77.35,164.73,1320.78,76.85,38.76,0
OD-002,Drill Rig,Morning,7157.77,74.1,2.6469,111.49,41.2,1401.68,71.8,106.1,0
OD-001,Excavator,Night,7797.99,106.55,2.8189,109.94,288.89,1206.05,70.97,59.97,0
JH-001,Drill Rig,Afternoon,2788.01,67.16,4.9768,97.33,99.21,1440.7,58.11,88.43,0
CG-001,Dumper,Night,1553.26,43.2,1.2769,107.56,219.99,999.03,70.59,66.73,0
CG-001,Crusher,Afternoon,2988.77,82.34,2.3596,78.61,237.67,1399.31,64.99,76.19,0
OD-002,Dumper,Night,5124.63,62.79,5.6205,118.89,210.06,1701.75,96.99,102.14,1
OD-001,Excavator,Night,3487.2,91.67,6.0056,88.65,44.26,1585.93,74.2,86.47,1
CG-002,Drill Rig,Morning,5726.79,52.41,1.7911,133.58,119.65,1277.11,71.94,40.57,0
CG-001,Excavator,Night,629.31,79.23,1.9293,93.54,250.34,1483.05,85.05,68.35,0
OD-002,Drill Rig,Afternoon,5146.53,60.0,1.162,90.99,248.54,1619.92,76.23,104.96,0
JH-001,Excavator,Afternoon,3743.05,99.85,0.9404,96.07,80.91,1236.29,62.01,95.39,0
CG-001,Dumper,Morning,5393.2,55.78,2.2379,111.71,166.08,1418.38,73.03,54.48,0
CG-001,Crusher,Afternoon,4283.08,105.03,1.9687,128.92,247.94,1953.84,77.68,94.18,0
CG-002,Loader,Night,2913.84,66.6,7.6199,107.15,187.71,1715.37,92.56,31.77,0
OD-001,Dumper,Afternoon,9050.67,72.7,3.2344,142.74,71.87,1571.53,83.14,93.46,0
OD-001,Loader,Afternoon,1929.17,85.5,2.449,83.56,241.66,1584.29,82.5,95.26,0
OD-001,Dumper,Night,6845.52,48.18,3.7735,95.91,251.13,1495.79,68.75,70.98,0
JH-002,Excavator,Morning,9253.98,74.54,4.5459,77.84,276.49,1807.41,83.23,31.48,1
JH-002,Dumper,Night,5432.83,55.61,4.987,89.92,252.8,1116.06,75.98,50.97,0
CG-002,Dumper,Morning,8776.44,62.27,3.095,86.8,193.82,1563.16,80.54,74.77,0
CG-002,Drill Rig,Morning,1336.03,61.25,2.6864,70.66,144.9,1256.94,68.8,61.71,0
CG-001,Drill Rig,Morning,4988.51,68.59,2.942,118.7,299.41,1185.53,84.73,77.72,0
OD-001,Dumper,Afternoon,4624.55,67.95,2.64,111.83,294.68,1484.88,84.91,94.44,0
JH-002,Crusher,Afternoon,180.38,51.37,2.0863,92.0,148.88,1235.27,65.3,51.35,0
JH-002,Excavator,Morning,4488.25,61.87,4.5795,106.42,229.86,1985.81,72.13,46.53,0
JH-002,Excavator,Night,3753.39,24.98,2.4684,91.73,107.47,1538.26,70.69,83.37,0
CG-002,Excavator,Morning,6731.01,74.85,1.6369,95.52,66.13,1143.4,88.34,89.4,0
OD-001,Dumper,Afternoon,9389.46,85.41,2.7464,110.12,273.67,1284.11,90.34,78.42,1
JH-001,Dumper,Night,949.33,62.86,3.8897,99.66,22.12,1809.32,61.52,48.87,0
OD-001,Dumper,Afternoon,3342.02,35.91,1.3126,100.34,225.31,1693.97,79.01,46.53,0
CG-002,Loader,Night,4496.24,71.14,2.3763,61.76,254.55,1702.74,75.94,105.86,0
JH-002,Loader,Night,4606.34,48.54,1.8202,116.42,219.53,1928.06,74.49,84.93,0
CG-001,Loader,Morning,7770.62,62.73,8.0958,126.07,265.87,1621.88,85.72,96.49,0
JH-002,Excavator,Afternoon,4489.62,70.28,2.8459,120.53,89.65,1765.8,89.05,96.74,0
OD-001,Loader,Night,368.9,68.2,5.9068,89.33,237.79,1862.28,87.42,68.91,0
OD-002,Dumper,Night,7130.03,76.21,3.0712,119.54,217.11,1854.18,89.45,93.92,0
JH-002,Crusher,Morning,8859.81,62.2,3.2115,108.65,295.81,1727.68,92.2,76.22,1
CG-001,Excavator,Night,5187.66,62.6,2.6361,82.69,274.67,1305.38,79.01,66.64,0
OD-001,Drill Rig,Morning,5852.97,71.05,2.4315,93.96,28.42,1246.32,89.16,59.84,0
JH-001,Drill Rig,Afternoon,1713.07,58.93,2.6197,98.0,48.03,1391.57,87.13,76.33,0
CG-002,Loader,Afternoon,2284.39,49.68,1.9568,53.38,299.67,1404.62,87.2,43.33,0
OD-002,Excavator,Morning,2428.19,66.78,2.7033,103.89,188.1,1528.8,68.08,32.46,0
OD-001,Dumper,Afternoon,4364.35,43.07,1.207,77.54,37.3,1407.7,81.67,88.79,0
JH-002,Drill Rig,Morning,9288.64,58.79,2.9645,78.88,105.24,1123.93,80.23,84.39,0
OD-002,Excavator,Morning,5265.67,39.33,1.4882,103.12,120.91,1562.63,89.42,36.25,0
OD-002,Crusher,Night,2001.77,51.68,2.8497,93.11,30.93,1309.16,78.22,73.15,0
OD-002,Dumper,Afternoon,2734.27,52.3,3.1915,80.0,190.07,1399.59,74.77,94.42,0
CG-001,Dumper,Morning,3901.75,45.24,5.5209,103.04,284.71,1791.18,82.89,39.6,0
CG-002,Crusher,Afternoon,6270.26,76.51,3.1848,82.83,213.74,1605.39,77.47,103.49,0
CG-001,Excavator,Night,4456.33,75.27,2.3793,82.78,258.97,1317.59,88.76,62.23,0
OD-001,Excavator,Night,3985.2,79.71,1.9849,123.53,278.0,1662.84,73.3,33.96,0
JH-001,Excavator,Afternoon,5690.81,57.18,3.889,103.2,294.58,1504.86,89.94,61.53,0
JH-001,Loader,Night,2494.17,53.5,2.5868,106.61,245.28,1348.51,67.54,61.51,0
OD-001,Crusher,Night,881.14,72.05,1.866,131.35,159.73,1076.07,84.9,75.77,0
CG-001,Drill Rig,Afternoon,341.7,61.93,2.935,95.35,30.36,1612.8,80.29,100.61,0
JH-001,Dumper,Night,2587.47,61.85,1.0741,87.32,25.37,1518.21,87.51,65.41,0
OD-001,Crusher,Morning,1006.76,21.84,2.8292,87.63,231.24,925.92,74.02,31.98,0
JH-001,Dumper,Afternoon,3429.77,71.35,1.84,137.01,83.44,1695.39,79.8,74.57,0
JH-002,Loader,Afternoon,7752.04,69.36,2.309,98.09,128.19,1486.61,82.12,37.45,0
OD-002,Excavator,Afternoon,7191.31,59.92,7.3676,81.39,243.06,1732.61,90.17,96.76,0
CG-001,Crusher,Morning,6148.18,72.24,2.1326,102.67,188.77,1438.97,91.42,74.95,0
JH-002,Excavator,Afternoon,8539.75,69.03,4.0346,87.56,241.77,1701.45,73.63,92.3,0
OD-002,Drill Rig,Afternoon,2892.47,49.55,4.5933,91.8,170.01,1424.6,65.95,108.13,0
JH-001,Loader,Night,8862.03,56.7,4.1657,132.58,69.15,1796.66,73.77,50.11,0
CG-001,Crusher,Morning,4052.47,44.88,3.2726,102.52,236.67,1407.42,71.96,73.19,0
OD-001,Crusher,Morning,4068.84,81.93,1.5623,74.42,214.45,1351.24,65.27,108.03,0
OD-001,Loader,Afternoon,4112.98,74.66,1.9635,91.19,156.56,1744.93,74.51,109.86,0
JH-001,Excavator,Afternoon,1071.13,47.79,1.5176,62.97,171.48,2415.3,76.36,97.98,0
CG-001,Crusher,Night,9757.36,69.28,2.2797,84.83,26.26,1631.82,83.27,55.29,0
OD-001,Loader,Night,1471.22,64.18,2.293,120.05,216.05,1501.62,106.37,109.44,1
OD-001,Dumper,Morning,3474.77,49.71,1.7214,85.54,226.46,1686.12,76.56,101.52,0
CG-001,Loader,Afternoon,3261.07,61.86,3.574,152.85,203.29,1893.06,96.49,107.0,1
OD-001,Excavator,Night,839.33,72.88,2.124,47.74,139.55,1844.87,68.22,82.82,0
OD-002,Dumper,Morning,1607.38,74.1,2.2674,91.13,17.24,2034.65,89.75,94.17,0
JH-002,Dumper,Afternoon,544.1,94.98,1.2406,102.26,197.97,1862.16,84.81,57.61,0
JH-001,Excavator,Morning,2994.8,61.41,2.8141,101.22,229.52,1443.95,74.0,107.74,0
OD-002,Loader,Afternoon,8679.9,56.43,2.5932,111.26,118.42,1767.26,79.88,52.31,0
OD-001,Drill Rig,Morning,3460.48,68.43,2.0143,94.51,128.75,1145.36,83.41,47.48,0
OD-001,Dumper,Morning,1324.55,57.26,3.2889,125.06,59.43,1736.32,76.17,65.58,0
CG-002,Crusher,Afternoon,6492.37,51.23,2.8847,75.41,196.91,1157.13,75.46,104.4,0
OD-001,Drill Rig,Morning,9966.35,46.11,3.6466,95.24,235.1,2010.36,78.29,106.77,0
CG-002,Dumper,Morning,2400.01,8.59,3.7297,77.71,183.8,1034.34,82.07,79.94,0
JH-001,Loader,Morning,2867.75,71.02,3.8866,90.1,196.65,1033.5,72.37,65.24,0
OD-002,Excavator,Afternoon,9721.29,35.43,6.261,94.86,262.95,1404.25,77.95,59.06,1
JH-002,Dumper,Afternoon,1869.89,46.8,2.8988,112.37,276.12,1540.66,80.81,70.92,0
OD-002,Drill Rig,Night,5161.02,64.39,1.6938,79.73,206.59,1289.43,80.98,62.27,0
OD-002,Drill Rig,Night,2472.56,55.18,2.1925,94.43,58.89,1446.95,84.27,79.39,0
CG-001,Crusher,Afternoon,9330.28,92.24,2.2219,100.42,43.63,1389.64,80.89,32.91,0
CG-001,Loader,Night,9817.06,37.36,1.7162,102.88,252.6,1227.85,71.37,67.09,1
OD-001,Excavator,Night,8165.51,93.58,0.7736,77.78,198.81,1626.7,72.08,84.37,0
JH-001,Crusher,Morning,3216.36,80.71,3.0514,104.67,73.25,2187.13,87.26,107.13,0
OD-001,Drill Rig,Morning,4094.53,73.64,2.7644,123.34,70.77,1375.39,81.48,40.4,0
OD-001,Loader,Night,2498.83,81.59,7.0777,123.1,25.54,1498.84,84.4,48.75,1
CG-001,Crusher,Morning,8918.5,66.07,6.8566,94.44,156.75,1143.58,83.32,47.6,0
OD-002,Excavator,Morning,9154.13,34.45,3.8187,110.39,44.68,1944.99,77.51,97.9,0
JH-001,Crusher,Night,4246.82,67.72,3.6015,96.75,121.67,1316.29,85.26,78.95,0
CG-002,Dumper,Afternoon,6599.68,37.79,1.7953,121.3,68.01,2002.32,72.23,49.39,0
OD-001,Dumper,Night,1738.98,52.07,2.9871,113.57,221.38,1363.23,77.07,70.32,0
OD-002,Crusher,Afternoon,4405.87,58.83,2.5644,76.8,11.52,1652.6,78.53,102.06,0
OD-002,Excavator,Morning,6351.84,46.33,2.9238,96.94,119.77,1683.19,85.61,77.09,0
JH-002,Drill Rig,Morning,3915.49,74.19,1.8506,86.86,22.97,1583.15,79.44,46.89,0
JH-001,Loader,Morning,3640.24,56.79,3.352,98.1,24.38,933.02,72.08,98.57,0
CG-001,Loader,Night,109.89,66.14,1.3707,76.95,37.75,1034.27,67.53,61.34,0
JH-002,Loader,Night,8062.51,59.86,12.4006,97.63,89.62,1769.81,80.4,40.77,0
CG-001,Crusher,Night,8904.44,61.89,5.6043,96.92,237.13,1615.05,82.67,106.43,1
CG-002,Crusher,Night,9697.69,46.7,5.2783,97.47,168.09,1385.1,71.88,47.42,0
CG-002,Crusher,Morning,7220.79,42.39,1.4366,105.07,50.47,2039.03,84.97,105.58,0
OD-002,Crusher,Afternoon,5533.04,57.69,1.2088,69.16,123.22,1854.58,98.18,89.73,0
JH-002,Loader,Afternoon,2765.92,45.51,3.1186,115.61,274.5,1460.5,82.09,89.09,0
JH-002,Drill Rig,Night,9993.06,80.9,2.3344,116.79,132.06,1142.13,81.88,35.27,0
CG-001,Dumper,Night,5938.55,39.35,6.8474,128.11,284.99,1473.57,76.14,88.64,0
JH-002,Excavator,Morning,6843.43,95.06,3.7206,98.06,276.57,1826.97,99.33,34.83,0
JH-002,Excavator,Afternoon,6855.82,64.53,2.6628,105.2,125.17,1354.11,76.42,67.58,0
OD-002,Dumper,Afternoon,8467.99,61.04,5.697,120.92,198.08,1501.64,78.04,59.62,0
JH-002,Crusher,Morning,195.76,51.9,2.9774,85.96,238.44,1361.35,83.8,71.18,0
CG-001,Dumper,Afternoon,2280.44,69.85,3.048,109.83,62.24,1187.14,72.53,71.89,0
JH-001,Dumper,Morning,6688.79,56.94,4.5771,85.26,163.77,1013.12,79.67,50.98,0
JH-001,Loader,Night,8961.94,64.51,1.9372,110.34,39.91,1783.78,90.21,31.19,0
JH-001,Drill Rig,Afternoon,6884.85,72.63,4.5238,107.85,155.96,1236.76,86.45,30.65,0
OD-002,Dumper,Night,4193.56,70.04,3.6075,82.08,47.21,1451.4,67.82,87.67,0
JH-001,Loader,Morning,3679.4,78.6,1.7154,110.21,234.67,1645.26,78.58,71.62,0
OD-002,Dumper,Night,7405.69,68.07,7.2357,91.24,188.59,2058.7,72.71,88.57,0
CG-002,Loader,Morning,7438.25,45.73,2.1625,96.76,197.76,1378.64,94.88,34.09,0
OD-001,Excavator,Afternoon,6109.87,28.8,1.2005,116.29,81.26,2216.41,85.56,42.75,0
OD-002,Excavator,Afternoon,2985.52,63.17,1.8427,121.54,186.5,963.5,68.5,80.72,0
JH-001,Loader,Afternoon,9259.03,63.38,1.6195,108.3,227.19,2099.99,90.86,104.21,1
CG-002,Excavator,Night,5563.61,88.89,2.9977,100.26,100.03,1755.49,87.08,77.46,0
OD-002,Drill Rig,Morning,7925.87,58.26,6.1181,114.1,284.63,1163.22,64.19,57.81,0
OD-002,Drill Rig,Morning,2221.65,65.62,3.0782,93.49,119.15,1426.95,81.87,98.8,0
OD-002,Dumper,Morning,3506.0,71.66,6.007,117.91,114.08,1803.01,81.44,86.76,0
JH-002,Dumper,Night,8758.34,67.7,4.6335,87.65,121.7,1407.94,87.14,60.5,0
JH-001,Dumper,Night,596.06,72.66,0.7166,95.65,271.89,1680.11,76.65,51.8,0
OD-002,Crusher,Night,5171.92,47.73,4.262,81.42,99.06,982.48,65.71,63.39,0
JH-002,Loader,Morning,4868.88,45.35,2.033,98.32,187.95,1571.66,71.33,108.34,0
CG-002,Crusher,Afternoon,7537.18,55.79,3.5126,130.32,86.54,1356.19,90.8,61.21,0
JH-002,Drill Rig,Morning,2890.75,27.39,2.6407,130.47,234.99,1143.72,81.56,40.26,0
JH-001,Excavator,Night,2268.76,59.41,10.947,132.57,296.65,1381.87,77.39,108.47,0
JH-001,Dumper,Afternoon,9268.72,50.11,3.3805,87.18,292.4,1344.09,69.84,43.6,1
JH-001,Drill Rig,Morning,5759.93,64.83,3.6397,154.15,44.37,1417.34,70.49,82.48,0
CG-002,Excavator,Morning,1136.43,56.02,4.6605,123.66,245.28,1689.43,66.6,50.36,0
JH-001,Dumper,Morning,2011.06,44.77,1.291,120.38,197.79,1270.69,76.36,86.02,0
JH-002,Excavator,Afternoon,9988.38,79.66,4.6727,104.99,229.37,1266.7,87.91,48.21,1
OD-001,Drill Rig,Afternoon,2036.53,61.24,2.4405,68.76,120.72,1319.86,57.54,35.85,0
JH-001,Drill Rig,Night,6143.71,72.94,1.9237,87.47,110.81,1323.63,74.25,43.05,0
OD-002,Loader,Night,4259.27,62.75,4.096,91.65,135.84,1886.04,66.03,105.12,0
CG-002,Excavator,Afternoon,8867.43,66.96,1.2915,97.02,299.12,1654.47,72.49,49.84,1
CG-001,Dumper,Morning,7576.17,39.59,4.3469,91.46,57.15,1485.13,88.66,51.45,0
OD-001,Drill Rig,Night,6009.82,79.17,2.5124,99.44,276.53,1064.41,90.93,72.98,0
CG-002,Dumper,Afternoon,206.32,73.18,2.5855,109.56,166.08,1733.28,88.63,68.77,0
OD-001,Drill Rig,Morning,8809.97,59.72,0.8851,101.51,201.17,1485.21,79.51,84.68,0
JH-001,Drill Rig,Afternoon,4502.21,64.32,4.264,96.0,35.56,1071.1,73.64,103.7,0
OD-002,Crusher,Night,9322.62,75.04,3.0766,94.79,250.16,1348.96,85.44,59.68,1
JH-002,Dumper,Night,5005.84,54.42,2.152,128.35,35.95,1629.18,72.66,90.6,0
JH-002,Drill Rig,Night,6972.82,36.25,1.7096,92.27,208.4,2108.45,72.12,75.89,0
OD-001,Drill Rig,Afternoon,786.0,54.7,4.018,115.57,194.62,1590.53,93.91,39.4,0
JH-001,Excavator,Night,7477.0,62.29,3.2352,100.43,296.82,1591.43,70.28,101.99,0
