grievance_id,mine_id,grievance_date,category,priority,raised_by,raised_by_type,description,description_hindi,assigned_officer,assigned_date,sla_days,resolution_status,resolution_date,resolution_notes
GRV-0456,JH-003,2023-07-19,Safety,Low,Community Member-0202,Community Member,Noise pollution,शोर प्रदूषण,Amit Patel,2023-07-21,14,Open,,
GRV-0457,OD-002,2023-05-05,Safety,High,Worker-0327,Worker,Noise pollution,शोर प्रदूषण,Amit Patel,2023-05-07,3,In Progress,,
GRV-0458,CG-002,2023-01-30,Community,High,Worker-0098,Worker,Delayed wage payment,विलंबित वेतन भुगतान,Rajesh Kumar,2023-01-31,3,Escalated,,
GRV-0459,CG-002,2023-07-08,Working Conditions,Low,Worker-0571,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-07-08,14,In Progress,,
GRV-0460,CG-001,2023-08-02,Wages,Low,Community Member-0476,Community Member,Delayed wage payment,विलंबित वेतन भुगतान,Rajesh Kumar,2023-08-04,14,Resolved,2023-08-06,Resolved: Delayed wage payment
GRV-0461,OD-001,2023-12-11,Community,Critical,Worker-0953,Worker,Excessive dust,अत्यधिक धूल,Amit Patel,2023-12-14,2,Resolved,2023-12-13,Resolved: Excessive dust
GRV-0462,OD-002,2023-01-17,Wages,Critical,Community Member-0816,Community Member,Noise pollution,शोर प्रदूषण,Amit Patel,2023-01-18,2,In Progress,,
GRV-0463,JH-002,2023-07-13,Community,Critical,Worker-0822,Worker,Delayed wage payment,विलंबित वेतन भुगतान,Rajesh Kumar,2023-07-14,2,Resolved,2023-07-15,Resolved: Delayed wage payment
GRV-0464,JH-001,2023-06-16,Working Conditions,Critical,Community Member-0115,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Rajesh Kumar,2023-06-16,2,In Progress,,
GRV-0465,JH-002,2023-02-24,Environment,Low,Community Member-0143,Community Member,Noise pollution,शोर प्रदूषण,Amit Patel,2023-02-24,14,Resolved,2023-03-01,Resolved: Noise pollution
GRV-0466,OD-002,2023-04-04,Wages,Low,Worker-0054,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-04-07,14,Resolved,2023-04-13,Resolved: Unsafe working conditions
GRV-0467,CG-001,2023-12-27,Environment,High,Community Member-0934,Community Member,Excessive dust,अत्यधिक धूल,Amit Patel,2023-12-28,3,In Progress,,
GRV-0468,JH-003,2023-12-15,Community,Low,Community Member-0352,Community Member,Excessive dust,अत्यधिक धूल,Sita Devi,2023-12-15,14,Resolved,2023-12-23,Resolved: Excessive dust
GRV-0469,OD-001,2023-07-21,Community,Low,Community Member-0788,Community Member,Delayed wage payment,विलंबित वेतन भुगतान,Sita Devi,2023-07-23,14,Resolved,2023-07-25,Resolved: Delayed wage payment
GRV-0470,OD-002,2023-08-29,Safety,Critical,Worker-0701,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-08-31,2,Resolved,2023-08-30,Resolved: Unsafe working conditions
GRV-0471,JH-003,2023-06-24,Wages,Medium,Worker-0779,Worker,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-06-26,7,Rejected,,
GRV-0472,JH-003,2023-04-17,Working Conditions,Critical,Community Member-0476,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-04-17,2,Resolved,2023-04-18,Resolved: Unsafe working conditions
GRV-0473,CG-001,2023-05-05,Safety,Low,Community Member-0161,Community Member,Excessive dust,अत्यधिक धूल,Sita Devi,2023-05-05,14,Rejected,,
GRV-0474,JH-003,2023-08-16,Working Conditions,Critical,Community Member-0218,Community Member,Poor ventilation,खराब हवादारी,Amit Patel,2023-08-18,2,In Progress,,
GRV-0475,OD-002,2023-02-06,Wages,Critical,Community Member-0463,Community Member,Delayed wage payment,विलंबित वेतन भुगतान,Sita Devi,2023-02-09,2,In Progress,,
GRV-0476,JH-003,2023-11-01,Wages,High,Worker-0062,Worker,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-11-04,3,In Progress,,
GRV-0477,JH-002,2023-11-24,Wages,Critical,Worker-0071,Worker,Poor ventilation,खराब हवादारी,Amit Patel,2023-11-24,2,Open,,
GRV-0478,JH-001,2023-09-23,Safety,Medium,Worker-0962,Worker,Excessive dust,अत्यधिक धूल,Rajesh Kumar,2023-09-24,7,In Progress,,
GRV-0479,JH-002,2023-08-04,Working Conditions,Low,Worker-0184,Worker,Delayed wage payment,विलंबित वेतन भुगतान,Amit Patel,2023-08-04,14,Resolved,2023-08-11,Resolved: Delayed wage payment
GRV-0480,OD-001,2023-07-01,Community,Medium,Worker-0815,Worker,Poor ventilation,खराब हवादारी,Rajesh Kumar,2023-07-04,7,In Progress,,
GRV-0481,JH-001,2023-08-23,Community,Critical,Worker-0929,Worker,Delayed wage payment,विलंबित वेतन भुगतान,Amit Patel,2023-08-26,2,Open,,
GRV-0482,JH-002,2023-05-31,Environment,High,Worker-0030,Worker,Excessive dust,अत्यधिक धूल,Amit Patel,2023-05-31,3,Open,,
GRV-0483,JH-002,2023-12-20,Environment,Critical,Worker-0663,Worker,Poor ventilation,खराब हवादारी,Sita Devi,2023-12-20,2,In Progress,,
GRV-0484,JH-003,2023-02-10,Safety,Low,Community Member-0279,Community Member,Delayed wage payment,विलंबित वेतन भुगतान,Sita Devi,2023-02-13,14,Escalated,,
GRV-0485,JH-002,2023-10-05,Wages,High,Worker-0937,Worker,Delayed wage payment,विलंबित वेतन भुगतान,Sita Devi,2023-10-05,3,In Progress,,
GRV-0486,CG-001,2023-09-06,Working Conditions,Low,Worker-0584,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Sita Devi,2023-09-09,14,Resolved,2023-09-10,Resolved: Unsafe working conditions
GRV-0487,OD-002,2023-08-12,Wages,Critical,Worker-0319,Worker,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-08-15,2,In Progress,,
GRV-0488,JH-001,2023-03-24,Safety,Medium,Worker-0183,Worker,Poor ventilation,खराब हवादारी,Sita Devi,2023-03-24,7,Open,,
GRV-0489,CG-002,2023-11-13,Safety,Low,Worker-0149,Worker,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-11-15,14,Rejected,,
GRV-0490,JH-001,2023-12-05,Environment,Critical,Community Member-0730,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Sita Devi,2023-12-05,2,In Progress,,
GRV-0491,JH-001,2023-11-15,Working Conditions,Medium,Worker-0972,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-11-15,7,In Progress,,
GRV-0492,OD-002,2023-04-08,Environment,High,Worker-0900,Worker,Noise pollution,शोर प्रदूषण,Rajesh Kumar,2023-04-10,3,In Progress,,
GRV-0493,JH-003,2023-06-01,Community,Critical,Worker-0455,Worker,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Amit Patel,2023-06-02,2,In Progress,,
GRV-0494,JH-002,2023-05-08,Wages,High,Worker-0554,Worker,Delayed wage payment,विलंबित वेतन भुगतान,Rajesh Kumar,2023-05-08,3,Resolved,2023-05-10,Resolved: Delayed wage payment
GRV-0495,CG-002,2023-08-21,Environment,Critical,Community Member-0623,Community Member,Unsafe working conditions,असुरक्षित कार्य स्थितियां,Rajesh Kumar,2023-08-22,2,In Progress,,
GRV-0496,JH-002,2023-01-17,Working Conditions,Low,Worker-0252,Worker,Poor ventilation,खराब हवादारी,Amit Patel,2023-01-17,14,In Progress,,
GRV-0497,JH-001,2023-03-02,Working Conditions,Medium,Community Member-0278,Community Member,Poor ventilation,खराब हवादारी,Sita Devi,2023-03-04,7,In Progress,,
GRV-0498,CG-002,2023-03-08,Environment,Low,Worker-0831,Worker,Poor ventilation,खराब हवादारी,Amit Patel,2023-03-08,14,In Progress,,
GRV-0499,CG-001,2023-01-30,Environment,Medium,Worker-0872,Worker,Noise pollution,शोर प्रदूषण,Sita Devi,2023-01-30,7,In Progress,,
